,피해면적합계,진화종료 일,진화종료 월,진화종료 일시,진화종료 연도,발생원인,발생장소_지번,발생장소_동리,발생장소_시군구,발생장소_읍면,발생장소_시도,발생일,발생요일,발생월,발생시간,발생연도
0,0.1,28,12,08:30:00,2011,입산자실화,산202-2,장전평,홍천,홍천,강원,28,수요일,12,03:20:00,2011
1,0.5,24,12,16:30:00,2011,쓰레기소각,산14-1,무계,청송,현서,경북,24,토요일,12,14:30:00,2011
2,0.01,22,12,18:20:00,2011,입산자실화,산52,원,산청,시천,경남,22,목요일,12,17:15:00,2011
3,0.2,09,12,15:00:00,2011,기타,산27,용수,기장,정관,부산,09,금요일,12,14:11:00,2011
4,0.3,29,11,22:30:00,2011,담뱃불실화,산4-1,거포,옥천,청성,충북,29,화요일,11,20:10:00,2011
5,0.05,26,11,14:17:00,2011,농산부산물소각,산24-1,하원,울진,서,경북,26,토요일,11,13:43:00,2011
6,0.3,21,11,00:43:00,2011,입산자실화,산14-1,남북,인제,인제,강원,20,일요일,11,21:54:00,2011
7,0.01,14,11,13:40:00,2011,입산자실화,산60,대석,양산,상북,경남,14,월요일,11,13:07:00,2011
8,3,02,11,10:30:00,2011,담뱃불실화,산224,동촌,화천,화천,강원,01,화요일,11,15:23:00,2011
9,0.2,27,10,15:30:00,2011,담뱃불실화,산73,고문,연천,연천,경기,27,목요일,10,13:20:00,2011
10,1,26,10,14:30:00,2011,기타,산4,구수,영광,백수,전남,26,수요일,10,12:35:00,2011
11,0.01,17,10,16:30:00,2011,입산자실화,산1-40,가아,인제,인제,강원,17,월요일,10,15:05:00,2011
12,0.1,13,10,17:50:00,2011,담뱃불실화,산102,고성,춘천,사북,강원,13,목요일,10,15:54:00,2011
13,0.01,07,10,16:28:00,2011,입산자실화,산109,시동,홍천,남,강원,07,금요일,10,14:46:00,2011
14,0.3,06,10,23:30:00,2011,입산자실화,산222,동천,화천,화천,강원,06,목요일,10,18:13:00,2011
15,0.2,21,06,19:30:00,2011,농산부산물소각,산100-3,시남,창녕,남지,경남,21,화요일,06,17:07:00,2011
16,1,21,06,17:30:00,2011,입산자실화,산10-3,석탄,옥천,동이,충북,21,화요일,06,14:40:00,2011
17,0.09,21,06,14:40:00,2011,입산자실화,산14-1,강주,함안,법수,경남,21,화요일,06,13:00:00,2011
18,0.6,20,06,18:45:00,2011,입산자실화,산40,간공,산청,신등,경남,20,월요일,06,14:45:00,2011
19,0.01,20,06,14:14:00,2011,입산자실화,산56,상품,여주,산북,경기,20,월요일,06,13:15:00,2011
20,1,17,06,06:10:00,2011,입산자실화,산41-1,수신,부여,외산,충남,16,목요일,06,19:40:00,2011
21,0.08,16,06,17:53:00,2011,기타,산199,독지,화성,송산,경기,16,목요일,06,15:13:00,2011
22,0.1,15,06,14:45:00,2011,입산자실화,산46,조양,춘천,동산,강원,15,수요일,06,13:15:00,2011
23,0.1,12,06,18:30:00,2011,입산자실화,산78-6,,삼척,마평,강원,12,일요일,06,14:25:00,2011
24,1,22,05,16:00:00,2011,입산자실화,산148-1,태기,울주,언양,울산,22,일요일,05,13:40:00,2011
25,0.1,19,05,14:40:00,2011,농산부산물소각,산49-1,,,호평,대전,19,목요일,05,13:53:00,2011
26,0.1,15,05,18:55:00,2011,쓰레기소각,산1113-17,오지,철원,동송,강원,15,일요일,05,14:50:00,2011
27,0.3,05,05,16:45:00,2011,입산자실화,산118,용두,함평,나산,전남,05,목요일,05,15:30:00,2011
28,0.5,05,05,16:15:00,2011,입산자실화,산10,추정,청주 청원,낭성,충북,05,목요일,05,13:20:00,2011
29,0.12,03,05,15:56:00,2011,기타,산5,,부산진,전포,부산,03,화요일,05,15:07:00,2011
30,5,30,04,05:10:00,2011,기타,산42,신안,홍성,갈산,충남,29,금요일,04,23:04:00,2011
31,0.3,25,04,17:00:00,2011,농산부산물소각,산165,사성,당진,대호지,충남,25,월요일,04,14:20:00,2011
32,0.66,24,04,17:00:00,2011,기타,산44-48,,노원,상계1,서울,24,일요일,04,15:40:00,2011
33,0.2,24,04,16:13:00,2011,농산부산물소각,산133,북지,봉화,물야,경북,24,일요일,04,15:05:00,2011
34,0.13,21,04,19:00:00,2011,입산자실화,산118,굴화,울주,범서,울산,21,목요일,04,18:05:00,2011
35,0.2,21,04,16:40:00,2011,입산자실화,산88,송계,함양,서하,경남,21,목요일,04,14:40:00,2011
36,0.3,21,04,14:10:00,2011,입산자실화,산3-1,금곡,진천,초평,충북,21,목요일,04,12:51:00,2011
37,1,21,04,14:20:00,2011,농산부산물소각,산221-11,송학,나주,다도,전남,21,목요일,04,11:40:00,2011
38,0.3,20,04,18:30:00,2011,입산자실화,산96-2,진기,남원,보절,전북,20,수요일,04,17:10:00,2011
39,1.2,20,04,18:20:00,2011,기타,산12,현,영양,영양,경북,20,수요일,04,16:05:00,2011
40,0.6,20,04,15:10:00,2011,농산부산물소각,산19,춘당,횡성,청일,강원,20,수요일,04,14:15:00,2011
41,0.05,20,04,15:00:00,2011,농산부산물소각,700-1,우덕,정읍,덕천,전북,20,수요일,04,14:00:00,2011
42,0.1,20,04,14:40:00,2011,입산자실화,산424,서포,옹진,덕적,인천,20,수요일,04,12:50:00,2011
43,0.1,19,04,16:40:00,2011,입산자실화,산1-1,명덕,완주,소양,전북,19,화요일,04,15:30:00,2011
44,0.2,19,04,15:30:00,2011,입산자실화,산38,오정,담양,수북,전남,19,화요일,04,13:50:00,2011
45,0.1,19,04,14:20:00,2011,입산자실화,산216-4,군내,완도,완도,전남,19,화요일,04,13:20:00,2011
46,1,19,04,14:06:00,2011,기타,산14 외 2,대,예산,광시,충남,19,화요일,04,10:50:00,2011
47,0.2,17,04,15:08:00,2011,농산부산물소각,산14,고시,,청일,강원,17,일요일,04,14:22:00,2011
48,0.01,17,04,14:05:00,2011,입산자실화,산41-1,차곡,음성,생극,충북,17,일요일,04,13:19:00,2011
49,0.3,17,04,14:20:00,2011,입산자실화,산36,신월,인제,남면,강원,17,일요일,04,12:40:00,2011
50,0.1,17,04,13:30:00,2011,쓰레기소각,산35-3,두음,봉화,소천,경북,17,일요일,04,12:34:00,2011
51,0.06,17,04,13:50:00,2011,입산자실화,산58,당항,남해,창선,경남,17,일요일,04,12:30:00,2011
52,0.1,16,04,19:30:00,2011,입산자실화,산37-2,강촌,춘천,남산,강원,16,토요일,04,18:25:00,2011
53,0.4,16,04,16:40:00,2011,입산자실화,산28-1,,서초,신원,서울,16,토요일,04,14:15:00,2011
54,1,14,04,16:15:00,2011,쓰레기소각,산62-2 외 3,장학,성주,선남,경북,14,목요일,04,14:00:00,2011
55,0.6,14,04,16:25:00,2011,농산부산물소각,산145,둔마,거창,남하,경남,14,목요일,04,13:38:00,2011
56,1.2,14,04,14:55:00,2011,쓰레기소각,산101 외 1,쌍전,울진,서,경북,14,목요일,04,13:02:00,2011
57,0.5,14,04,02:30:00,2011,입산자실화,산107-28,중리,춘천,신동,강원,13,수요일,04,23:40:00,2011
58,0.15,13,04,17:50:00,2011,쓰레기소각,산1683-2,운학,영월,수주,강원,13,수요일,04,16:50:00,2011
59,0.2,13,04,17:10:00,2011,기타,산18,고사,삼척,도계,강원,13,수요일,04,16:05:00,2011
60,0.2,13,04,16:10:00,2011,농산부산물소각,산17,산정,곡성,겸,전남,13,수요일,04,15:05:00,2011
61,4,13,04,17:50:00,2011,입산자실화,산57,삽존,,손양,강원,13,수요일,04,15:02:00,2011
62,0.01,13,04,15:20:00,2011,입산자실화,산110,대치,완주,비봉,전북,13,수요일,04,14:35:00,2011
63,0.05,13,04,13:36:00,2011,입산자실화,산92,대포,화순,동,전남,13,수요일,04,12:37:00,2011
64,0.01,13,04,06:38:00,2011,입산자실화,산6-1 외 1,방산,예산,대술,충남,12,화요일,04,15:42:00,2011
65,0.3,12,04,16:00:00,2011,농산부산물소각,산11,,금정,선,부산,12,화요일,04,15:30:00,2011
66,0.2,12,04,16:30:00,2011,입산자실화,산98,대치,무안,몽탄,전남,12,화요일,04,15:20:00,2011
67,0.07,12,04,16:30:00,2011,농산부산물소각,302-2,기산,포천,일동,경기,12,화요일,04,15:14:00,2011
68,0.1,12,04,16:40:00,2011,입산자실화,산56-1,이곡,포천,소홀,경기,12,화요일,04,14:45:00,2011
69,0.2,12,04,12:40:00,2011,농산부산물소각,산27,가좌,청주 청원,오창,충북,12,화요일,04,11:45:00,2011
70,0.1,11,04,18:15:00,2011,입산자실화,산65-1,사촌,장흥,안양,전남,11,월요일,04,17:25:00,2011
71,0.1,11,04,16:00:00,2011,입산자실화,산297,중,포천,관인,경기,11,월요일,04,14:23:00,2011
72,0.1,10,04,13:08:00,2011,건축물화재비화,산16,원천,화천,하남,강원,10,일요일,04,12:19:00,2011
73,0.05,09,04,17:20:00,2011,입산자실화,산8-5,,대덕,비례,대전,09,토요일,04,16:40:00,2011
74,0.03,09,04,13:40:00,2011,기타,산72,창,양구,남,강원,09,토요일,04,12:55:00,2011
75,0.04,09,04,12:57:00,2011,쓰레기소각,산44-2,덕곡,양구,동,강원,09,토요일,04,12:30:00,2011
76,1,06,04,23:55:00,2011,입산자실화,산159-6,송천,영덕,지품,경북,06,수요일,04,21:20:00,2011
77,0.1,06,04,17:00:00,2011,입산자실화,산456-1,도마,강릉,왕산,강원,06,수요일,04,16:27:00,2011
78,0.5,06,04,18:50:00,2011,기타,산1-1,명곡,금산,제원,충남,06,수요일,04,15:22:00,2011
79,0.3,06,04,15:40:00,2011,기타,산9,기양,울진,원남,경북,06,수요일,04,15:00:00,2011
80,0.2,06,04,16:00:00,2011,입산자실화,산52,화지,철원,철원,강원,06,수요일,04,14:50:00,2011
81,0.01,06,04,13:40:00,2011,농산부산물소각,400-1,,익산,신흥,전북,06,수요일,04,13:15:00,2011
82,0.1,06,04,14:00:00,2011,농산부산물소각,산682-3,독천,영암,학산,전남,06,수요일,04,12:55:00,2011
83,0.1,05,04,22:00:00,2011,기타,산150-2,사기소리,당진,당진,충남,05,화요일,04,17:17:00,2011
84,0.1,05,04,16:50:00,2011,농산부산물소각,산53-1,,연수,동춘,인천,05,화요일,04,16:00:00,2011
85,0.2,05,04,18:00:00,2011,농산부산물소각,318.0,옥현,당진,고대,충남,05,화요일,04,15:38:00,2011
86,1.2,05,04,15:59:00,2011,기타,산45-6,환평,옥천,군북,충북,05,화요일,04,14:10:00,2011
87,0.2,05,04,15:52:00,2011,기타,산32,연지,보령,주포,충남,05,화요일,04,13:40:00,2011
88,0.1,05,04,11:40:00,2011,입산자실화,산48,관천,춘천,남,강원,05,화요일,04,11:08:00,2011
89,0.05,04,04,14:20:00,2011,농산부산물소각,산150,문촌,봉화,상운,경북,04,월요일,04,13:30:00,2011
90,0.1,04,04,14:20:00,2011,기타,산105,주계,안동,와룡,경북,04,월요일,04,13:25:00,2011
91,0.2,04,04,13:18:00,2011,쓰레기소각,산5,천향,예천,감천,경북,04,월요일,04,12:15:00,2011
92,0.2,02,04,17:30:00,2011,입산자실화,산200,낙산,칠곡,지천,경북,02,토요일,04,16:20:00,2011
93,1.8,02,04,16:50:00,2011,농산부산물소각,산71,미력,보성,미력,전남,02,토요일,04,14:10:00,2011
94,60.5,02,04,13:00:00,2011,쓰레기소각,산149 외 65,회,영덕,남정,경북,01,금요일,04,21:10:00,2011
95,0.01,01,04,19:30:00,2011,기타,산208-1,구례,금산,복수,충남,01,금요일,04,16:50:00,2011
96,3,02,04,09:00:00,2011,쓰레기소각,산1-1,월악,제천,덕산,충북,01,금요일,04,16:15:00,2011
97,4,02,04,09:00:00,2011,농산부산물소각,산4,정동,하동,악양,경남,01,금요일,04,15:45:00,2011
98,0.5,01,04,17:10:00,2011,입산자실화,산7-5,부호,경산,하양,경북,01,금요일,04,14:37:00,2011
99,1.5,01,04,17:30:00,2011,입산자실화,산215-1,우계,김해,상동,경남,01,금요일,04,14:30:00,2011
100,0.5,01,04,16:45:00,2011,건축물화재비화,산13,상군천,삼척,노곡,강원,01,금요일,04,14:15:00,2011
101,0.01,01,04,14:50:00,2011,농산부산물소각,산32,신흥,공주,이인,충남,01,금요일,04,14:08:00,2011
102,0.5,01,04,14:46:00,2011,농산부산물소각,산86,용흥,합천,삼가,경남,01,금요일,04,13:40:00,2011
103,6,02,04,09:10:00,2011,농산부산물소각,산77,농소,거제,장목,경남,01,금요일,04,13:35:00,2011
104,3,01,04,18:25:00,2011,농산부산물소각,산129,신구,창녕,장마,경남,01,금요일,04,12:50:00,2011
105,0.08,01,04,14:00:00,2011,농산부산물소각,산214-1,가용,완도,완도,전남,01,금요일,04,12:45:00,2011
106,0.1,01,04,14:30:00,2011,농산부산물소각,산52,호동,해남,황산,전남,01,금요일,04,12:45:00,2011
107,110,02,04,09:25:00,2011,농산부산물소각,산82 외,황지,예천,호명,경북,01,금요일,04,12:25:00,2011
108,0.01,01,04,12:20:00,2011,농산부산물소각,산41-1,반암,고창,아산,전북,01,금요일,04,11:30:00,2011
109,0.3,01,04,13:30:00,2011,농산부산물소각,산18,신월,정선,정선,강원,01,금요일,04,10:50:00,2011
110,0.2,31,03,18:20:00,2011,입산자실화,산84-5,,동,지산,광주,31,목요일,03,16:45:00,2011
111,0.4,31,03,19:00:00,2011,입산자실화,산88-1,봉하,화순,도암,전남,31,목요일,03,16:00:00,2011
112,1,31,03,17:30:00,2011,쓰레기소각,산36,용곡,보은,회인,충북,31,목요일,03,15:15:00,2011
113,0.2,31,03,17:00:00,2011,기타,산1-23,연화,통영,욕지,경남,31,목요일,03,14:40:00,2011
114,0.3,31,03,15:20:00,2011,입산자실화,산2-1,안양,김해,생림,경남,31,목요일,03,14:10:00,2011
115,0.3,31,03,15:00:00,2011,기타,산26,구상,남원,아영,전북,31,목요일,03,14:00:00,2011
116,5,01,04,08:50:00,2011,담뱃불실화,산93-2,내곡,고성,동해,경남,31,목요일,03,13:55:00,2011
117,0.2,31,03,14:40:00,2011,농산부산물소각,산11,신안,김천,조마,경북,31,목요일,03,13:40:00,2011
118,6,31,03,18:45:00,2011,담뱃불실화,산275-2,동례,거창,가조,경남,31,목요일,03,13:37:00,2011
119,0.3,31,03,16:20:00,2011,농산부산물소각,산129,신구,창녕,장마,경남,31,목요일,03,12:50:00,2011
120,0.2,31,03,14:30:00,2011,입산자실화,산53-1,북성,함평,손불,전남,31,목요일,03,12:40:00,2011
121,0.1,31,03,13:10:00,2011,농산부산물소각,산87,청계,의령,봉수,경남,31,목요일,03,12:10:00,2011
122,0.2,31,03,12:38:00,2011,쓰레기소각,산21-1,상궁,보은,내북,충북,31,목요일,03,11:50:00,2011
123,1,30,03,19:00:00,2011,기타,산50,우매,영동,황간,충북,30,수요일,03,16:25:00,2011
124,25,31,03,12:50:00,2011,기타,산45,삼대,고령,성산,경북,30,수요일,03,15:55:00,2011
125,0.3,30,03,17:10:00,2011,입산자실화,산12-1,궁촌,옥천,청성,충북,30,수요일,03,15:55:00,2011
126,48,02,04,10:00:00,2011,입산자실화,산78 외 45,정명,울진,기성,경북,30,수요일,03,15:05:00,2011
127,0.2,30,03,15:45:00,2011,쓰레기소각,산207-2,화산,울주,서생,울산,30,수요일,03,14:58:00,2011
128,0.2,30,03,15:42:00,2011,기타,산169,외칠,경주,산내,경북,30,수요일,03,14:18:00,2011
129,1,30,03,17:15:00,2011,농산부산물소각,산4,부일,경산,용성,경북,30,수요일,03,14:09:00,2011
130,0.3,30,03,14:20:00,2011,농산부산물소각,산26,세간,의령,유곡,경남,30,수요일,03,12:10:00,2011
131,0.5,29,03,16:50:00,2011,농산부산물소각,산95-45,,서,풍암,광주,29,화요일,03,15:06:00,2011
132,0.3,29,03,15:30:00,2011,쓰레기소각,산44 외 1,노래,청송,안덕,경북,29,화요일,03,13:45:00,2011
133,0.06,27,03,16:50:00,2011,기타,산65-3,,해운대,우,부산,27,일요일,03,16:17:00,2011
134,0.2,27,03,16:40:00,2011,담뱃불실화,산7,,,마산,대전,27,일요일,03,15:32:00,2011
135,0.3,27,03,13:55:00,2011,입산자실화,산13,금호,칠곡,지천,경북,27,일요일,03,12:02:00,2011
136,18,26,03,09:00:00,2011,입산자실화,산48,,강서,지사,부산,25,금요일,03,14:25:00,2011
137,0.5,24,03,17:12:00,2011,입산자실화,산157-8,발,울주,온양,울산,24,목요일,03,16:23:00,2011
138,0.5,24,03,14:42:00,2011,농산부산물소각,산12-5,임곡,보은,마로,충북,24,목요일,03,13:15:00,2011
139,0.7,24,03,14:15:00,2011,농산부산물소각,산240 외 1,풍산,화천,화천,강원,24,목요일,03,13:00:00,2011
140,0.4,23,03,16:13:00,2011,농산부산물소각,산30-2,서미,안동,풍산,경북,23,수요일,03,15:15:00,2011
141,0.02,23,03,16:25:00,2011,쓰레기소각,산8,정상,청도,운문,경북,23,수요일,03,15:13:00,2011
142,0.3,23,03,17:07:00,2011,기타,산159-6,운화,울주,온양,울산,23,수요일,03,14:25:00,2011
143,0.5,19,03,17:20:00,2011,입산자실화,산18,둔동,거창,남상,경남,19,토요일,03,15:35:00,2011
144,0.8,19,03,15:40:00,2011,입산자실화,산45-1,노티,보은,보은,충북,19,토요일,03,14:20:00,2011
145,1,19,03,16:50:00,2011,입산자실화,산264,무촌,거창,남상,경남,19,토요일,03,13:52:00,2011
146,1.5,19,03,14:15:00,2011,쓰레기소각,산4,가정,경주,현곡,경북,19,토요일,03,13:00:00,2011
147,1.5,19,03,11:50:00,2011,쓰레기소각,산8-2 외 1필,축산,영덕,축산,경북,19,토요일,03,09:30:00,2011
148,2.5,19,03,07:10:00,2011,입산자실화,산37 외 1,백일,남원,산내,전북,19,토요일,03,00:50:00,2011
149,0.1,19,03,03:20:00,2011,입산자실화,산5,음지,의성,사곡,경북,19,토요일,03,00:00:00,2011
150,1.2,19,03,08:30:00,2011,입산자실화,산4,대곡,서산,해미,충남,18,금요일,03,19:50:00,2011
151,0.7,19,03,00:05:00,2011,농산부산물소각,산19,내흥,공주,계룡,충남,18,금요일,03,18:33:00,2011
152,0.8,18,03,14:35:00,2011,건축물화재비화,산59-1,수식,봉화,물야,경북,18,금요일,03,13:35:00,2011
153,0.1,18,03,14:10:00,2011,쓰레기소각,산461,비봉,정읍,옹동,전북,18,금요일,03,12:15:00,2011
154,0.2,18,03,12:50:00,2011,입산자실화,산9-1,연봉,홍천,홍천,강원,18,금요일,03,12:00:00,2011
155,0.2,18,03,13:00:00,2011,농산부산물소각,산88,운암,영암,덕진,전남,18,금요일,03,11:38:00,2011
156,0.2,17,03,14:50:00,2011,쓰레기소각,산139-1,,서,불로,인천,17,목요일,03,13:42:00,2011
157,0.2,17,03,13:20:00,2011,농산부산물소각,산98,하태동,신안,신의,전남,17,목요일,03,11:10:00,2011
158,0.01,16,03,16:05:00,2011,담뱃불실화,산51-1,생,음성,생극,충북,16,수요일,03,15:30:00,2011
159,0.01,16,03,15:10:00,2011,입산자실화,산1,율산,보은,수한,충북,16,수요일,03,13:55:00,2011
160,0.2,16,03,14:20:00,2011,건축물화재비화,산99,대,장흥,회진,전남,16,수요일,03,13:16:00,2011
161,0.5,15,03,17:36:00,2011,건축물화재비화,산67,석탑,안동,북후,경북,15,화요일,03,16:27:00,2011
162,0.2,15,03,16:40:00,2011,담뱃불실화,산5-1,,영천,오수,경북,15,화요일,03,16:05:00,2011
163,0.1,15,03,16:50:00,2011,입산자실화,산68,수만,화순,화순,전남,15,화요일,03,16:00:00,2011
164,0.5,14,03,23:40:00,2011,입산자실화,산129,대일,달성,가창,대구,14,월요일,03,20:50:00,2011
165,0.1,14,03,21:00:00,2011,입산자실화,산80,정양,영월,영월,강원,14,월요일,03,19:40:00,2011
166,7,14,03,16:30:00,2011,농산부산물소각,산2 외 1,평,울주,언양,울산,14,월요일,03,14:30:00,2011
167,0.2,14,03,12:45:00,2011,농산부산물소각,산232-2,원달,곡성,죽곡,전남,14,월요일,03,11:00:00,2011
168,0.1,13,03,16:00:00,2011,농산부산물소각,산201-1,대도,나주,문평,전남,13,일요일,03,14:40:00,2011
169,0.01,13,03,15:35:00,2011,쓰레기소각,산288,내와,울주,두서,울산,13,일요일,03,14:35:00,2011
170,5,12,03,17:10:00,2011,농산부산물소각,산169,인금,안동,풍천,경북,12,토요일,03,15:25:00,2011
171,0.1,12,03,15:48:00,2011,입산자실화,산5,,양산,명,경남,12,토요일,03,14:38:00,2011
172,0.3,12,03,15:30:00,2011,쓰레기소각,산83,명서,충주,산척,충북,12,토요일,03,14:20:00,2011
173,0.5,12,03,15:50:00,2011,농산부산물소각,산62-2,삼방,괴산,불정,충북,12,토요일,03,14:13:00,2011
174,0.1,12,03,14:44:00,2011,입산자실화,산143,옥류,영덕,지품,경북,12,토요일,03,14:04:00,2011
175,0.6,12,03,15:30:00,2011,쓰레기소각,산5,평중,순천,승주,전남,12,토요일,03,13:10:00,2011
176,1.5,12,03,17:10:00,2011,쓰레기소각,산56,두산,김천,부항,경북,12,토요일,03,13:05:00,2011
177,2,12,03,16:00:00,2011,입산자실화,산45-1,죽전,성주,용암,경북,12,토요일,03,12:36:00,2011
178,0.1,12,03,13:05:00,2011,쓰레기소각,산25-1,삼항,청주 청원,가덕,충북,12,토요일,03,12:20:00,2011
179,0.2,12,03,13:30:00,2011,농산부산물소각,산153,태백,영암,서호,전남,12,토요일,03,12:15:00,2011
180,0.09,12,03,11:53:00,2011,쓰레기소각,산172-1,,북,가대,울산,12,토요일,03,11:15:00,2011
181,1,11,03,18:25:00,2011,쓰레기소각,산27,신천리,산청,시천,경남,11,금요일,03,15:30:00,2011
182,0.01,11,03,14:43:00,2011,쓰레기소각,산30-1,용산,음성,음성,충북,11,금요일,03,14:10:00,2011
183,0.2,11,03,14:58:00,2011,쓰레기소각,산69-39,신계,의성,옥산,경북,11,금요일,03,14:00:00,2011
184,0.4,11,03,15:00:00,2011,담뱃불실화,산2-6 외 2,성평,하동,고전,경남,11,금요일,03,14:00:00,2011
185,2.5,11,03,16:30:00,2011,농산부산물소각,산109,신서,경주,양남,경북,11,금요일,03,13:50:00,2011
186,0.3,11,03,14:20:00,2011,쓰레기소각,산76,태장,안동,서후,경북,11,금요일,03,13:45:00,2011
187,0.1,11,03,14:55:00,2011,입산자실화,산21,정금,횡성,우천,강원,11,금요일,03,13:43:00,2011
188,0.2,11,03,12:20:00,2011,농산부산물소각,산50-2,효목,옥천,청산,충북,11,금요일,03,10:45:00,2011
189,0.06,11,03,06:00:00,2011,입산자실화,산42-1,,은평,불광,서울,11,금요일,03,04:15:00,2011
190,0.2,10,03,18:35:00,2011,농산부산물소각,산40,덕곡,상주,모동,경북,10,목요일,03,17:10:00,2011
191,0.5,10,03,15:24:00,2011,농산부산물소각,산180-79 외1,장전,기장,철마,부산,10,목요일,03,14:28:00,2011
192,0.1,10,03,15:00:00,2011,쓰레기소각,산55-1,화학,옥천,안남,충북,10,목요일,03,13:59:00,2011
193,0.8,10,03,15:30:00,2011,농산부산물소각,산61-1,화산,강진,군동,전남,10,목요일,03,13:00:00,2011
194,0.06,10,03,12:20:00,2011,입산자실화,산90,,양산,주진,경남,10,목요일,03,11:55:00,2011
195,0.06,10,03,12:25:00,2011,기타,산56-2,우산,창원 마산합포,,경남,10,목요일,03,11:55:00,2011
196,0.01,09,03,18:50:00,2011,입산자실화,산197-1,내대,산청,시천,경남,09,수요일,03,17:55:00,2011
197,0.3,09,03,18:30:00,2011,건축물화재비화,산439,조교,춘천,북산,강원,09,수요일,03,17:20:00,2011
198,2,09,03,17:20:00,2011,입산자실화,산12,신기,곡성,목사동,전남,09,수요일,03,14:20:00,2011
199,2,09,03,17:50:00,2011,기타,산1-1 외 1,정양,영월,영월,강원,09,수요일,03,13:15:00,2011
200,1,09,03,13:40:00,2011,기타,산106,,북,가대,울산,09,수요일,03,12:38:00,2011
201,0.2,09,03,13:30:00,2011,입산자실화,산96,영호,해남,화원,전남,09,수요일,03,11:50:00,2011
202,0.5,07,03,15:30:00,2011,쓰레기소각,산33,유서,성주,선남,경북,07,월요일,03,14:25:00,2011
203,0.1,06,03,15:30:00,2011,쓰레기소각,산3-2,운계,의령,궁류,경남,06,일요일,03,14:25:00,2011
204,0.03,26,02,17:15:00,2011,입산자실화,산363-34,,원주,태장,강원,26,토요일,02,16:50:00,2011
205,0.1,26,02,16:10:00,2011,입산자실화,산327,백산,신안,자은,전남,26,토요일,02,14:20:00,2011
206,0.2,26,02,15:30:00,2011,농산부산물소각,산29,방축,신안,증도,전남,26,토요일,02,13:45:00,2011
207,0.05,26,02,14:00:00,2011,건축물화재비화,산30-6,평리,울주,언양,울산,26,토요일,02,13:30:00,2011
208,0.2,26,02,14:00:00,2011,농산부산물소각,산25-2,봉남,영광,영산,전남,26,토요일,02,12:46:00,2011
209,1.6,25,02,17:45:00,2011,기타,산36 외 1,부산,서산,음암,충남,25,금요일,02,15:27:00,2011
210,0.01,25,02,15:57:00,2011,농산부산물소각,산46,암전,고성,대가,경남,25,금요일,02,15:23:00,2011
211,1.5,25,02,16:59:00,2011,입산자실화,산127-1,동음,음성,음성,충북,25,금요일,02,14:15:00,2011
212,0.3,25,02,13:30:00,2011,농산부산물소각,산54,관매도,진도,조도,전남,25,금요일,02,11:45:00,2011
213,0.5,24,02,18:25:00,2011,건축물화재비화,산15,감곡,영주,부석,경북,24,목요일,02,17:08:00,2011
214,0.4,24,02,17:10:00,2011,기타,산97,,광산,오운,광주,24,목요일,02,15:29:00,2011
215,0.1,24,02,16:15:00,2011,쓰레기소각,562.0,안덕,완주,구이,전북,24,목요일,02,14:50:00,2011
216,0.2,24,02,12:40:00,2011,농산부산물소각,산278,태자,안동,도산,경북,24,목요일,02,11:50:00,2011
217,0.1,23,02,13:38:00,2011,농산부산물소각,산11-1,구계,음성,금왕,충북,23,수요일,02,12:40:00,2011
218,0.1,22,02,13:20:00,2011,농산부산물소각,산62,화산,고성,마암,경남,22,화요일,02,12:00:00,2011
219,0.05,21,02,15:10:00,2011,입산자실화,19.0,미산,파주,파평,경기,21,월요일,02,14:10:00,2011
220,0.05,19,02,18:00:00,2011,입산자실화,산2-1,고계,봉화,명호,경북,19,토요일,02,16:35:00,2011
221,0.06,13,02,14:20:00,2011,담뱃불실화,산63,부곡,창녕,부곡,경남,13,일요일,02,13:57:00,2011
222,0.01,13,02,13:30:00,2011,입산자실화,산157,사정,산청,신등,경남,13,일요일,02,13:00:00,2011
223,0.3,12,02,08:20:00,2011,입산자실화,산26,귀래,원주,귀래,강원,12,토요일,02,07:30:00,2011
224,0.3,11,02,20:20:00,2011,입산자실화,산5,물걸,홍천,내촌,강원,11,금요일,02,17:50:00,2011
225,0.1,07,02,13:55:00,2011,농산부산물소각,산58,학리,합천,삼가,경남,07,월요일,02,13:00:00,2011
226,0.1,06,02,14:40:00,2011,쓰레기소각,산101,신암,울주,서생,울산,06,일요일,02,13:50:00,2011
227,0.6,06,02,09:30:00,2011,입산자실화,산148-1,호곡,곡성,고달,전남,06,일요일,02,06:00:00,2011
228,0.01,05,02,18:20:00,2011,쓰레기소각,산34-3,자매,진주,수곡,경남,05,토요일,02,17:35:00,2011
229,0.1,05,02,14:30:00,2011,쓰레기소각,산26,마산,의령,지정,경남,05,토요일,02,13:40:00,2011
230,0.01,05,02,13:30:00,2011,기타,산112,대전,청송,부남,경북,05,토요일,02,12:55:00,2011
231,0.7,05,02,09:10:00,2011,입산자실화,산149,두곡,하동,하동,경남,05,토요일,02,05:40:00,2011
232,0.1,04,02,15:28:00,2011,농산부산물소각,산143,매곡,의성,사곡,경북,04,금요일,02,14:25:00,2011
233,1,04,02,07:30:00,2011,입산자실화,산113,마곡,사천,곤명,경남,04,금요일,02,05:40:00,2011
234,0.1,04,02,04:50:00,2011,기타,산4-7,,유성,학하,대전,04,금요일,02,03:30:00,2011
235,0.3,03,02,14:40:00,2011,입산자실화,산111 외 2,,해운대,반여,부산,03,목요일,02,13:35:00,2011
