,피해면적합계,진화종료 일,진화종료 월,진화종료 일시,진화종료 연도,발생원인,발생장소_지번,발생장소_동리,발생장소_시군구,발생장소_읍면,발생장소_시도,발생일,발생요일,발생월,발생시간,발생연도
8375,0.5,24,03,14:40:00,2020,입산자실화,산12-1,우금,포천,가산,경기,24,화요일,03,13:26:00,2020
8376,0.05,24,03,14:00:00,2020,기타,636.0,괘랑,화성,정남,경기,24,화요일,03,12:55:00,2020
8377,0.5,24,03,16:30:00,2020,담뱃불실화,산267,모정,진안,청천,전북,24,화요일,03,12:33:00,2020
8378,0.05,24,03,13:30:00,2020,기타,산1143-2,광평,안동,서후,경북,24,화요일,03,12:23:00,2020
8379,0.02,24,03,09:15:00,2020,쓰레기소각,산9-1,노달,영양,입암,경북,24,화요일,03,08:19:00,2020
8380,0.05,24,03,02:10:00,2020,입산자실화,산7,문대,산청,신안,경남,23,월요일,03,23:22:00,2020
8381,0.4,23,03,22:45:00,2020,농산부산물소각,산6,신곡,구미,도개,경북,23,월요일,03,20:05:00,2020
8382,0.01,23,03,18:00:00,2020,입산자실화,산79,망곡,창원,진북,경남,23,월요일,03,17:21:00,2020
8383,0.07,23,03,17:50:00,2020,입산자실화,산7-6,동천,경주,,경북,23,월요일,03,16:53:00,2020
8384,0.3,23,03,19:25:00,2020,쓰레기소각,산1-1,월평,담양,월산,전남,23,월요일,03,14:27:00,2020
8385,0.16,23,03,14:20:00,2020,입산자실화,179.0,덕성,용인,처인,경기,23,월요일,03,13:28:00,2020
8386,0.01,23,03,14:20:00,2020,기타,산29-21,용천,양평,옥천,경기,23,월요일,03,13:16:00,2020
8387,1,23,03,18:00:00,2020,입산자실화,산70,단석,양평,양동,경기,23,월요일,03,13:14:00,2020
8388,17,23,03,21:00:00,2020,쓰레기소각,산3,전읍,울주,두서,울산,23,월요일,03,13:09:00,2020
8389,0.01,23,03,14:00:00,2020,건축물화재비화,64.0,신정,임실,임실,전북,23,월요일,03,12:25:00,2020
8390,0.06,23,03,12:45:00,2020,담뱃불실화,산72-1,염미리,광주,곤지암,경기,23,월요일,03,11:12:00,2020
8391,0.01,23,03,03:30:00,2020,입산자실화,산92-1,대연,남,,부산,23,월요일,03,02:01:00,2020
8392,0.3,22,03,21:00:00,2020,담뱃불실화,산14-1,현방,이천,백사,경기,22,일요일,03,19:20:00,2020
8393,0.01,22,03,17:40:00,2020,쓰레기소각,산87-1,양지,금산,금산,충남,22,일요일,03,16:17:00,2020
8394,0.3,22,03,16:30:00,2020,기타,산48-1,용미,파주,광탄,경기,22,일요일,03,15:18:00,2020
8395,0.02,22,03,15:20:00,2020,쓰레기소각,산2-1,백석,서,,인천,22,일요일,03,14:37:00,2020
8396,0.2,22,03,17:00:00,2020,건축물화재비화,산104,걸산,동두천,,경기,22,일요일,03,14:05:00,2020
8397,18.3,22,03,19:50:00,2020,농산부산물소각,산46-1,어담,안동,풍천,경북,22,일요일,03,13:14:00,2020
8398,0.1,22,03,13:40:00,2020,담뱃불실화,103-1,남양,화성,남양,경기,22,일요일,03,12:51:00,2020
8399,0.5,22,03,17:30:00,2020,담뱃불실화,산103-3,동곡,정읍,산외,전북,22,일요일,03,12:30:00,2020
8400,0.1,22,03,13:40:00,2020,쓰레기소각,산166,석현,봉화,춘양,경북,22,일요일,03,12:10:00,2020
8401,0.04,22,03,13:00:00,2020,쓰레기소각,산18-4,가야,여주,강천,경기,22,일요일,03,11:38:00,2020
8402,0.05,21,03,18:20:00,2020,입산자실화,175-8,옥현,당진,고대,충남,21,토요일,03,16:36:00,2020
8403,0.11,21,03,17:55:00,2020,입산자실화,산480,사정,포천,관인,경기,21,토요일,03,16:03:00,2020
8404,0.05,21,03,16:00:00,2020,기타,산71,삼거,횡성,갑천,강원,21,토요일,03,15:36:00,2020
8405,0.1,21,03,16:30:00,2020,입산자실화,산1040-2,덕현,울주,상북,울산,21,토요일,03,14:08:00,2020
8406,0.01,21,03,14:00:00,2020,기타,산132-3,연수,양평,용문,경기,21,토요일,03,13:24:00,2020
8407,0.1,21,03,16:30:00,2020,쓰레기소각,산8-1,소내,안성,대덕,경기,21,토요일,03,13:00:00,2020
8408,0.05,21,03,15:08:00,2020,건축물화재비화,산12,회산,단양,단성,충북,21,토요일,03,12:54:00,2020
8409,0.03,21,03,13:05:00,2020,기타,산100,오림,여수,,전남,21,토요일,03,12:17:00,2020
8410,0.17,21,03,14:00:00,2020,쓰레기소각,산4-11,퇴계원,남양주,퇴계읍,경기,21,토요일,03,12:12:00,2020
8411,0.2,21,03,13:30:00,2020,건축물화재비화,산32-1,상소,동,,대전,21,토요일,03,12:06:00,2020
8412,0.1,21,03,14:21:00,2020,쓰레기소각,산124-1,노류,상주,내서,경북,21,토요일,03,12:05:00,2020
8413,0.03,21,03,11:20:00,2020,입산자실화,산30-1,하산,달성,하빈,대구,21,토요일,03,10:28:00,2020
8414,0.2,21,03,11:30:00,2020,입산자실화,산9,신평,고창,신림,전북,20,금요일,03,23:46:00,2020
8415,0.01,20,03,22:18:00,2020,입산자실화,산26-5,합성,창원,,경남,20,금요일,03,21:52:00,2020
8416,0.01,20,03,20:20:00,2020,농산부산물소각,산322-9,지북,순창,적성,전북,20,금요일,03,19:02:00,2020
8417,0.1,20,03,19:30:00,2020,건축물화재비화,산2-10,쌍신,공주,,충남,20,금요일,03,18:00:00,2020
8418,0.02,20,03,17:30:00,2020,기타,산73-1,봉암,파주,파주,경기,20,금요일,03,16:55:00,2020
8419,0.05,20,03,16:53:00,2020,입산자실화,산438,오봉,김천,남,경북,20,금요일,03,15:58:00,2020
8420,0.1,20,03,16:58:00,2020,입산자실화,산33-1,시곡,당진,,충남,20,금요일,03,15:02:00,2020
8421,0.2,20,03,16:45:00,2020,기타,산995-4,시곡,당진,,충남,20,금요일,03,14:50:00,2020
8422,4,20,03,16:25:00,2020,쓰레기소각,산72,고능,강화,불은,인천,20,금요일,03,14:40:00,2020
8423,0.07,20,03,13:50:00,2020,입산자실화,산27,송암,청양,목천,충남,20,금요일,03,12:32:00,2020
8424,0.02,20,03,10:51:00,2020,건축물화재비화,산131,동원,영주,단산,경북,20,금요일,03,09:59:00,2020
8425,0.01,19,03,22:30:00,2020,담뱃불실화,산65-1,궁항,하동,옥종,경남,19,목요일,03,19:49:00,2020
8426,0.5,19,03,22:15:00,2020,담뱃불실화,산24-3,신원,청도,운문,경북,19,목요일,03,18:10:00,2020
8427,0.5,19,03,20:30:00,2020,담뱃불실화,산56,송산,나주,문평,전남,19,목요일,03,16:31:00,2020
8428,0.02,19,03,19:00:00,2020,기타,산66-1,전대,하동,횡천,경남,19,목요일,03,16:30:00,2020
8429,0.1,19,03,17:38:00,2020,담뱃불실화,산134-1,용당,고흥,두원,전남,19,목요일,03,15:20:00,2020
8430,0.16,19,03,15:58:00,2020,담뱃불실화,산42-8,장지,광주,,경기,19,목요일,03,15:19:00,2020
8431,0.3,19,03,20:00:00,2020,기타,산94-1,봉산,보성,웅치,전남,19,목요일,03,15:17:00,2020
8432,0.2,19,03,18:30:00,2020,입산자실화,산92-1,삼천,전주,완산,전북,19,목요일,03,14:45:00,2020
8433,1,19,03,17:36:00,2020,입산자실화,산140-3,교문,구리,,경기,19,목요일,03,14:20:00,2020
8434,200,20,03,18:00:00,2020,입산자실화,산144,대복,울주,웅촌,울산,19,목요일,03,13:51:00,2020
8435,0.2,19,03,14:50:00,2020,쓰레기소각,산21,마전,의성,안평,경북,19,목요일,03,13:16:00,2020
8436,2.2,19,03,14:26:00,2020,기타,577-41,판대,원주,지정,강원,19,목요일,03,12:38:00,2020
8437,0.06,19,03,13:20:00,2020,담뱃불실화,208-1,상동,예천,예천,경북,19,목요일,03,12:13:00,2020
8438,0.5,19,03,14:20:00,2020,입산자실화,산132-2,안인,밀양,상동,경남,19,목요일,03,11:05:00,2020
8439,0.01,19,03,10:38:00,2020,담뱃불실화,산28,오향,광주,곤지암,경기,19,목요일,03,10:20:00,2020
8440,0.09,19,03,11:30:00,2020,입산자실화,산39-4,서재,달성,다시,대구,19,목요일,03,09:34:00,2020
8441,0.7,19,03,10:30:00,2020,기타,산19-10,대안,원주,흥업,강원,19,목요일,03,07:11:00,2020
8442,0.06,19,03,05:20:00,2020,입산자실화,산121,상계,노원,,서울,19,목요일,03,03:30:00,2020
8443,0.8,18,03,19:50:00,2020,쓰레기소각,산21,오룡,나주,문평,전남,18,수요일,03,17:04:00,2020
8444,0.03,18,03,17:03:00,2020,담뱃불실화,산21,아동,파주,,경기,18,수요일,03,16:02:00,2020
8445,0.01,18,03,13:29:00,2020,입산자실화,산229-8,도원,달서,,대구,18,수요일,03,13:16:00,2020
8446,0.02,18,03,16:00:00,2020,건축물화재비화,산47-1,운수,하동,화개,경남,18,수요일,03,13:07:00,2020
8447,0.05,18,03,16:30:00,2020,입산자실화,산47,송천,장수,장수,전북,18,수요일,03,13:05:00,2020
8448,0.03,18,03,14:30:00,2020,농산부산물소각,산51,월천,함평,손불,전남,18,수요일,03,13:00:00,2020
8449,0.1,18,03,14:30:00,2020,입산자실화,산51,수곡,아산,송악,충남,18,수요일,03,12:45:00,2020
8450,0.03,18,03,12:26:00,2020,건축물화재비화,산6-4,장기,안동,북후,경북,18,수요일,03,11:06:00,2020
8451,0.15,17,03,16:14:00,2020,담뱃불실화,산13-3,내각,남양주,진접,경기,17,화요일,03,14:51:00,2020
8452,0.01,17,03,13:45:00,2020,담뱃불실화,산77-4,안금,합천,대양,경남,17,화요일,03,12:55:00,2020
8453,0.1,17,03,13:44:00,2020,쓰레기소각,산264-1,덕선,기장,장안,부산,17,화요일,03,12:54:00,2020
8454,0.03,17,03,12:59:00,2020,입산자실화,산102,다산,경주,강동,경북,17,화요일,03,12:11:00,2020
8455,0.08,16,03,15:40:00,2020,기타,산103-1,삼성,양평,용문,경기,16,월요일,03,14:47:00,2020
8456,0.08,16,03,15:52:00,2020,입산자실화,산53,신안,조치원,,세종,16,월요일,03,14:16:00,2020
8457,0.06,16,03,11:00:00,2020,담뱃불실화,산16-1,안양,안양,만안,경기,16,월요일,03,08:30:00,2020
8458,0.1,16,03,03:40:00,2020,기타,산25-2,유교,무안,삼향,전남,15,일요일,03,23:40:00,2020
8459,0.5,15,03,20:10:00,2020,농산부산물소각,산46-1,가율,안성,보개,경기,15,일요일,03,18:00:00,2020
8460,0.03,15,03,17:03:00,2020,건축물화재비화,산65,천홍,,성거,충남,15,일요일,03,16:32:00,2020
8461,0.9,15,03,17:17:00,2020,농산부산물소각,산17,상호,여주,금사,경기,15,일요일,03,16:19:00,2020
8462,0.2,15,03,17:05:00,2020,기타,산82,용산,청도,대전,경북,15,일요일,03,15:15:00,2020
8463,6,15,03,20:32:00,2020,입산자실화,산29-6,옥련,연수,,인천,15,일요일,03,14:55:00,2020
8464,0.04,15,03,15:45:00,2020,입산자실화,산215-1,대전,강릉,,강원,15,일요일,03,14:52:00,2020
8465,0.06,15,03,15:32:00,2020,기타,산51,동막,홍천,서,강원,15,일요일,03,14:29:00,2020
8466,0.03,15,03,14:40:00,2020,건축물화재비화,산52-1,가학,광명,,경기,15,일요일,03,14:00:00,2020
8467,0.1,15,03,15:30:00,2020,입산자실화,산93,해월,완주,소양,전북,15,일요일,03,14:00:00,2020
8468,0.1,15,03,14:50:00,2020,건축물화재비화,산79,추동,포천,창수,경기,15,일요일,03,13:13:00,2020
8469,0.01,14,03,18:35:00,2020,입산자실화,산104,성안,중,,울산,14,토요일,03,17:36:00,2020
8470,0.03,14,03,18:03:00,2020,입산자실화,산1,동내,동,,대구,14,토요일,03,15:53:00,2020
8471,0.04,14,03,17:00:00,2020,입산자실화,산142-1,삼성,양평,용문,경기,14,토요일,03,15:09:00,2020
8472,0.2,14,03,16:15:00,2020,농산부산물소각,산30-3,대사,의성,인평,경북,14,토요일,03,15:02:00,2020
8473,0.03,14,03,15:30:00,2020,입산자실화,1357-8,거모,시흥,,경기,14,토요일,03,15:01:00,2020
8474,0.1,14,03,15:50:00,2020,기타,산93,기족,고령,성산,경북,14,토요일,03,13:10:00,2020
8475,0.08,14,03,13:28:00,2020,쓰레기소각,산97,운서,함양,휴천,경남,14,토요일,03,12:14:00,2020
8476,0.03,14,03,12:15:00,2020,쓰레기소각,5-1,평정,공주,정안,충남,14,토요일,03,12:01:00,2020
8477,0.02,14,03,12:53:00,2020,농산부산물소각,산12-1,노곡,장수,장수,전북,14,토요일,03,11:50:00,2020
8478,0.2,12,03,16:20:00,2020,농산부산물소각,산137-1,해창,진도,진도,전남,12,목요일,03,13:40:00,2020
8479,0.03,12,03,14:45:00,2020,쓰레기소각,73-1,호곡,화성,우정,경기,12,목요일,03,13:40:00,2020
8480,0.03,12,03,13:21:00,2020,입산자실화,산22-1,석포,당진,송악,충남,12,목요일,03,12:46:00,2020
8481,0.03,12,03,13:00:00,2020,농산부산물소각,산8,정생,중,,대전,12,목요일,03,12:31:00,2020
8482,0.01,09,03,18:00:00,2020,쓰레기소각,산139-2,북가현,안성,보개,경기,09,월요일,03,16:58:00,2020
8483,0.01,09,03,16:05:00,2020,입산자실화,246-52,서패,파주,,경기,09,월요일,03,14:58:00,2020
8484,0.1,09,03,15:30:00,2020,농산부산물소각,산65외 1필,팔아,남양주,진접,경기,09,월요일,03,13:51:00,2020
8485,0.1,08,03,18:10:00,2020,기타,산264,원창,춘천,동산,강원,08,일요일,03,16:05:00,2020
8486,0.01,08,03,16:25:00,2020,쓰레기소각,산18,명,안동,서후,경북,08,일요일,03,15:34:00,2020
8487,0.09,08,03,16:00:00,2020,쓰레기소각,384-10,정배,양평,서종,경기,08,일요일,03,15:17:00,2020
8488,0.1,08,03,15:29:00,2020,쓰레기소각,129-4,계실,공주,사곡,충남,08,일요일,03,14:59:00,2020
8489,0.7,08,03,16:03:00,2020,쓰레기소각,산30,원천,화천,하남,강원,08,일요일,03,14:12:00,2020
8490,0.05,08,03,18:00:00,2020,입산자실화,산77,풍천,홍천,화촌,강원,08,일요일,03,13:30:00,2020
8491,0.15,07,03,16:16:00,2020,쓰레기소각,산17-4,송능,남양주,진건,경기,07,토요일,03,15:26:00,2020
8492,0.02,07,03,15:00:00,2020,농산부산물소각,산119-4,원흥,고양,덕양,경기,07,토요일,03,14:37:00,2020
8493,0.14,07,03,14:36:00,2020,입산자실화,964-2,송마,김포,대곶,경기,07,토요일,03,13:31:00,2020
8494,0.01,06,03,17:55:00,2020,입산자실화,산36-13,상개,남,,울산,06,금요일,03,17:39:00,2020
8495,0.01,06,03,17:10:00,2020,농산부산물소각,산62-2,안노,영암,금정,전남,06,금요일,03,16:00:00,2020
8496,0.01,06,03,15:35:00,2020,쓰레기소각,산113,매정,영덕,영덕,경북,06,금요일,03,14:34:00,2020
8497,0.66,06,03,15:43:00,2020,기타,산23,양촌리,창원 마산합포,,경남,06,금요일,03,14:00:00,2020
8498,0.2,06,03,14:50:00,2020,담뱃불실화,산70-11,월포,이천,율,경기,06,금요일,03,13:48:00,2020
8499,0.02,06,03,14:20:00,2020,기타,산89-5,고상,안동,남후,경북,06,금요일,03,13:08:00,2020
8500,0.06,05,03,23:30:00,2020,입산자실화,산120-1,용계,달성,가창,대구,05,목요일,03,20:19:00,2020
8501,0.01,05,03,20:10:00,2020,입산자실화,산28-3,현방,이천,백사,경기,05,목요일,03,18:43:00,2020
8502,0.03,05,03,16:15:00,2020,건축물화재비화,산11-1,증동,양평,양서,경기,05,목요일,03,15:09:00,2020
8503,1.5,05,03,16:00:00,2020,농산부산물소각,산31-2,본포,예천,호명,경북,05,목요일,03,13:31:00,2020
8504,0.07,04,03,22:30:00,2020,입산자실화,산85-9,용계,달성,가창,대구,04,수요일,03,19:51:00,2020
8505,0.15,04,03,17:30:00,2020,입산자실화,산152,삼거,강화,하점,인천,04,수요일,03,16:41:00,2020
8506,0.07,04,03,15:50:00,2020,담뱃불실화,산23-2,눌노,파주,파평,경기,04,수요일,03,14:35:00,2020
8507,0.2,04,03,15:50:00,2020,건축물화재비화,산24-1,달전,금남,,세종,04,수요일,03,13:55:00,2020
8508,0.01,03,03,15:40:00,2020,입산자실화,산138-12,구천,거제,동부,경남,03,화요일,03,15:03:00,2020
8509,0.01,24,02,16:02:00,2020,기타,450.0,철산,광명,,경기,24,월요일,02,15:52:00,2020
8510,0.01,24,02,15:40:00,2020,입산자실화,산42-1,영장,파주,광탄,경기,24,월요일,02,14:42:00,2020
8511,0.1,24,02,15:15:00,2020,농산부산물소각,산144,산수,춘천,남산,강원,24,월요일,02,12:58:00,2020
8512,0.1,23,02,13:40:00,2020,건축물화재비화,산106-1,서천,봉화,소천,경북,23,일요일,02,10:28:00,2020
8513,0.02,21,02,16:00:00,2020,담뱃불실화,산47,퇴촌,창원,의창,경남,21,금요일,02,12:44:00,2020
8514,0.01,20,02,19:00:00,2020,쓰레기소각,산36-1,월전,영동,용화,충북,20,목요일,02,16:12:00,2020
8515,0.05,20,02,15:35:00,2020,농산부산물소각,산155,가천,울주,삼남,울산,20,목요일,02,14:50:00,2020
8516,0.01,19,02,20:30:00,2020,기타,산8-9,진평,구미,,경북,19,수요일,02,19:27:00,2020
8517,0.04,15,02,14:28:00,2020,입산자실화,산40-2,홍안,포항,홍해,경북,15,토요일,02,13:37:00,2020
8518,0.04,15,02,13:40:00,2020,입산자실화,53-1,백일,남원,산내,전북,15,토요일,02,12:40:00,2020
8519,0.15,11,02,23:46:00,2020,기타,산37,지호,군위,의흥,경북,11,화요일,02,22:37:00,2020
8520,0.06,11,02,17:45:00,2020,농산부산물소각,산14,도곡,여주,금사,경기,11,화요일,02,16:47:00,2020
8521,0.2,11,02,17:17:00,2020,기타,산26,광암,동두천,,경기,11,화요일,02,14:52:00,2020
8522,0.05,11,02,15:40:00,2020,입산자실화,22-7,읍내,논산,노성,충남,11,화요일,02,14:46:00,2020
8523,0.03,11,02,14:25:00,2020,입산자실화,718-8,송촌,파주,,경기,11,화요일,02,13:08:00,2020
8524,0.08,11,02,14:30:00,2020,담뱃불실화,산22-1,운산,안동,일직,경북,11,화요일,02,11:34:00,2020
8525,0.1,10,02,22:45:00,2020,입산자실화,산98-9,산곡,부평,,인천,10,월요일,02,21:43:00,2020
8526,0.01,10,02,13:00:00,2020,농산부산물소각,723-1,사리,평택,서탄,경기,10,월요일,02,12:04:00,2020
8527,0.06,10,02,12:19:00,2020,건축물화재비화,산51,신계,,목천,충남,10,월요일,02,10:35:00,2020
8528,0.03,09,02,23:45:00,2020,입산자실화,산2-1,송단,논산,노성,충남,09,일요일,02,23:10:00,2020
8529,0.01,09,02,22:05:00,2020,담뱃불실화,산141,상대원,성남,중원,경기,09,일요일,02,21:23:00,2020
8530,0.03,09,02,22:24:00,2020,입산자실화,산385,오리,달성,가창,대구,09,일요일,02,21:10:00,2020
8531,0.01,09,02,22:13:00,2020,건축물화재비화,산83,신성,청송,인덕,경북,09,일요일,02,20:55:00,2020
8532,0.4,09,02,20:04:00,2020,담뱃불실화,산3,황둔,원주,신림,강원,09,일요일,02,18:48:00,2020
8533,0.03,09,02,16:45:00,2020,건축물화재비화,산109,하곡,진주,이반성,경남,09,일요일,02,15:48:00,2020
8534,0.05,09,02,18:00:00,2020,입산자실화,산109,대치,완주,비봉,전북,09,일요일,02,15:30:00,2020
8535,0.01,09,02,14:30:00,2020,기타,산58,쌍암,보은,회인,충북,09,일요일,02,13:00:00,2020
8536,0.01,08,02,18:30:00,2020,농산부산물소각,산166,하정,산청,신안,경남,08,토요일,02,17:50:00,2020
8537,0.03,08,02,13:10:00,2020,입산자실화,산19,오금,파주,탄현,경기,08,토요일,02,12:25:00,2020
8538,0.01,08,02,13:00:00,2020,기타,39-8,봉암,파주,파주,경기,08,토요일,02,12:11:00,2020
8539,0.03,08,02,12:22:00,2020,쓰레기소각,산287,홍제,강릉,,강원,08,토요일,02,12:02:00,2020
8540,0.03,08,02,07:54:00,2020,쓰레기소각,산144-42,백양,춘천,남산,강원,08,토요일,02,07:05:00,2020
8541,0.01,06,02,16:29:00,2020,담뱃불실화,산71-3,금평,통영,사량,경남,06,목요일,02,15:32:00,2020
8542,0.09,05,02,16:05:00,2020,건축물화재비화,산3-18,사곡,여주,점동,경기,05,수요일,02,14:31:00,2020
8543,0.2,04,02,17:10:00,2020,농산부산물소각,산251-1,농상,완도,고금,전남,04,화요일,02,15:28:00,2020
8544,0.2,04,02,14:50:00,2020,건축물화재비화,463-1,운학,용인,처인,경기,04,화요일,02,13:34:00,2020
8545,0.05,04,02,15:00:00,2020,쓰레기소각,산57,고창,익산,웅포,전북,04,화요일,02,12:10:00,2020
8546,0.06,04,02,12:00:00,2020,담뱃불실화,산6,난실,안성,양성,경기,04,화요일,02,11:16:00,2020
8547,0.1,02,02,21:50:00,2020,입산자실화,산22-1,석천,충주,산척,충북,02,일요일,02,18:48:00,2020
8548,0.02,01,02,19:03:00,2020,기타,산544,갈산,봉화,재산,경북,01,토요일,02,18:14:00,2020
8549,0.1,01,02,16:53:00,2020,기타,산60-3,개단,봉화,물야,경북,01,토요일,02,15:23:00,2020
8550,0.03,01,02,15:10:00,2020,기타,527.0,방산,시흥,,경기,01,토요일,02,14:25:00,2020
8551,0.01,31,01,15:00:00,2020,기타,산28,풍암,홍천,서석,강원,31,금요일,01,13:20:00,2020
8552,0.03,31,01,12:12:00,2020,쓰레기소각,999-10,교로,당진,석문,충남,31,금요일,01,11:11:00,2020
8553,0.03,30,01,14:28:00,2020,기타,산59-29,감일,하남,,경기,30,목요일,01,13:33:00,2020
8554,0.07,29,01,14:40:00,2020,입산자실화,422-16,석포,화성,장안,경기,29,수요일,01,13:46:00,2020
8555,0.02,27,01,14:30:00,2020,담뱃불실화,242-5,문봉,고양,일산동,경기,27,월요일,01,14:00:00,2020
8556,0.06,27,01,12:20:00,2020,기타,산5,인곡,문경,동로,경북,27,월요일,01,11:15:00,2020
8557,0.16,27,01,10:45:00,2020,쓰레기소각,산3-71,소유,여주,금사,경기,27,월요일,01,08:30:00,2020
8558,0.7,27,01,02:00:00,2020,입산자실화,산2-8,하신,공주,반포,충남,26,일요일,01,20:48:00,2020
8559,0.01,26,01,14:55:00,2020,담뱃불실화,산14-3,고모,포천,소흘,경기,26,일요일,01,14:28:00,2020
8560,0.05,24,01,16:10:00,2020,입산자실화,산11,현매,안성,서운,경기,24,금요일,01,15:30:00,2020
8561,0.15,24,01,15:00:00,2020,담뱃불실화,산104,,동두천,탑,경기,24,금요일,01,13:18:00,2020
8562,0.1,23,01,13:54:00,2020,기타,산154,하궁,횡성,우천,강원,23,목요일,01,12:58:00,2020
8563,0.01,22,01,17:40:00,2020,기타,240.0,봉서,파주,파주,경기,22,수요일,01,16:56:00,2020
8564,0.01,22,01,16:10:00,2020,건축물화재비화,산64,북곡,봉화,명호,경북,22,수요일,01,14:16:00,2020
8565,0.01,21,01,14:46:00,2020,입산자실화,산106,고례,밀양,단장,경남,21,화요일,01,13:20:00,2020
8566,0.05,21,01,13:20:00,2020,기타,산27-1,삼성당,포천,신북,경기,21,화요일,01,12:22:00,2020
8567,0.03,18,01,17:30:00,2020,건축물화재비화,산28-26,용암,양주,은현,경기,18,토요일,01,16:29:00,2020
8568,0.05,18,01,17:30:00,2020,입산자실화,산85-7,무녀도,군산,옥도,전북,18,토요일,01,14:53:00,2020
8569,0.01,18,01,14:10:00,2020,기타,산125,주원,포천,,경기,18,토요일,01,13:01:00,2020
8570,0.17,18,01,12:45:00,2020,농산부산물소각,산116-1,삼성,강화,불은,인천,18,토요일,01,11:36:00,2020
8571,0.05,18,01,11:40:00,2020,쓰레기소각,산106,관산,완도,약산,전남,18,토요일,01,10:45:00,2020
8572,0.02,15,01,14:30:00,2020,기타,산24-13,월,양양,양양,강원,15,수요일,01,13:46:00,2020
8573,0.03,14,01,20:50:00,2020,담뱃불실화,252.0,정자,성남,분당,경기,14,화요일,01,19:59:00,2020
8574,0.05,05,01,21:25:00,2020,입산자실화,산243-5,호명,여수,,전남,05,일요일,01,18:10:00,2020
8575,0.5,04,01,17:35:00,2020,기타,"산96, 산118-2",성진,해남,계곡,전남,04,토요일,01,15:05:00,2020
8576,0.04,04,01,15:40:00,2020,입산자실화,산139,덕천,정선,신동,강원,04,토요일,01,14:49:00,2020
8577,7,05,01,17:10:00,2020,담뱃불실화,산30-1 외 7필지,발산,춘천,신북,강원,04,토요일,01,13:54:00,2020
8578,0.7,03,01,16:00:00,2020,입산자실화,산35-1,오월,춘천,서,강원,03,금요일,01,12:22:00,2020
8579,0.02,01,01,13:35:00,2020,쓰레기소각,산463-3,위촌,강릉,성산,강원,01,수요일,01,13:00:00,2020
8580,0.01,31,12,16:00:00,2020,기타,산10-3,옥천,양평,옥천,경기,31,목요일,12,13:08:00,2020
8581,0.06,31,12,00:50:00,2020,담뱃불실화,산18-1,내방,남양주,수동,경기,30,수요일,12,22:29:00,2020
8582,0.03,28,12,17:15:00,2020,건축물화재비화,산117,대양,금산,남이,충남,28,월요일,12,15:37:00,2020
8583,0.03,27,12,06:30:00,2020,담뱃불실화,901-13,도곡,평택,포송,경기,27,일요일,12,04:50:00,2020
8584,0.05,26,12,18:10:00,2020,기타,산82,대신,화순,춘양,전남,26,토요일,12,15:17:00,2020
8585,0.3,25,12,18:20:00,2020,입산자실화,산131-1,영흥,영월,영월,강원,25,금요일,12,16:22:00,2020
8586,0.05,25,12,18:00:00,2020,기타,산7-1,관성,,,충남,25,금요일,12,14:00:00,2020
8587,0.01,24,12,22:25:00,2020,담뱃불실화,산67-1,차산,남양주,화도,경기,24,목요일,12,22:07:00,2020
8588,0.05,24,12,22:48:00,2020,담뱃불실화,산9-14,봉현,광주,곤지암,경기,24,목요일,12,21:47:00,2020
8589,3,25,12,09:50:00,2020,기타,산62-4,옥산,경주,안강,경북,24,목요일,12,17:29:00,2020
8590,0.05,24,12,17:20:00,2020,건축물화재비화,산129,자락,의성,비안,경북,24,목요일,12,15:59:00,2020
8591,0.01,24,12,16:30:00,2020,입산자실화,산164,장림,사하,,부산,24,목요일,12,15:57:00,2020
8592,0.06,24,12,15:37:00,2020,담뱃불실화,산111,양오,강화,송해,인천,24,목요일,12,14:50:00,2020
8593,0.06,23,12,19:20:00,2020,입산자실화,산101-1,비산,안양,동안,경기,23,수요일,12,17:14:00,2020
8594,0.08,20,12,14:00:00,2020,쓰레기소각,산11,나사,울주,서생,울산,20,일요일,12,11:57:00,2020
8595,0.01,19,12,21:00:00,2020,입산자실화,산101-1,어치,순창,동계,전북,19,토요일,12,18:08:00,2020
8596,0.15,19,12,15:40:00,2020,건축물화재비화,산29-1,성덕,양평,강하,경기,19,토요일,12,13:45:00,2020
8597,0.01,19,12,14:25:00,2020,농산부산물소각,산2-118,인창,구리,,경기,19,토요일,12,13:15:00,2020
8598,0.03,18,12,17:20:00,2020,입산자실화,산88,회원,창원 마산회원,,경남,18,금요일,12,15:43:00,2020
8599,0.01,18,12,18:00:00,2020,담뱃불실화,산66-10,감천,사하,,부산,18,금요일,12,14:20:00,2020
8600,0.04,17,12,22:00:00,2020,입산자실화,산35,소양,보령,청라,충남,17,목요일,12,20:30:00,2020
8601,0.5,18,12,02:20:00,2020,기타,산31-1,읍남,울진,울진,경북,17,목요일,12,19:41:00,2020
8602,0.1,16,12,18:10:00,2020,입산자실화,산73-3,용강,경주,,경북,16,수요일,12,16:42:00,2020
8603,0.1,16,12,16:31:00,2020,기타,산40-3,모아,경주,천북,경북,16,수요일,12,14:45:00,2020
8604,0.12,15,12,16:55:00,2020,기타,산46-2,문덕,포항,남구,경북,15,화요일,12,15:35:00,2020
8605,0.5,15,12,17:20:00,2020,쓰레기소각,산179-1,심정,울주,청량,울산,15,화요일,12,15:17:00,2020
8606,0.51,14,12,22:00:00,2020,건축물화재비화,산254,덕곡,창녕,도천,경남,14,월요일,12,15:40:00,2020
