ID,화재발생일자,화재발생시간,화재발생_연도,화재발생_월,화재발생_일,요일,화재발생시간대,시도명,시군구명,읍면동명,발화지점,날씨,온도,습도,시간단위풍속,특보내용,발화종합,발화원인,발화요인대분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간	,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
403,2018-06-22,14:41:00,2018,6,22,4,12~15,강원도,양구군,남면,산정상,맑음,32,10,180,,인간의 부주의,담뱃불,부주의,20180622,144154,춘천소방서,양구119안전센터,남면119지역대,20180622,144936,20180622,151832,2856,60,20,10.0,20180623,13738,109,20180623,170138,14306,12,0,0,0.05
404,2018-06-22,22:21:00,2018,6,22,4,21~24,강원도,인제군,남면,산정상,구름조금,21,61,225,,인간의 부주의,입산자실화,부주의,20180622,222133,인제소방서,인제119안전센터,,20180622,222338,20180623,706,4328,23,0,25.0,20180623,120819,42,20180623,1000,254,12,0,0,0.01
405,2018-06-23,14:19:00,2018,6,23,5,12~15,강원도,춘천시,북산면,산중턱,맑음,29,41,225,,인간의 부주의,담뱃불,부주의,20180623,141933,춘천소방서,신북119안전센터,,20180623,141933,20180623,144938,3005,27,23,11.0,20180623,43050,61,20180623,173050,24112,11,0,64,0.01
406,2018-06-24,16:38:00,2018,6,24,6,15~18,강원도,홍천군,북방면,산정상,맑음,33,30,225,,인간의 부주의,담뱃불,부주의,20180624,163834,홍천소방서,홍천119안전센터,북방119지역대,20180624,164433,20180624,164551,118,8,8,3.0,20180624,70249,138,20180624,201620,33029,17,0,0,1.0
407,2018-06-24,18:18:00,2018,6,24,6,18~21,강원도,홍천군,내촌면,산정상,맑음,31,35,225,,미상,미상,미상,20180624,181843,홍천소방서,서석119안전센터,내촌119지역대,20180624,185310,20180624,191626,2316,26,29,8.0,20180624,81728,79,20180624,201728,10102,12,0,0,0.25
408,2018-07-29,13:48:00,2018,7,29,6,12~15,강원도,춘천시,남면,산중턱,맑음,34,45,45,,인간의 부주의,입산자실화,미상,20180729,134858,춘천소방서,강촌119안전센터,,20180729,135025,20180729,142056,3031,34,14,0.0,20180729,32921,65,20180729,194021,51925,13,0,64,0.01
409,2018-08-01,08:51:00,2018,8,1,2,6~9,강원도,춘천시,동면,산정상,맑음,35,66,45,,인간의 부주의,담뱃불,부주의,20180801,85134,춘천소방서,후평119안전센터,,20180801,85333,20180801,93715,4342,36,15,0.0,20180801,35212,94,20180801,155212,61457,7,0,1,0.1
410,2018-08-03,10:28:00,2018,8,3,4,9~12,강원도,횡성군,우천면,산중턱,맑음,37,59,270,,인간의 부주의,담뱃불,부주의,20180803,102849,횡성소방서,우천119안전센터,,20180803,103018,20180803,105819,2801,18,12,13.0,20180803,112215,107,20180803,152214,42355,20,0,0,0.3
411,2018-08-05,16:34:00,2018,8,5,6,15~18,강원도,홍천군,동면,산아래,맑음,35,48,270,,인간의 부주의,담뱃불,부주의,20180805,163414,홍천소방서,홍천119안전센터,동면119지역대,20180805,163447,20180805,164804,1317,10,10,6.0,20180805,52512,59,20180805,172512,3708,10,0,0,0.03
412,2018-08-15,11:49:00,2018,8,15,2,9~12,강원도,횡성군,안흥면,산정상,맑음,32,79,90,,인간의 부주의,입산자실화,부주의,20180815,114938,횡성소방서,우천119안전센터,,20180815,115328,20180815,115800,432,26,13,5.0,20180815,30000,106,20180815,160529,40729,14,0,0,0.25
413,2018-08-17,13:46:00,2018,8,17,4,12~15,강원도,춘천시,동면,산중턱,맑음,29,34,135,,인간의 부주의,입산자실화,부주의,20180817,134648,춘천소방서,후평119안전센터,,20180817,135027,20180817,140257,1230,10,6,0.0,20180817,62012,232,20180817,203412,63115,22,1,64,0.5
414,2018-10-04,13:34:00,2018,10,4,3,12~15,강원도,인제군,남면,산정상,구름조금,22,51,315,,인간의 부주의,담뱃불,부주의,20181004,133418,인제소방서,인제119안전센터,남면119지역대,20181004,133551,20181004,140000,2409,15,15,15.0,20181004,30758,115,20181004,161058,21058,12,0,0,0.01
415,2018-11-22,14:24:00,2018,11,22,3,12~15,강원도,철원군,서면,산중턱,맑음,4,0,135,풍랑주의보,인간의 부주의,담뱃불,부주의,20181122,142454,철원소방서,김화119안전센터,,20181122,142649,20181122,143401,712,17,6,0.0,20181122,25254,91,20181122,151813,4412,9,0,0,0.1
416,2018-11-23,09:52:00,2018,11,23,4,6~9,강원도,삼척시,근덕면,평지,맑음,5,19,315,건조주의보,인간의 부주의,기타,부주의,20181123,95235,삼척소방서,근덕119안전센터,,20181123,95314,20181123,100730,1416,23,16,11.0,20181123,103852,152,20181123,105124,4354,15,0,0,0.1
417,2018-11-26,06:30:00,2018,11,26,0,3~6,강원도,삼척시,근덕면,산정상,맑음,3,70,315,,미상,미상,미상,20181126,63050,삼척소방서,근덕119안전센터,,20181126,63155,20181126,65031,1836,22,12,10.0,20181126,71433,70,20181126,71930,2859,15,0,0,0.03
418,2019-01-22,11:58:00,2019,1,22,1,9~12,강원도,태백시,백산동,산중턱,구름조금,3,31,135,,인간의 부주의,기타,부주의,20190122,115838,태백소방서,철암119안전센터,,20190122,120029,20190122,121413,1344,13,9,0.0,20190122,162521,146,20190122,52520,51107,24,0,3162,0.1
419,2019-01-24,03:48:00,2019,1,24,3,0~3,강원도,인제군,서화면,산중턱,맑음,3,20,270,,미상,미상,미상,20190124,34838,인제소방서,원통119안전센터,서화119지역대,20190124,35007,20190124,41755,2748,24,16,2.0,20190124,173200,221,20190124,10000,204205,23,0,9428,1.0
420,2019-01-26,02:09:00,2019,1,26,5,0~3,강원도,평창군,방림면,산아래,맑음,1,16,315,풍랑경보,인간의 부주의,쓰레기소각장,부주의,20190126,20944,평창소방서,대화119안전센터,방림119지역대,20190126,21039,20190126,22225,1146,21,21,6.0,20190126,151921,90,20190126,33404,11139,10,0,0,0.05
421,2019-01-27,02:55:00,2019,1,27,6,0~3,강원도,원주시,신림면,산아래,맑음,-13,20,315,풍랑주의보,미상,미상,미상,20190127,25541,원주소방서,신림119안전센터,,20190127,25800,20190127,30401,601,22,5,0.0,20190127,33634,79,20190127,34108,3707,14,0,0,0.1
422,2019-01-27,06:56:00,2019,1,27,6,3~6,강원도,원주시,신림면,산아래,맑음,-2,65,315,,미상,미상,미상,20190127,65612,원주소방서,신림119안전센터,,20190127,65714,20190127,70351,637,21,3,0.0,20190127,202119,155,20190127,82119,11728,15,0,0,0.2
423,2019-01-29,12:58:00,2019,1,29,1,9~12,강원도,횡성군,청일면,평지,구름조금,4,23,225,,인간의 부주의,논/밭두렁,부주의,20190129,125820,횡성소방서,둔내119안전센터,,20190129,125924,20190129,10621,657,26,16,4.0,20190129,134315,101,20190129,14540,3919,11,0,0,0.4
424,2019-01-30,05:18:00,2019,1,30,2,3~6,강원도,홍천군,화촌면,산아래,맑음,6,38,270,,인간의 부주의,미상,부주의,20190130,51845,홍천소방서,홍천119안전센터,화촌119지역대,20190130,51911,20190130,52649,738,7,7,7.0,20190130,174640,100,20190130,55259,2610,16,0,0,0.05
425,2019-02-27,11:33:00,2019,2,27,2,9~12,강원도,평창군,용평면,산아래,맑음,8,50,180,,인간의 부주의,쓰레기소각장,부주의,20190227,113328,평창소방서,봉평119안전센터,용평119지역대,20190227,113410,20190227,115242,1832,30,9,5.0,20190227,3005,86,20190227,123605,4323,11,0,0,0.1
426,2019-02-27,02:11:00,2019,2,27,2,0~3,강원도,춘천시,서면,산아래,구름조금,13,34,225,,인간의 부주의,논/밭두렁,부주의,20190227,21126,춘천소방서,신북119안전센터,,20190227,21305,20190227,22931,1626,15,10,0.0,20190227,151025,87,20190227,35326,12355,14,0,0,1.0
427,2019-03-04,12:44:00,2019,3,4,0,9~12,강원도,홍천군,동면,산아래,맑음,15,24,270,,인간의 부주의,쓰레기소각장,부주의,20190304,124431,홍천소방서,홍천119안전센터,동면119지역대,20190304,124510,20190304,11037,2527,19,19,16.0,20190304,144006,196,20190304,24053,13016,19,0,432,0.6
428,2019-03-04,01:34:00,2019,3,4,0,0~3,강원도,횡성군,우천면,산아래,맑음,16,28,180,,인간의 부주의,모닥불,부주의,20190304,13430,횡성소방서,우천119안전센터,,20190304,13514,20190304,14442,928,8,7,16.0,20190304,142005,95,20190304,23005,4523,11,0,0,0.1
429,2019-03-08,05:11:00,2019,3,8,4,3~6,강원도,홍천군,서석면,산아래,맑음,11,28,270,,인간의 부주의,기타,부주의,20190308,51148,홍천소방서,서석119안전센터,,20190308,51255,20190308,52208,913,39,6,26.0,20190308,174100,84,20190308,55358,3150,11,0,309,0.02
430,2019-03-09,07:45:00,2019,3,9,5,6~9,강원도,강릉시,성산면,산아래,맑음,8,15,135,,인간의 부주의,기타,부주의,20190309,74519,강릉소방서,유천119안전센터,,20190309,75041,20190309,80011,930,9,10,0.0,20190309,81924,46,20190309,82120,2109,10,0,127,0.1
431,2019-03-13,10:47:00,2019,3,13,2,9~12,강원도,강릉시,연곡면,산중턱,구름조금,6,28,270,풍랑경보,인간의 부주의,기타,부주의,20190313,104729,강릉소방서,주문진119안전센터,,20190313,104845,20190313,111824,2939,30,18,0.0,20190313,114556,116,20190313,114556,2732,23,0,0,0.01
432,2019-04-01,06:41:00,2019,4,1,0,3~6,강원도,홍천군,서면,산아래,맑음,7,36,270,,인간의 부주의,논/밭두렁,부주의,20190401,64128,홍천소방서,양덕원119안전센터,서면119지역대,20190401,64215,20190401,65959,1744,52,36,16.0,20190401,194252,83,20190401,74252,4253,11,0,0,0.02
433,2019-04-03,02:22:00,2019,4,3,2,0~3,강원도,횡성군,갑천면,평지,맑음,12,24,225,,인간의 부주의,미상,부주의,20190403,22210,횡성소방서,횡성119안전센터,,20190403,22239,20190403,22940,701,17,17,5.0,20190403,151135,146,20190404,40048,13108,16,0,0,0.7
434,2019-04-04,01:16:00,2019,4,4,3,0~3,강원도,횡성군,횡성읍,산아래,맑음,16,29,225,건조주의보,인간의 부주의,기타,부주의,20190404,11630,횡성소방서,횡성119안전센터,,20190404,11801,20190404,12933,1132,6,6,12.0,20190404,135214,71,20190404,20002,3029,11,0,0,0.05
435,2019-04-04,02:45:00,2019,4,4,3,0~3,강원도,인제군,남면,산아래,맑음,15,26,225,강풍주의보,인간의 부주의,미상,부주의,20190404,24506,인제소방서,인제119안전센터,남면119지역대,20190404,24532,20190404,25300,728,6,6,9.0,20190405,142231,3559,20190405,120000,210700,4659,0,116829,345.0
436,2019-04-04,11:46:00,2019,4,4,3,9~12,강원도,강릉시,옥계면,산중턱,맑음,15,17,225,강풍경보,미상,건물,미상,20190404,114602,강릉소방서,옥계119안전센터,,20190404,114719,20190404,115533,814,32,5,0.0,20190406,154717,6657,20190406,34717,155144,440,2,74260991,1260.0
437,2019-04-07,10:37:00,2019,4,7,6,9~12,강원도,영월군,김삿갓면,산아래,맑음,16,44,135,건조주의보,인간의 부주의,쓰레기소각장,부주의,20190407,103724,영월소방서,중동119안전센터,김삿갓119지역대,20190407,103816,20190407,105203,1347,31,31,15.0,20190407,114400,96,20190407,114400,5157,20,0,11000,0.3
438,2019-04-08,02:49:00,2019,4,8,0,0~3,강원도,인제군,남면,산정상,맑음,11,11,90,,미상,미상,미상,20190408,24942,인제소방서,인제119안전센터,남면119지역대,20190408,25313,20190408,41000,1647,20,20,17.0,20190408,162100,157,20190408,60000,15000,34,0,0,0.5
439,2019-04-16,04:14:00,2019,4,16,1,3~6,강원도,홍천군,서면,산아래,구름조금,22,11,180,,인간의 부주의,기타,부주의,20190416,41422,홍천소방서,양덕원119안전센터,서면119지역대,20190416,41511,20190416,42043,532,36,23,3.0,20190416,164350,73,20190416,50244,4201,9,0,0,0.08
440,2019-04-17,01:50:00,2019,4,17,2,0~3,강원도,영월군,영월읍,산아래,맑음,24,11,225,,인간의 부주의,기타,부주의,20190417,15047,영월소방서,영월119안전센터,,20190417,15155,20190417,20918,1723,12,12,0.0,20190418,143414,128,20190418,24146,3228,19,0,2508,0.2
441,2019-04-20,12:27:00,2019,4,20,5,9~12,강원도,춘천시,사북면,산중턱,맑음,18,48,270,,인간의 부주의,담뱃불,부주의,20190420,122722,춘천소방서,신북119안전센터,,20190420,122845,20190420,124731,1846,20,17,0.0,20190420,132527,68,20190420,12527,3756,17,0,0,0.03
442,2019-05-02,02:21:00,2019,5,2,3,0~3,강원도,춘천시,남산면,산중턱,맑음,24,20,315,건조주의보,인간의 부주의,담뱃불,부주의,20190502,22111,춘천소방서,강촌119안전센터,,20190502,22214,20190502,23820,1606,19,4,0.0,20190502,152559,120,20190502,33359,5539,15,0,0,0.2
443,2019-05-03,02:44:00,2019,5,3,4,0~3,강원도,춘천시,석사동,산아래,맑음,28,18,270,,인간의 부주의,담뱃불,부주의,20190503,24418,춘천소방서,후평119안전센터,,20190503,24418,20190503,25249,831,4,4,0.0,20190503,151135,78,20190503,32035,2746,16,0,0,0.05
444,2019-05-05,03:20:00,2019,5,5,6,0~3,강원도,춘천시,석사동,산정상,구름조금,13,78,315,건조주의보,인간의 부주의,담뱃불,부주의,20190505,32041,춘천소방서,대룡119안전센터,,20190505,32200,20190505,32657,457,7,6,0.0,20190505,44516,78,20190505,44516,11819,17,0,0,0.05
445,2019-05-06,02:08:00,2019,5,6,0,0~3,강원도,홍천군,화촌면,산정상,맑음,20,10,45,풍랑주의보,인간의 부주의,담뱃불,부주의,20190506,20819,홍천소방서,홍천119안전센터,화촌119지역대,20190506,20955,20190506,22824,1829,15,15,5.0,20190506,145800,70,20190506,42800,15936,14,0,0,0.02
446,2019-05-06,05:46:00,2019,5,6,0,3~6,강원도,원주시,소초면,산아래,맑음,15,34,315,,인간의 부주의,담뱃불,부주의,20190506,54640,원주소방서,태장119안전센터,,20190506,54802,20190506,55953,1151,9,8,9.0,20190506,182509,56,20190506,71443,11450,11,0,6600,0.1
447,2019-05-10,09:34:00,2019,5,10,4,6~9,강원도,고성군,죽왕면,미상,맑음,25,29,135,,미상,미상,미상,20190510,93419,고성소방서,간성119안전센터,,20190510,93452,20190510,95201,1709,11,13,0.0,20190510,104508,329,20190510,112308,13107,13,0,0,0.54
448,2019-05-11,02:36:00,2019,5,11,5,0~3,강원도,정선군,신동읍,산중턱,맑음,23,21,225,건조경보,인간의 부주의,입산자실화,미상,20190511,23654,정선소방서,신동119안전센터,,20190511,23753,20190511,30417,2624,36,12,0.0,20190511,151343,102,20190511,41725,11308,68,0,0,0.1
449,2019-05-12,11:59:00,2019,5,12,6,9~12,강원도,정선군,신동읍,산정상,맑음,24,28,225,건조주의보,인간의 부주의,담뱃불,부주의,20190512,115919,정선소방서,신동119안전센터,,20190512,120103,20190512,123250,3147,34,13,0.0,20190512,4014,162,20190512,13014,5724,139,0,0,0.1
450,2019-05-16,03:55:00,2019,5,16,3,0~3,강원도,평창군,대관령면,산중턱,맑음,23,46,90,,인간의 부주의,담뱃불,부주의,20190516,35559,평창소방서,대관령119안전센터,,20190516,35711,20190516,42131,2420,56,7,0.0,20190516,171510,56,20190516,503500,11329,9,0,0,0.02
451,2019-05-19,02:17:00,2019,5,19,6,0~3,강원도,강릉시,강동면,산아래,맑음,22,63,315,,인간의 부주의,담뱃불,부주의,20190519,21712,강릉소방서,옥계119안전센터,,20190519,21712,20190519,22655,943,13,11,0.0,20190519,144947,46,20190519,250210,2515,12,0,330,0.01
452,2019-05-23,12:30:00,2019,5,23,3,9~12,강원도,정선군,임계면,산정상,맑음,26,20,225,,인간의 부주의,담뱃불,부주의,20190523,123020,정선소방서,임계119안전센터,,20190523,123109,20190523,125126,2017,34,15,0.0,20190523,132029,123,20190523,15029,5903,138,0,0,0.1
453,2019-05-24,12:59:00,2019,5,24,4,9~12,강원도,영월군,영월읍,산정상,맑음,31,28,270,,인간의 부주의,담뱃불,부주의,20190524,125957,영월소방서,영월119안전센터,,20190524,10038,20190524,10836,758,6,6,0.0,20190524,134119,50,20190524,24247,13411,9,0,0,0.1
454,2019-06-04,02:14:00,2019,6,4,1,0~3,강원도,정선군,화암면,산중턱,맑음,29,21,180,,인간의 부주의,담뱃불,미상,20190604,21415,정선소방서,조양119안전센터,화암119지역대,20190604,21510,20190604,21924,414,19,19,1.0,20190604,152609,171,20190604,42148,20224,15,0,2307,0.2
455,2019-07-07,04:04:00,2019,7,7,6,3~6,강원도,횡성군,청일면,산아래,맑음,27,41,135,,미상,미상,미상,20190707,40410,횡성소방서,둔내119안전센터,,20190707,40535,20190707,42734,2159,28,15,7.0,20190707,171725,67,20190707,51725,4951,9,0,132,0.07
456,2019-07-09,01:49:00,2019,7,9,1,0~3,강원도,원주시,귀래면,산중턱,맑음,19,62,135,,인간의 부주의,담뱃불,부주의,20190709,14953,원주소방서,흥업119안전센터,귀래119지역대,20190709,15411,20190709,21503,2052,28,0,11.0,20190709,144926,38,20190709,25500,3957,6,0,0,0.01
457,2019-07-09,06:39:00,2019,7,9,1,3~6,강원도,영월군,남면,산아래,맑음,23,52,90,,인간의 부주의,기타,부주의,20190709,63907,영월소방서,영월119안전센터,남면119지역대,20190709,64018,20190709,64618,600,10,10,4.0,20190709,185525,84,20190709,80725,12107,12,0,1969,0.6
458,2019-12-04,11:29:00,2019,12,4,2,9~12,강원도,양구군,양구읍,산아래,맑음,6,24,315,,인간의 부주의,쓰레기소각장,부주의,20191204,112916,양구소방서,양구119안전센터,,20191204,113027,20191204,114257,1230,11,11,12.0,20191204,1048,73,20191204,121748,3451,10,0,0,0.1
459,2019-12-11,04:26:00,2019,12,11,2,3~6,강원도,인제군,인제읍,산중턱,맑음,7,45,225,,인간의 부주의,군경사격장,부주의,20191211,42642,인제소방서,인제119안전센터,,20191211,42827,20191211,43636,809,6,6,0.0,20191211,193703,411,20191211,73703,30027,13,0,0,0.05
460,2019-12-11,07:18:00,2019,12,11,2,6~9,강원도,정선군,북평면,산중턱,맑음,5,45,225,강풍주의보,미상,미상,미상,20191211,71825,정선소방서,조양119안전센터,북평119지역대,20191211,72002,20191211,73652,1650,19,19,12.0,20191212,103957,214,20191212,103957,150305,30,0,0,2.0
461,2019-12-31,02:56:00,2019,12,31,1,0~3,강원도,강릉시,죽헌동,산아래,맑음,-3,36,225,강풍주의보,인간의 부주의,담뱃불,부주의,20191231,25627,강릉소방서,경포119안전센터,,20191231,25708,20191231,30757,1049,6,8,0.0,20191231,35307,128,20191231,45600,14803,22,0,0,0.1
462,2020-01-01,12:56:00,2020,1,1,2,9~12,강원도,강릉시,성산면,산아래,맑음,6,34,225,건조주의보,인간의 부주의,쓰레기소각장,부주의,20200101,125616,강릉소방서,유천119안전센터,,20200101,125644,20200101,10342,658,4,4,0.0,20200101,131943,67,20200101,103343,3001,19,1,990,0.02
463,2020-01-03,12:22:00,2020,1,3,4,9~12,강원도,춘천시,서면,산아래,맑음,1,51,180,,미상,미상,미상,20200103,122230,춘천소방서,신북119안전센터,,20200103,122307,20200103,123748,1441,16,15,0.0,20200103,142000,77,20200103,30500,22712,0,0,0,0.7
464,2020-01-04,02:49:00,2020,1,4,5,0~3,강원도,정선군,신동읍,산아래,맑음,5,43,225,풍랑주의보,인간의 부주의,기타,부주의,20200104,24933,정선소방서,신동119안전센터,,20200104,25033,20200104,31319,2246,40,14,0.0,20200104,152040,77,20200104,34040,2721,12,0,0,0.04
465,2020-01-15,01:46:00,2020,1,15,2,0~3,강원도,양양군,양양읍,산아래,맑음,5,23,315,,기계/전기/화학 요인,기타,기계적요인,20200115,14628,양양소방서,양양119안전센터,,20200115,14709,20200115,15128,419,2,2,0.0,20200115,140719,155,20200115,21019,1851,25,0,0,0.02
466,2020-01-23,12:52:00,2020,1,23,3,9~12,강원도,횡성군,우천면,산아래,맑음,9,40,180,,인간의 부주의,담뱃불,부주의,20200123,125206,횡성소방서,둔내119안전센터,,20200123,125332,20200123,125624,252,22,7,0.0,20200123,133843,100,20200123,13942,4318,10,0,99,0.1
467,2020-01-31,12:18:00,2020,1,31,4,9~12,강원도,홍천군,서석면,산중턱,맑음,8,41,225,,미상,미상,미상,20200131,121807,홍천소방서,서석119안전센터,,20200131,15414,20200131,22833,3419,36,2,0.0,20200131,143010,79,20200131,34110,11237,7,0,0,0.01
468,2020-02-08,07:05:00,2020,2,8,5,6~9,강원도,춘천시,남산면,산아래,맑음,-4,72,315,풍랑주의보,인간의 부주의,쓰레기소각장,부주의,20200208,70500,춘천소방서,강촌119안전센터,,20200208,70726,20200208,73145,2419,33,29,0.0,20200208,75400,72,20200208,81000,3815,8,1,0,0.03
469,2020-02-09,06:41:00,2020,2,9,6,3~6,강원도,원주시,신림면,산중턱,맑음,-1,43,270,,인간의 부주의,담뱃불,부주의,20200209,64132,원주소방서,신림119안전센터,,20200209,64426,20200209,65844,1418,30,13,0.0,20200209,222842,108,20200209,102842,32958,12,0,4194,0.4
470,2020-02-24,12:56:00,2020,2,24,0,9~12,강원도,춘천시,남산면,평지,맑음,10,45,135,,인간의 부주의,논/밭두렁,부주의,20200224,125618,춘천소방서,강촌119안전센터,,20200224,125702,20200224,10306,604,28,22,0.0,20200224,171314,108,20200224,51314,41008,10,2,408,0.1
471,2020-03-08,01:50:00,2020,3,8,6,0~3,강원도,홍천군,화촌면,산정상,맑음,16,21,225,,미상,미상,미상,20200308,15000,홍천소방서,홍천119안전센터,화촌119지역대,20200308,15152,20200308,22116,2924,25,25,15.0,20200308,152841,113,20200308,44358,22242,14,0,0,0.05
472,2020-03-19,07:03:00,2020,3,19,3,6~9,강원도,원주시,흥업면,산아래,맑음,14,44,225,강풍주의보,인간의 부주의,기타,부주의,20200319,70318,원주소방서,흥업119안전센터,,20200319,71108,20200319,72357,1249,18,10,0.0,20200319,83901,58,20200319,83901,11504,17,0,0,0.7
473,2020-03-19,12:38:00,2020,3,19,3,9~12,강원도,원주시,지정면,산중턱,구름많음,11,46,315,강풍경보,기계/전기/화학 요인,기타,전기적요인,20200319,123811,원주소방서,문막119안전센터,,20200319,123942,20200319,125623,1641,28,26,13.0,20200319,141510,174,20200319,31613,21950,24,0,0,2.2
474,2020-03-21,03:36:00,2020,3,21,5,0~3,강원도,횡성군,갑천면,산아래,맑음,18,32,225,,인간의 부주의,담뱃불,부주의,20200321,33611,횡성소방서,횡성119안전센터,갑천119지역대,20200321,33718,20200321,34416,658,17,17,4.0,20200321,154734,76,20200321,40352,1936,12,0,660,0.05
475,2020-04-03,02:44:00,2020,4,3,4,0~3,강원도,홍천군,두촌면,산아래,맑음,18,43,225,,미상,미상,미상,20200403,24448,홍천소방서,홍천119안전센터,,20200403,24618,20200403,25413,755,32,32,8.0,20200403,154500,110,20200403,34500,5047,16,0,0,0.1
476,2020-04-04,03:26:00,2020,4,4,5,0~3,강원도,삼척시,근덕면,산아래,맑음,13,35,270,강풍주의보,기계/전기/화학 요인,미상,전기적요인,20200404,32656,삼척소방서,근덕119안전센터,,20200404,32744,20200404,34022,1238,17,9,0.0,20200404,61046,313,20200404,90000,51938,51,0,9634,0.5
477,2020-04-04,05:50:00,2020,4,4,5,3~6,강원도,횡성군,우천면,산아래,맑음,2,81,45,풍랑주의보,인간의 부주의,논/밭두렁,부주의,20200404,55022,횡성소방서,우천119안전센터,,20200404,55122,20200404,60302,1140,12,6,0.0,20200404,72738,46,20200404,72738,12436,12,0,0,0.08
478,2020-04-04,04:49:00,2020,4,4,5,3~6,강원도,춘천시,사북면,산아래,맑음,15,14,315,,인간의 부주의,미상,부주의,20200404,44924,춘천소방서,신북119안전센터,,20200404,44946,20200404,50829,1843,20,18,0.0,20200404,182653,133,20200404,95101,44232,20,0,0,0.3
479,2020-04-08,01:34:00,2020,4,8,2,0~3,강원도,원주시,소초면,산아래,맑음,10,23,315,건조경보,인간의 부주의,기타,부주의,20200408,13440,원주소방서,태장119안전센터,소초119지역대,20200408,13506,20200408,14538,1032,8,9,9.0,20200408,144025,96,20200408,31152,12614,19,0,0,1.5
480,2020-04-10,11:47:00,2020,4,10,4,9~12,강원도,원주시,신림면,산아래,맑음,11,38,90,,인간의 부주의,쓰레기소각장,부주의,20200410,114754,원주소방서,신림119안전센터,,20200410,114859,20200410,115911,1012,23,6,0.0,20200410,133235,124,20200410,20838,20927,23,0,710,0.5
481,2020-04-10,11:56:00,2020,4,10,4,9~12,강원도,평창군,진부면,산아래,맑음,7,30,45,,인간의 부주의,기타,부주의,20200410,115638,평창소방서,진부119안전센터,,20200410,115708,20200410,120931,1223,46,7,0.0,20200410,130057,128,20200410,13653,12722,23,0,0,0.3
482,2020-04-11,02:34:00,2020,4,11,5,0~3,강원도,횡성군,우천면,산정상,맑음,15,32,270,,인간의 부주의,담뱃불,부주의,20200411,23428,횡성소방서,우천119안전센터,,20200411,23539,20200411,24201,622,15,3,0.0,20200411,150735,51,20200411,32801,4600,8,0,0,0.01
483,2020-04-14,04:00:00,2020,4,14,1,3~6,강원도,철원군,서면,산아래,맑음,21,0,180,,미상,미상,미상,20200414,40047,철원소방서,김화119안전센터,,20200414,40509,20200414,42557,2048,14,15,5.0,20200414,85000,395,20200415,120000,193403,27,0,0,19.0
484,2020-04-15,02:50:00,2020,4,15,2,0~3,강원도,평창군,대화면,산아래,맑음,18,39,90,,미상,미상,미상,20200415,25015,평창소방서,대화119안전센터,,20200415,25117,20200415,31125,2008,19,15,0.0,20200415,161156,206,20200415,43056,11931,17,0,0,0.2
485,2020-04-22,01:48:00,2020,4,22,2,0~3,강원도,강릉시,성산면,산아래,맑음,7,37,225,,기계/전기/화학 요인,기타,화학적요인,20200422,14833,강릉소방서,내곡119안전센터,,20200422,14906,20200422,20640,1734,16,15,0.0,20200422,142141,196,20200422,25208,4528,14,0,213,0.3
486,2020-04-22,02:21:00,2020,4,22,2,0~3,강원도,인제군,인제읍,산아래,흐림,6,37,225,,인간의 부주의,기타,부주의,20200422,22156,인제소방서,인제119안전센터,,20200422,22237,20200422,23538,1301,18,14,0.0,20200422,163950,137,20200422,43950,20412,15,0,0,0.2
487,2020-04-24,11:25:00,2020,4,24,4,9~12,강원도,철원군,갈말읍,산중턱,맑음,13,41,135,건조주의보,미상,미상,미상,20200424,112545,철원소방서,태봉119안전센터,,20200424,112753,20200424,120852,4059,5,5,0.0,20200424,142635,112,20200424,34035,33143,14,0,7700,0.6
488,2020-04-24,01:07:00,2020,4,24,4,0~3,강원도,춘천시,남면,산아래,맑음,15,26,315,,미상,기타,미상,20200424,10712,춘천소방서,강촌119안전센터,,20200424,10852,20200424,14901,4009,39,21,0.0,20200424,173832,0,20200424,53832,34931,0,0,0,1.0
489,2020-04-26,01:26:00,2020,4,26,6,0~3,강원도,춘천시,동면,산정상,맑음,18,24,315,,미상,미상,미상,20200426,12607,춘천소방서,후평119안전센터,,20200426,12702,20200426,13847,1145,7,7,0.0,20200426,155901,69,20200426,305901,22014,13,0,0,0.01
490,2020-04-27,11:28:00,2020,4,27,0,9~12,강원도,횡성군,공근면,산정상,비,14,49,180,,인간의 부주의,입산자실화,부주의,20200427,112818,횡성소방서,공근119안전센터,,20200427,112910,20200427,113827,917,9,5,0.0,20200427,3005,64,20200427,124008,10141,11,0,0,0.02
491,2020-04-30,02:27:00,2020,4,30,3,0~3,강원도,홍천군,서석면,산정상,맑음,23,33,225,건조주의보,미상,미상,미상,20200430,22738,홍천소방서,서석119안전센터,,20200430,22854,20200430,24557,1703,25,9,0.0,20200430,170000,133,20200430,500000,21403,15,0,0,0.2
492,2020-04-30,06:05:00,2020,4,30,3,3~6,강원도,원주시,지정면,산정상,맑음,24,43,270,,인간의 부주의,담뱃불,부주의,20200430,60552,원주소방서,문막119안전센터,지정119지역대,20200430,61430,20200430,64019,2549,32,17,14.0,20200430,191918,57,20200430,703010,4951,15,0,247,0.01
