ID,화재발생일자,화재발생시간,화재발생_연도,화재발생_월,화재발생_일,요일,화재발생시간대,시도명,시군구명,읍면동명,발화지점,날씨,온도,습도,시간단위풍속,특보내용,발화종합,발화원인,발화요인대분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간	,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
0,2011-01-22,23:35:00,2011,1,22,5,21~24,강원도,강릉시,죽헌동,산정상,맑음,-1,30,45,,방화 및 방화의심,기타,방화의심,20110122,233511,강릉소방서,경포119안전센터,,20110122,233615,20110122,235315,1700,9,9,0.0,20110123,121115,37,20110123,1115,1800,8,0,0,0.3
1,2011-01-31,18:13:00,2011,1,31,0,18~21,강원도,양양군,현남면,산아래,맑음,1,10,225,건조경보,인간의 부주의,기타,부주의,20110131,181311,양양소방서,하조대119안전센터,,20110131,181409,20110131,183024,1615,43,13,0.0,20110201,94538,1872,20110201,103016,155952,71,0,184330,30.0
2,2011-02-11,17:50:00,2011,2,11,4,15~18,강원도,홍천군,내촌면,산중턱,구름많음,-2,29,225,,인간의 부주의,입산자실화,기타,20110211,175032,홍천소방서,서석119안전센터,내촌119지역대,20110211,175220,20110211,181500,2240,37,37,7.0,20110211,74100,171,20110211,202000,20500,9,0,4864,0.3
3,2011-02-12,06:18:00,2011,2,12,5,3~6,강원도,원주시,귀래면,산중턱,구름많음,-6,44,225,,인간의 부주의,모닥불,부주의,20110212,61836,원주소방서,흥업119안전센터,귀래119지역대,20110212,62010,20110212,64029,2019,20,20,8.0,20110212,82038,94,20110212,103038,35009,9,0,50,0.3
4,2011-02-26,16:42:00,2011,2,26,5,15~18,강원도,원주시,태장동,산정상,맑음,14,23,180,,인간의 부주의,담뱃불,부주의,20110226,164234,원주소방서,태장119안전센터,,20110226,164353,20110226,164901,508,8,2,0.0,20110226,52601,46,20110226,172726,3825,8,0,440,0.03
5,2011-03-09,13:18:00,2011,3,9,2,12~15,강원도,영월군,영월읍,산아래,맑음,1,19,225,,인간의 부주의,기타,부주의,20110309,131855,영월소방서,영월119안전센터,,20110309,131916,20110309,132916,1000,9,9,8.0,20110309,50016,204,20110309,200016,63100,26,0,600,2.0
6,2011-03-11,13:42:00,2011,3,11,4,12~15,강원도,횡성군,우천면,산정상,맑음,5,43,225,,인간의 부주의,입산자실화,부주의,20110311,134249,횡성소방서,우천119안전센터,,20110311,134334,20110311,140409,2035,17,10,0.0,20110311,21746,214,20110311,151737,11328,10,0,0,0.1
7,2011-03-14,19:35:00,2011,3,14,0,18~21,강원도,영월군,영월읍,산아래,맑음,4,67,45,,미상,미상,미상,20110314,193519,영월소방서,영월119안전센터,,20110314,193540,20110314,195222,1642,9,9,7.0,20110314,90022,116,20110314,230622,31400,5,0,64,0.1
8,2011-03-18,11:58:00,2011,3,18,4,9~12,강원도,홍천군,홍천읍,산정상,맑음,9,21,315,,인간의 부주의,입산자실화,기타,20110318,115807,홍천소방서,홍천119안전센터,,20110318,115900,20110318,120327,427,6,6,0.0,20110318,123300,88,20110318,124800,4433,15,0,3264,0.2
9,2011-03-24,12:56:00,2011,3,24,3,9~12,강원도,화천군,화천읍,산아래,맑음,4,47,90,,인간의 부주의,논/밭두렁,부주의,20110324,125625,춘천소방서,화천119안전센터,,20110324,125721,20110324,130321,600,46,6,0.0,20110324,15021,102,20110324,135021,4700,8,0,0,0.7
10,2011-04-01,10:52:00,2011,4,1,4,9~12,강원도,정선군,정선읍,산아래,맑음,14,24,315,,인간의 부주의,논/밭두렁,부주의,20110401,105215,정선소방서,조양119안전센터,,20110401,105300,20110401,110300,1000,8,8,12.0,20110401,122020,160,20110401,133000,22700,19,0,0,0.3
11,2011-04-05,11:04:00,2011,4,5,1,9~12,강원도,춘천시,남면,산중턱,맑음,16,47,225,,미상,미상,미상,20110405,110414,춘천소방서,강촌119안전센터,,20110405,110536,20110405,112736,2200,40,25,0.0,20110405,120036,67,20110405,120036,3300,3,0,1485,0.1
12,2011-04-06,14:41:00,2011,4,6,2,12~15,강원도,철원군,철원읍,산아래,맑음,13,41,90,,인간의 부주의,성묘객,부주의,20110406,144134,철원소방서,동송119안전센터,,20110406,144257,20110406,144557,300,13,2,0.0,20110406,24857,294,20110406,155057,10500,11,0,0,0.2
13,2011-04-06,16:23:00,2011,4,6,2,15~18,강원도,강릉시,왕산면,산정상,맑음,17,13,270,건조주의보,인간의 부주의,담뱃불,부주의,20110406,162315,강릉소방서,내곡119안전센터,,20110406,162400,20110406,164400,2000,18,17,0.0,20110406,45500,160,20110406,170000,1600,20,0,0,0.1
14,2011-04-09,12:30:00,2011,4,9,5,9~12,강원도,양구군,동면,산아래,맑음,19,14,270,,미상,미상,미상,20110409,123036,춘천소방서,양구119안전센터,,20110409,123138,20110409,124438,1300,50,15,0.0,20110409,10128,68,20110409,130401,1923,5,0,0,0.04
15,2011-04-09,12:52:00,2011,4,9,5,9~12,강원도,양구군,남면,산아래,맑음,18,16,270,,인간의 부주의,성묘객,기타,20110409,125248,춘천소방서,양구119안전센터,,20110409,125348,20110409,130007,619,48,17,7.0,20110409,14000,94,20110409,140000,5953,3,0,0,0.03
16,2011-04-10,12:13:00,2011,4,10,6,9~12,강원도,화천군,하남면,산아래,구름많음,18,28,270,,인간의 부주의,건물,부주의,20110410,121316,춘천소방서,화천119안전센터,,20110410,121343,20110410,122343,1000,45,10,0.0,20110410,125714,63,20110410,125714,3331,7,0,0,0.1
17,2011-04-13,15:32:00,2011,4,13,2,15~18,강원도,양양군,손양면,산아래,맑음,23,11,225,건조주의보,미상,미상,미상,20110413,153237,양양소방서,양양119안전센터,,20110413,153728,20110413,163029,5301,24,7,0.0,20110413,45819,936,20110413,175000,11931,17,0,6982,4.0
18,2011-04-13,15:55:00,2011,4,13,2,15~18,강원도,삼척시,도계읍,산중턱,맑음,21,15,270,,인간의 부주의,입산자실화,부주의,20110413,155538,삼척소방서,도계119안전센터,,20110413,155641,20110413,160641,1000,27,9,0.0,20110413,44541,209,20110413,171041,10400,18,0,0,0.2
19,2011-04-13,16:47:00,2011,4,13,2,15~18,강원도,영월군,수주면,산중턱,맑음,13,36,315,,인간의 부주의,쓰레기소각장,부주의,20110413,164719,영월소방서,주천119안전센터,,20110413,164740,20110413,172245,3505,44,18,0.0,20110413,53045,174,20110413,175045,2800,18,0,0,0.15
20,2011-04-13,23:40:00,2011,4,13,2,21~24,강원도,춘천시,신동면,산중턱,맑음,5,59,180,,미상,미상,미상,20110413,234046,춘천소방서,석사119안전센터,,20110413,234138,20110413,235538,1400,10,8,0.0,20110414,124038,111,20110414,4038,4500,3,0,99,0.5
21,2011-04-17,12:35:00,2011,4,17,6,9~12,강원도,인제군,남면,산중턱,맑음,11,58,135,,인간의 부주의,미상,부주의,20110417,123520,인제소방서,인제119안전센터,남면119지역대,20110417,124130,20110417,124510,340,47,27,12.0,20110417,15015,198,20110417,142000,13450,7,0,115,0.3
22,2011-04-17,14:22:00,2011,4,17,6,12~15,강원도,횡성군,청일면,산아래,맑음,18,22,225,,인간의 부주의,쓰레기소각장,부주의,20110417,142209,횡성소방서,둔내119안전센터,,20110417,142248,20110417,143245,957,24,24,6.0,20110417,30830,154,20110417,150837,3552,10,1,0,0.2
23,2011-04-20,14:12:00,2011,4,20,2,12~15,강원도,횡성군,청일면,산아래,맑음,17,30,225,,인간의 부주의,쓰레기소각장,부주의,20110420,141240,횡성소방서,둔내119안전센터,청일지역대,20110420,141402,20110420,142719,1317,30,21,11.0,20110420,22910,173,20110420,155300,12541,14,0,0,0.6
24,2011-06-15,12:21:00,2011,6,15,2,9~12,강원도,춘천시,동산면,산정상,맑음,31,29,315,,미상,미상,미상,20110615,122153,춘천소방서,석사119안전센터,동산119지역대,20110615,122453,20110615,122853,400,25,20,5.0,20110615,125053,68,20110615,130053,3200,7,0,0,0.1
25,2011-10-06,18:13:00,2011,10,6,3,18~21,강원도,화천군,화천읍,산정상,맑음,18,34,225,,인간의 부주의,담뱃불,부주의,20111006,181356,춘천소방서,화천119안전센터,,20111006,181510,20111006,183610,2100,57,21,41.0,20111006,72010,70,20111006,192010,4400,3,0,79,0.3
26,2011-10-07,14:36:00,2011,10,7,4,12~15,강원도,홍천군,남면,산정상,맑음,21,31,225,,인간의 부주의,담뱃불,부주의,20111007,143620,홍천소방서,양덕원119안전센터,,20111007,143802,20111007,145029,1227,18,18,0.0,20111007,40809,58,20111007,162831,13802,6,0,1373,0.01
27,2011-10-17,14:41:00,2011,10,17,0,12~15,강원도,인제군,인제읍,산정상,맑음,14,19,180,,미상,미상,미상,20111017,144118,인제소방서,인제119안전센터,,20111017,144558,20111017,150358,1800,73,17,0.0,20111017,43058,44,20111017,163058,12700,6,0,0,0.01
28,2011-11-01,15:19:00,2011,11,1,1,15~18,강원도,화천군,화천읍,산중턱,구름조금,14,63,135,,인간의 부주의,담뱃불,부주의,20111101,151925,춘천소방서,화천119안전센터,,20111101,152318,20111101,155255,2937,57,22,0.0,20111101,45522,299,20111101,165555,10300,12,0,0,3.0
29,2011-11-20,21:30:00,2011,11,20,6,21~24,강원도,인제군,인제읍,산아래,맑음,-1,29,180,,인간의 부주의,입산자실화,미상,20111120,213022,인제소방서,인제119안전센터,,20111120,213144,20111120,213945,801,72,12,0.0,20111121,124310,85,20111121,15032,41047,5,0,0,0.3
30,2011-12-28,02:02:00,2011,12,28,2,0~3,강원도,홍천군,홍천읍,산정상,맑음,-10,73,45,,인간의 부주의,입산자실화,부주의,20111228,20231,홍천소방서,홍천119안전센터,,20111228,20611,20111228,21313,702,8,8,0.0,20111228,83039,111,20111228,103038,81725,13,0,4209,0.1
31,2012-01-11,15:06:00,2012,1,11,2,15~18,강원도,홍천군,홍천읍,산정상,맑음,-1,22,315,,인간의 부주의,입산자실화,부주의,20120111,150629,홍천소방서,홍천119안전센터,,20120111,150743,20120111,151251,508,6,6,0.0,20120111,34851,72,20120111,165051,13800,14,0,2176,0.03
32,2012-02-05,16:05:00,2012,2,5,6,15~18,강원도,고성군,거진읍,산정상,맑음,6,29,135,건조주의보,인간의 부주의,입산자실화,부주의,20120205,160530,고성소방서,거진119안전센터,,20120205,160608,20120205,161020,412,40,4,0.0,20120205,44902,68,20120205,165202,4142,12,0,2900,0.2
33,2012-02-28,14:37:00,2012,2,28,1,12~15,강원도,양구군,동면,산아래,맑음,6,48,90,,인간의 부주의,성묘객,부주의,20120228,143725,춘천소방서,양구119안전센터,동면119지역대,20120228,143817,20120228,144529,712,63,18,5.0,20120228,30427,113,20120228,151800,3231,28,0,0,0.06
34,2012-04-15,20:17:00,2012,4,15,6,18~21,강원도,삼척시,도계읍,산중턱,맑음,18,30,270,,기계/전기/화학 요인,기타,전기적요인,20120415,201733,삼척소방서,도계119안전센터,,20120415,201918,20120415,203218,1300,40,10,0.0,20120415,85018,85,20120415,213018,5800,14,0,0,0.03
35,2012-04-18,16:02:00,2012,4,18,2,15~18,강원도,철원군,갈말읍,산아래,맑음,13,71,90,,인간의 부주의,입산자실화,미상,20120418,160244,철원소방서,태봉119안전센터,,20120418,160402,20120418,160902,500,4,4,3.0,20120418,42502,76,20120418,164402,3500,8,0,0,0.15
36,2012-04-19,14:12:00,2012,4,19,3,12~15,강원도,홍천군,화촌면,산중턱,맑음,14,56,90,,인간의 부주의,입산자실화,부주의,20120419,141234,홍천소방서,홍천119안전센터,화촌119지역대,20120419,141419,20120419,143816,2357,15,15,10.0,20120419,110000,1264,20120420,191323,43507,72,0,7169,6.0
37,2012-04-19,14:58:00,2012,4,19,3,12~15,강원도,횡성군,청일면,산정상,구름많음,17,57,90,,미상,미상,미상,20120419,145824,횡성소방서,둔내119안전센터,,20120419,145952,20120419,151206,1214,30,30,7.0,20120419,72632,289,20120419,192633,41427,20,0,0,1.5
38,2012-04-20,17:50:00,2012,4,20,4,15~18,강원도,영월군,주천면,산아래,구름많음,19,40,135,,인간의 부주의,쓰레기소각장,부주의,20120420,175030,영월소방서,주천119안전센터,,20120420,175234,20120420,180200,926,31,5,0.0,20120420,63500,106,20120420,184142,3942,7,0,9,0.05
39,2012-04-24,14:27:00,2012,4,24,1,12~15,강원도,동해시,쇄운동,산중턱,맑음,23,37,90,,인간의 부주의,담뱃불,부주의,20120424,142713,동해소방서,북평119안전센터,,20120424,142932,20120424,143552,620,15,7,0.0,20120424,25052,92,20120424,151652,4100,18,0,0,0.01
40,2012-04-30,10:12:00,2012,4,30,0,9~12,강원도,춘천시,동산면,산정상,맑음,19,56,315,,인간의 부주의,입산자실화,부주의,20120430,101201,춘천소방서,석사119안전센터,동산119지역대,20120430,101647,20120430,103908,2221,24,19,0.0,20120430,112601,155,20120430,113542,5634,12,0,0,0.01
41,2012-05-01,13:51:00,2012,5,1,1,12~15,강원도,삼척시,가곡면,산정상,맑음,16,68,45,,인간의 부주의,기타,부주의,20120501,135128,삼척소방서,원덕119안전센터,가곡119지역대,20120501,135352,20120501,141052,1700,57,20,10.0,20120501,25052,146,20120501,155052,14000,15,0,0,0.12
42,2012-05-06,12:35:00,2012,5,6,6,9~12,강원도,화천군,화천읍,산아래,맑음,19,15,90,,인간의 부주의,논/밭두렁,부주의,20120506,123530,춘천소방서,화천119안전센터,,20120506,123650,20120506,131300,3610,45,15,32.0,20120506,15250,125,20120506,150550,15250,11,0,0,0.1
43,2012-05-06,13:52:00,2012,5,6,6,12~15,강원도,원주시,호저면,산중턱,맑음,19,15,90,,미상,미상,미상,20120506,135203,원주소방서,태장119안전센터,,20120506,135434,20120506,141831,2357,19,12,0.0,20120506,23350,67,20120506,145050,3219,7,0,0,0.05
44,2012-05-06,14:48:00,2012,5,6,6,12~15,강원도,홍천군,화촌면,산아래,맑음,24,12,225,,인간의 부주의,담뱃불,부주의,20120506,144854,홍천소방서,홍천119안전센터,화촌119지역대,20120506,145032,20120506,151631,2559,23,23,18.0,20120506,33537,28,20120506,153537,1906,10,0,0,0.01
45,2012-05-07,14:45:00,2012,5,7,0,12~15,강원도,철원군,갈말읍,산중턱,맑음,24,20,225,,미상,미상,미상,20120507,144527,철원소방서,태봉119안전센터,,20120507,144727,20120507,151327,2600,8,8,0.0,20120507,32527,50,20120507,153727,2400,6,0,0,0.05
46,2012-05-07,15:32:00,2012,5,7,0,15~18,강원도,평창군,봉평면,산중턱,맑음,22,10,90,,미상,미상,미상,20120507,153218,평창소방서,봉평119안전센터,,20120507,153312,20120507,155958,2646,45,12,0.0,20120507,43850,140,20120507,185121,25123,14,0,0,0.1
47,2012-05-23,05:34:00,2012,5,23,2,3~6,강원도,화천군,상서면,산정상,맑음,15,79,45,,인간의 부주의,담뱃불,부주의,20120523,53444,춘천소방서,화천119안전센터,,20120523,53656,20120523,55012,1316,45,15,15.0,20120523,73000,36,20120523,75300,20248,7,0,0,0.04
48,2012-05-26,15:17:00,2012,5,26,5,15~18,강원도,평창군,미탄면,산중턱,맑음,23,15,90,,인간의 부주의,담뱃불,부주의,20120526,151720,평창소방서,평창119안전센터,,20120526,151754,20120526,160439,4645,16,16,1.0,20120526,53716,84,20120526,173716,13237,20,0,0,0.2
49,2012-05-27,14:10:00,2012,5,27,6,12~15,강원도,영월군,남면,산정상,비,18,62,270,,자연적 요인,기타,자연적인요인,20120527,141047,영월소방서,영월119안전센터,남면119지역대,20120527,141308,20120527,142523,1215,11,11,4.0,20120527,33721,19,20120527,153721,11158,6,0,0,0.1
50,2012-05-27,16:11:00,2012,5,27,6,15~18,강원도,홍천군,화촌면,산중턱,흐림,21,68,225,,자연적 요인,기타,자연적인요인,20120527,161118,홍천소방서,홍천119안전센터,화촌119지역대,20120527,161230,20120527,163733,2503,35,35,25.0,20120527,55257,32,20120527,175257,11524,4,0,0,0.01
51,2012-05-27,17:31:00,2012,5,27,6,15~18,강원도,삼척시,미로면,산정상,소나기,22,25,270,,미상,미상,미상,20120527,173144,삼척소방서,봉황119안전센터,미로119지역대,20120527,173227,20120527,174027,800,16,16,8.0,20120527,75027,72,20120527,202027,24000,7,0,0,0.01
52,2012-05-28,10:20:00,2012,5,28,0,9~12,강원도,홍천군,동면,산정상,맑음,22,55,45,,자연적 요인,기타,자연적인요인,20120528,102006,홍천소방서,홍천119안전센터,동면119지역대,20120528,102150,20120528,104545,2355,7,7,9.0,20120528,121926,65,20120528,121926,13341,6,0,90,0.07
53,2012-05-28,12:09:00,2012,5,28,0,9~12,강원도,정선군,여량면,산정상,맑음,15,82,135,,미상,미상,미상,20120528,120939,정선소방서,임계119안전센터,여량면119지역대,20120528,121005,20120528,122005,1000,23,13,10.0,20120528,14405,58,20120528,142905,20900,7,0,0,0.01
54,2012-05-30,09:10:00,2012,5,30,2,6~9,강원도,양구군,양구읍,산중턱,비,17,78,45,,자연적 요인,기타,자연적인요인,20120530,91006,춘천소방서,양구119안전센터,,20120530,91137,20120530,92527,1350,60,10,25.0,20120530,93937,27,20120530,94419,1852,2,0,0,0.01
55,2012-06-14,21:31:00,2012,6,14,3,21~24,강원도,춘천시,동면,산정상,구름많음,19,68,270,,인간의 부주의,담뱃불,부주의,20120614,213143,춘천소방서,후평119안전센터,,20120614,214431,20120614,215131,700,5,5,0.0,20120614,103031,196,20120614,232031,12900,11,0,82,0.05
56,2012-06-19,11:17:00,2012,6,19,1,9~12,강원도,춘천시,남면,산중턱,맑음,29,37,45,,인간의 부주의,담뱃불,부주의,20120619,111703,춘천소방서,강촌119안전센터,,20120619,111914,20120619,115314,3400,30,30,0.0,20120619,120514,181,20120619,122014,2700,13,0,1445,0.1
57,2012-06-21,13:52:00,2012,6,21,3,12~15,강원도,홍천군,북방면,산정상,맑음,20,82,90,,인간의 부주의,담뱃불,부주의,20120621,135204,홍천소방서,홍천119안전센터,북방119지역대,20120621,135252,20120621,140320,1028,17,17,4.0,20120621,33200,55,20120621,192000,51640,10,0,710,0.08
58,2012-06-22,12:24:00,2012,6,22,4,9~12,강원도,횡성군,서원면,산정상,구름많음,27,57,225,,인간의 부주의,기타,부주의,20120622,122438,횡성소방서,횡성119안전센터,,20120622,122826,20120622,124024,1158,15,15,9.0,20120622,25556,95,20120622,145557,21533,16,0,0,0.7
59,2012-06-29,05:41:00,2012,6,29,4,3~6,강원도,원주시,부론면,산정상,맑음,23,50,180,,인간의 부주의,담뱃불,부주의,20120629,54112,원주소방서,문막119안전센터,부론119지역대,20120629,54241,20120629,63707,5426,30,12,7.0,20120629,80910,98,20120629,804556,20849,8,0,0,0.2
60,2012-10-14,14:28:00,2012,10,14,6,12~15,강원도,속초시,설악동,산중턱,맑음,20,51,315,,인간의 부주의,담뱃불,부주의,20121014,142801,속초소방서,설악119안전센터,,20121014,142855,20121014,144234,1339,9,3,0.0,20121014,30512,50,20121014,153012,4738,8,0,0,0.01
61,2012-10-21,13:00:00,2012,10,21,6,12~15,강원도,원주시,문막읍,산정상,맑음,21,52,180,,미상,미상,미상,20121021,130041,원주소방서,문막119안전센터,,20121021,130147,20121021,134212,4025,17,8,0.0,20121021,23441,28,20121021,151317,13105,10,0,0,0.03
62,2012-11-27,12:16:00,2012,11,27,1,9~12,강원도,춘천시,신동,산정상,맑음,5,19,225,,인간의 부주의,담뱃불,부주의,20121127,121613,춘천소방서,후평119안전센터,,20121127,121759,20121127,122559,800,8,8,0.0,20121127,125959,33,20121127,125959,3400,6,0,0,0.01
63,2012-12-26,12:21:00,2012,12,26,2,9~12,강원도,삼척시,가곡면,산아래,맑음,-8,42,45,,인간의 부주의,기타,부주의,20121226,122103,삼척소방서,원덕119안전센터,가곡119지역대,20121226,122220,20121226,123520,1300,59,23,4.0,20121226,30020,385,20121226,151020,23500,29,0,0,0.2
64,2013-01-12,16:46:00,2013,1,12,5,15~18,강원도,양양군,강현면,산아래,흐림,5,49,225,,인간의 부주의,쓰레기소각장,부주의,20130112,164650,양양소방서,양양119안전센터,,20130112,164810,20130112,170002,1152,12,8,0.0,20130112,53556,268,20130112,173556,3554,14,0,0,0.1
65,2013-02-28,12:09:00,2013,2,28,3,9~12,강원도,삼척시,원덕읍,산아래,구름많음,10,41,225,,인간의 부주의,논/밭두렁,부주의,20130228,120911,삼척소방서,원덕119안전센터,,20130228,120948,20130228,121358,410,37,2,0.0,20130228,124458,242,20130228,131458,10100,15,0,0,0.02
66,2013-03-06,15:08:00,2013,3,6,2,15~18,강원도,춘천시,남산면,산아래,맑음,11,54,135,,인간의 부주의,논/밭두렁,부주의,20130306,150855,춘천소방서,강촌119안전센터,,20130306,150858,20130306,152058,1200,29,15,0.0,20130306,35058,118,20130306,161058,5000,13,0,0,0.05
67,2013-03-08,12:12:00,2013,3,8,4,9~12,강원도,양양군,현남면,산아래,맑음,14,35,270,건조주의보,인간의 부주의,쓰레기소각장,부주의,20130308,121241,양양소방서,하조대119안전센터,,20130308,121346,20130308,122342,956,50,13,0.0,20130308,125229,721,20130308,134000,11618,21,0,457,1.0
68,2013-03-09,13:10:00,2013,3,9,5,12~15,강원도,춘천시,북산면,산아래,맑음,21,26,225,,인간의 부주의,쓰레기소각장,부주의,20130309,131013,춘천소방서,후평119안전센터,,20130309,131132,20130309,134332,3200,30,30,0.0,20130309,22632,75,20130309,142632,4300,7,0,0,0.3
69,2013-03-11,12:44:00,2013,3,11,0,9~12,강원도,양구군,양구읍,산아래,맑음,8,44,225,,인간의 부주의,논/밭두렁,부주의,20130311,124436,춘천소방서,양구119안전센터,,20130311,124551,20130311,125851,1300,57,13,23.0,20130311,11351,95,20130311,132451,2600,5,0,1,0.1
70,2013-03-16,10:58:00,2013,3,16,5,9~12,강원도,양양군,강현면,산아래,맑음,13,31,90,,인간의 부주의,논/밭두렁,부주의,20130316,105807,양양소방서,양양119안전센터,,20130316,105911,20130316,111911,2000,15,9,0.0,20130316,114511,181,20130316,123011,11100,24,0,2889,0.2
71,2013-03-23,14:31:00,2013,3,23,5,12~15,강원도,원주시,지정면,산중턱,맑음,7,56,180,,미상,미상,미상,20130323,143145,원주소방서,문막119안전센터,지정119지역대,20130323,143235,20130323,144404,1129,21,8,8.0,20130323,25502,73,20130323,152710,4306,6,0,1320,0.1
72,2013-03-27,14:35:00,2013,3,27,2,12~15,강원도,춘천시,남산면,산아래,맑음,15,13,225,,인간의 부주의,기타,부주의,20130327,143535,춘천소방서,강촌119안전센터,,20130327,143651,20130327,144335,644,20,7,0.0,20130327,32024,91,20130327,170045,21710,13,0,156231,4.0
73,2013-03-27,15:54:00,2013,3,27,2,15~18,강원도,홍천군,홍천읍,산아래,맑음,17,14,225,,인간의 부주의,담뱃불,부주의,20130327,155400,홍천소방서,홍천119안전센터,,20130327,155548,20130327,160033,445,3,3,0.0,20130327,42442,206,20130327,164032,3959,17,0,4765,0.1
74,2013-03-28,02:12:00,2013,3,28,3,0~3,강원도,강릉시,교동,산중턱,맑음,4,37,225,,방화 및 방화의심,기타,방화,20130328,21253,강릉소방서,유천119안전센터,,20130328,21355,20130328,21859,504,2,2,0.0,20130328,23000,22,20130328,23928,2029,9,0,0,0.02
75,2013-04-01,14:20:00,2013,4,1,0,12~15,강원도,춘천시,동면,미상,구름많음,15,19,180,,미상,미상,미상,20130401,142024,춘천소방서,후평119안전센터,,20130401,142151,20130401,143218,1027,5,5,0.0,20130401,24030,46,20130401,144030,812,7,0,0,0.01
76,2013-04-27,11:47:00,2013,4,27,5,9~12,강원도,양양군,현남면,산중턱,맑음,16,54,90,,미상,미상,미상,20130427,114749,양양소방서,하조대119안전센터,,20130427,114941,20130427,115840,859,36,5,0.0,20130427,123331,154,20130427,133000,13120,10,0,580,0.3
77,2013-04-30,11:59:00,2013,4,30,1,9~12,강원도,삼척시,신기면,산중턱,맑음,23,53,45,,인간의 부주의,입산자실화,부주의,20130430,115942,삼척소방서,도계119안전센터,하장119지역대,20130430,120100,20130430,120400,300,18,18,3.0,20130430,14000,94,20130430,151200,30800,26,0,3752,0.8
78,2013-05-04,12:50:00,2013,5,4,5,9~12,강원도,홍천군,홍천읍,산아래,맑음,18,39,315,,인간의 부주의,입산자실화,부주의,20130504,125032,홍천소방서,홍천119안전센터,,20130504,125224,20130504,130221,957,4,4,0.0,20130504,10500,93,20130504,131000,739,12,0,0,0.1
79,2013-05-06,14:49:00,2013,5,6,0,12~15,강원도,춘천시,동면,산아래,맑음,24,30,225,,인간의 부주의,입산자실화,기타,20130506,144957,춘천소방서,후평119안전센터,,20130506,145044,20130506,145730,646,6,6,0.0,20130506,32433,98,20130506,152433,2703,20,0,0,0.1
80,2013-05-08,11:04:00,2013,5,8,2,9~12,강원도,속초시,설악동,산정상,맑음,24,32,270,,미상,미상,미상,20130508,110455,속초소방서,설악119안전센터,,20130508,110647,20130508,110947,300,10,4,0.0,20130508,121047,46,20130508,130047,15100,10,0,0,0.01
81,2013-05-08,12:25:00,2013,5,8,2,9~12,강원도,횡성군,강림면,산중턱,맑음,24,32,270,,인간의 부주의,기타,부주의,20130508,122522,횡성소방서,우천119안전센터,강림지역대,20130508,122552,20130508,123500,908,18,12,10.0,20130508,14200,102,20130508,143600,20100,12,0,0,0.2
82,2013-05-12,13:57:00,2013,5,12,6,12~15,강원도,삼척시,미로면,산정상,맑음,25,28,225,,인간의 부주의,입산자실화,부주의,20130512,135747,삼척소방서,봉황119안전센터,미로119지역대,20130512,135747,20130512,135919,132,10,10,1.0,20130512,25719,149,20130512,153019,13100,21,0,1445,0.1
83,2013-05-16,11:14:00,2013,5,16,3,9~12,강원도,홍천군,남면,산중턱,맑음,23,32,90,,인간의 부주의,담뱃불,부주의,20130516,111424,홍천소방서,양덕원119안전센터,,20130516,111619,20130516,112438,819,17,3,0.0,20130516,115500,83,20130516,120500,4022,6,0,0,0.05
84,2013-06-07,02:59:00,2013,6,7,4,0~3,강원도,춘천시,동면,산아래,구름많음,19,88,45,,미상,미상,미상,20130607,25958,춘천소방서,후평119안전센터,,20130607,30034,20130607,31534,1500,5,5,0.0,20130607,32034,18,20130607,43034,11500,6,0,0,0.02
85,2013-10-29,14:30:00,2013,10,29,1,12~15,강원도,춘천시,사북면,산중턱,구름많음,16,55,225,,인간의 부주의,담뱃불,기타,20131029,143036,춘천소방서,후평119안전센터,,20131029,143330,20131029,145330,2000,19,19,0.0,20131029,33051,43,20131029,155030,5700,8,0,0,0.05
86,2013-11-08,21:31:00,2013,11,8,4,21~24,강원도,양양군,양양읍,산중턱,맑음,9,87,225,,인간의 부주의,입산자실화,방화,20131108,213105,양양소방서,양양119안전센터,,20131108,213258,20131108,214958,1700,18,4,0.0,20131108,95158,34,20131108,215158,200,7,0,0,0.01
87,2013-11-22,22:17:00,2013,11,22,4,21~24,강원도,태백시,하사미동,산정상,흐림,-1,78,270,,미상,미상,미상,20131122,221744,태백소방서,화전119안전센터,,20131123,221935,20131123,224746,2811,30,25,0.0,20131123,111408,36,20131124,22508,33722,8,0,0,0.05
88,2013-12-01,21:40:00,2013,12,1,6,21~24,강원도,강릉시,성산면,산아래,맑음,7,38,315,건조주의보,미상,미상,미상,20131201,214059,강릉소방서,내곡119안전센터,,20131201,214234,20131201,215249,1015,8,4,0.0,20131201,100541,39,20131201,222218,2929,13,0,440,0.03
89,2013-12-06,14:02:00,2013,12,6,4,12~15,강원도,양양군,현북면,산아래,구름조금,7,0,45,,미상,미상,미상,20131206,140225,양양소방서,하조대119안전센터,,20131206,140300,20131206,142442,2142,28,6,0.0,20131206,23736,234,20131206,144500,2018,23,0,0,0.01
90,2014-01-15,16:19:00,2014,1,15,2,15~18,강원도,삼척시,도계읍,산중턱,맑음,2,45,135,,인간의 부주의,미상,부주의,20140115,161903,삼척소방서,도계119안전센터,,20140115,162047,20140115,162547,500,41,4,0.0,20140115,51747,180,20140115,181747,15200,20,0,0,0.1
