,화재발생일자,화재발생시간,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,발화지점,날씨,온도,습도,특보내용,발화원인,발화요인대분류명,발화요인소분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
262,20160317,121500,강원도,강릉시,성산면,,330-4,,산아래,맑음,18,21,건조주의보,논/밭두렁,부주의,담뱃불,20160317,121552,강릉소방서,내곡119안전센터,,20160317,121718,20160317,122603,845,8,6,0,20160317,125013,260,20160317,125613,3010,37,0,0,0.6
263,20160327,113500,강원도,화천군,사내면,,920,하오재로342-17,산아래,맑음,12,16,,쓰레기소각장,부주의,담뱃불,20160327,113552,춘천소방서,사내119안전센터,,20160327,113646,20160327,115641,1955,56,11,0,20160327,122553,55,20160327,122553,2912,6,0,0,0.3
264,20160328,125500,강원도,철원군,김화읍,,산33,김화로102,산중턱,맑음,16,23,,미상,부주의,라이터불/성냥불,20160328,125552,철원소방서,김화119안전센터,,20160328,125844,20160328,130749,905,8,8,0,20160328,30049,299,20160328,183949,53200,15,0,0,2
265,20160328,182100,강원도,원주시,신림면,,112-2,,평지,맑음,13,0,,쓰레기소각장,부주의,라이터불/성냥불,20160328,182148,원주소방서,신림119안전센터,,20160328,182354,20160328,183145,751,22,4,0,20160328,63916,68,20160328,185308,2123,8,1,0,0.03
266,20160331,124300,강원도,화천군,사내면,,,박달로393-24,산아래,구름조금,17,12,,담뱃불,부주의,담뱃불,20160331,124313,춘천소방서,사내119안전센터,,20160331,124513,20160331,125813,1300,46,6,0,20160331,22413,442,20160331,151313,21500,7,0,0,1.5
267,20160401,111400,강원도,평창군,진부면,,277,,산아래,맑음,18,23,,쓰레기소각장,부주의,쓰레기/논밭두렁,20160401,111404,평창소방서,진부119안전센터,,20160401,111530,20160401,112450,920,30,2,0,20160401,120534,72,20160401,125615,13125,6,0,44,0.2
268,20160401,124300,강원도,양구군,남면,,288,정중앙로552,산정상,맑음,24,18,,미상,미상,미상,20160401,124339,춘천소방서,양구119안전센터,남면119지역대,20160401,124439,20160401,125311,832,50,6,2,20160401,50012,953,20160401,211234,81923,18,0,0,6
269,20160401,163900,강원도,횡성군,횡성읍,,,갈풍1길28,산아래,맑음,18,45,,쓰레기소각장,부주의,쓰레기/논밭두렁,20160401,163921,횡성소방서,횡성119안전센터,,20160401,164034,20160401,165026,952,5,5,0,20160401,51755,93,20160401,173244,4218,7,0,1518,0.5
270,20160402,140000,강원도,홍천군,서면,,67,,평지,맑음,23,20,,기타,부주의,용접/절단/연마,20160402,140008,홍천소방서,양덕원119안전센터,서면119지역대,20160402,140112,20160402,140959,847,33,39,7,20160402,31156,148,20160402,154548,13549,17,0,13730,1
271,20160402,152400,강원도,영월군,김삿갓면,,203,,산아래,맑음,24,15,,자동차,기계적요인,마찰열/마찰스파크,20160402,152411,영월소방서,중동119안전센터,김삿갓119지역대,20160402,152513,20160402,153538,1025,12,12,7,20160402,41038,193,20160402,165938,12400,17,0,4400,0.5
272,20160402,185700,강원도,평창군,방림면,,1102,비네소골길95,산아래,구름조금,19,21,,논/밭두렁,부주의,라이터불/성냥불,20160402,185725,평창소방서,평창119안전센터,방림119지역대,20160402,185818,20160402,190809,951,21,21,4,20160402,102533,335,20160402,231133,40324,14,0,0,2
273,20160404,175000,강원도,화천군,하남면,,16,,산중턱,맑음,16,50,,입산자실화,미상,미상,20160404,175016,춘천소방서,화천119안전센터,,20160404,175116,20160404,181006,1850,33,8,0,20160404,64406,46,20160404,190106,5100,9,0,220,0.01
274,20160406,151400,강원도,원주시,부론면,,179-8,,산아래,맑음,18,20,,논/밭두렁,부주의,쓰레기/논밭두렁,20160406,151410,원주소방서,문막119안전센터,지정119지역대,20160406,151542,20160406,153123,1541,38,21,7,20160406,35807,95,20160406,162829,5706,6,0,0,0.05
275,20160409,153200,강원도,고성군,죽왕면,,141,,산중턱,맑음,24,30,,기타,부주의,담뱃불,20160409,153241,고성소방서,동광119안전센터,,20160409,153415,20160409,154250,835,8,9,0,20160409,41326,117,20160409,162627,4337,22,0,0,0.08
276,20160416,151100,강원도,삼척시,미로면,,161-5,,산중턱,구름조금,15,35,,미상,부주의,담뱃불,20160416,151110,삼척소방서,봉황119안전센터,,20160416,151130,20160416,152515,1345,15,15,8,20160416,34024,248,20160416,163525,11010,17,0,0,0.04
277,20160424,95300,강원도,삼척시,원덕읍,,367,,산중턱,구름조금,15,40,,담뱃불,부주의,담뱃불,20160424,95319,삼척소방서,원덕119안전센터,임원119지역대,20160424,95412,20160424,100848,1436,45,15,11,20160424,104748,193,20160424,120348,15500,15,0,0,0.05
278,20160430,190200,강원도,강릉시,연곡면,,71,,산아래,맑음,22,39,강풍주의보,취사행위,부주의,화염전도/복사열,20160430,190247,강릉소방서,주문진119안전센터,,20160430,190328,20160430,191937,1609,27,15,0,20160430,80000,298,20160430,201500,5523,20,0,0,0.03
279,20160507,164700,강원도,삼척시,하장면,,25,,산중턱,맑음,20,30,,담뱃불,부주의,담뱃불,20160507,164712,삼척소방서,도계119안전센터,,20160507,164832,20160507,165210,338,37,20,2,20160507,60250,175,20160507,184411,15201,4,0,2310,0.03
280,20160512,172400,강원도,삼척시,근덕면,,산53,방재로303,산정상,맑음,19,40,,군경사격장,부주의,불꽃/불티,20160512,172440,삼척소방서,근덕119안전센터,,20160512,172557,20160512,174549,1952,25,15,0,20160512,55549,207,20160512,182749,4200,9,0,544,0.1
281,20160514,123900,강원도,정선군,신동읍,,176,,평지,맑음,26,9,,논/밭두렁,부주의,불꽃/불티,20160514,123948,정선소방서,신동119안전센터,,20160514,124051,20160514,131036,2945,29,11,24,20160514,20136,71,20160514,142020,10944,102,0,0,0.3
282,20160514,152000,강원도,정선군,남면,,135,,산정상,맑음,27,14,,미상,미상,미상,20160514,152044,정선소방서,사북119안전센터,남면119지역대,20160514,152548,20160514,154534,1946,34,14,13,20160514,43755,107,20160514,172645,14111,106,0,0,2
283,20160515,131100,강원도,정선군,신동읍,,174,,산중턱,맑음,23,50,,담뱃불,부주의,담뱃불,20160515,131133,정선소방서,신동119안전센터,,20160515,131239,20160515,134008,2729,33,9,19,20160515,30052,109,20160515,155052,21044,16,0,0,0.1
284,20160518,130300,강원도,양양군,강현면,,6,,산아래,맑음,27,28,,논/밭두렁,부주의,쓰레기/논밭두렁,20160518,130335,양양소방서,양양119안전센터,,20160518,130453,20160518,133107,2614,8,8,0,20160518,13707,132,20160518,153907,20800,19,0,0,0.05
285,20160520,150700,강원도,원주시,소초면,,992-58,,산아래,맑음,29,20,,쓰레기소각장,부주의,쓰레기/논밭두렁,20160520,150717,원주소방서,태장119안전센터,소초119지역대,20160520,150844,20160520,153237,2353,12,9,7,20160520,35335,32,20160520,155335,2058,9,0,0,0.08
286,20160530,134800,강원도,평창군,진부면,,산191-2,약수동길111-13,산중턱,맑음,27,33,,쓰레기소각장,부주의,쓰레기/논밭두렁,20160530,134841,평창소방서,진부119안전센터,,20160530,134853,20160530,140243,1350,48,5,0,20160530,22248,80,20160530,151646,11403,12,0,2333,1
287,20160603,112500,강원도,인제군,남면,,352,,산중턱,맑음,26,27,,입산자실화,미상,미상,20160603,112504,인제소방서,인제119안전센터,남면119지역대,20160603,112504,20160603,113410,906,19,19,6,20160603,123456,138,20160603,124034,10624,11,0,0,0.1
288,20160606,123400,강원도,강릉시,연곡면,,215,,산아래,맑음,21,67,,논/밭두렁,부주의,쓰레기/논밭두렁,20160606,123457,강릉소방서,주문진119안전센터,,20160606,123559,20160606,131001,3402,25,10,0,20160606,12043,89,20160606,140643,5642,15,0,0,0.1
289,20160606,141100,강원도,인제군,남면,,,,산중턱,구름많음,27,32,,담뱃불,부주의,담뱃불,20160606,141109,인제소방서,인제119안전센터,남면119지역대,20160606,141241,20160606,143936,2655,10,10,4,20160606,40440,51,20160606,170710,22734,7,0,0,0.01
290,20160610,125300,강원도,홍천군,내촌면,,277-1,,산아래,맑음,32,12,,쓰레기소각장,부주의,쓰레기/논밭두렁,20160610,125321,홍천소방서,서석119안전센터,내촌119지역대,20160610,125616,20160610,130235,619,30,24,3,20160610,15625,72,20160610,140744,10509,9,0,0,0.1
291,20160610,130700,강원도,정선군,신동읍,,13,,평지,맑음,30,29,,논/밭두렁,부주의,쓰레기/논밭두렁,20160610,130700,정선소방서,신동119안전센터,,20160610,130712,20160610,133605,2853,32,14,25,20160610,21446,38,20160610,141932,4327,6,0,0,0.2
292,20160617,130200,강원도,춘천시,서면,,산165,박사로59,산중턱,맑음,28,49,,담뱃불,부주의,담뱃불,20160617,130221,춘천소방서,강촌119안전센터,,20160617,130730,20160617,131829,1059,16,10,0,20160617,14958,59,20160617,140205,4336,15,0,0,0.01
293,20160620,152700,강원도,원주시,흥업면,,91,,산정상,맑음,29,36,,담뱃불,부주의,담뱃불,20160620,152741,원주소방서,혁신119안전센터,명륜119지역대,20160620,153026,20160620,153738,712,10,10,0,20160620,34827,58,20160620,165951,12213,4,0,0,0.05
294,20160629,151400,강원도,횡성군,서원면,,,,산중턱,맑음,30,52,,담뱃불,부주의,담뱃불,20160629,151400,횡성소방서,횡성119안전센터,,20160629,151420,20160629,152352,932,36,9,0,20160629,35749,55,20160629,155749,3357,7,0,4332,0.3
295,20160818,155500,강원도,횡성군,서원면,,100,,산중턱,맑음,24,25,,담뱃불,부주의,담뱃불,20160818,155559,횡성소방서,횡성119안전센터,서원119지역대,20160818,161704,20160818,170707,5003,24,24,12,20160818,51952,76,20160818,191135,20428,14,0,136,0.04
296,20160920,140200,강원도,춘천시,사북면,,102,용화산로76-117,산중턱,구름조금,23,35,,담뱃불,부주의,담뱃불,20160920,140233,춘천소방서,신북119안전센터,,20160920,140417,20160920,142817,2400,25,18,0,20160920,40000,52,20160920,163000,20143,4,0,0,0.01
297,20161114,123300,강원도,삼척시,하장면,,175-5,백두대간로2510,평지,맑음,18,10,,논/밭두렁,부주의,모닥불/연탄/숯,20161114,123304,삼척소방서,도계119안전센터,하장119지역대,20161114,123509,20161114,123623,114,34,25,0,20161114,124523,110,20161114,125023,1400,14,0,990,0.01
298,20161121,42600,강원도,강릉시,구정면,,463-12,칠봉로390,산아래,맑음,7,60,,기타,방화의심,미상,20161121,42643,강릉소방서,내곡119안전센터,,20161121,42805,20161121,44030,1225,10,7,0,20161121,45829,46,20161121,50244,2214,13,0,0,0.01
299,20161125,173500,강원도,횡성군,횡성읍,,28,청용길221,산중턱,맑음,4,25,,쓰레기소각장,부주의,비화,20161125,173541,횡성소방서,횡성119안전센터,,20161125,173632,20161125,174831,1159,4,4,0,20161125,60941,97,20161125,193015,14144,8,0,275,0.03
300,20170111,142200,강원도,춘천시,서면,현암리,산488-1,박사로781-11,평지,맑음,1,23,,논/밭두렁,부주의,모닥불/연탄/숯,20170111,142220,춘천소방서,신북119안전센터,,20170111,142449,20170111,143504,1015,11,9,0,20170111,25105,64,20170111,150605,3101,9,0,0,0.05
301,20170112,161900,강원도,강릉시,사천면,판교리,30,조부동길25-68,산아래,맑음,4,19,건조경보,담뱃불,미상,미상,20170112,161952,강릉소방서,경포119안전센터,,20170112,162009,20170112,162522,513,12,10,0,20170112,44333,129,20170112,164433,1911,13,0,0,0.03
302,20170114,214400,강원도,양양군,현북면,하광정리,14,,산정상,구름조금,-4,37,건조경보,기타,부주의,불꽃/불티,20170114,214401,양양소방서,하조대119안전센터,,20170114,214559,20170114,215340,741,14,5,0,20170114,102234,133,20170115,505557,80217,6,0,0,0.04
303,20170116,133900,강원도,양양군,서면,오색리,83,,산아래,맑음,5,37,건조경보,쓰레기소각장,부주의,쓰레기/논밭두렁,20170116,133956,양양소방서,양양119안전센터,,20170116,134055,20170116,135557,1502,19,34,0,20170116,20300,121,20170116,140300,703,5,0,0,0.02
304,20170221,115400,강원도,강릉시,강동면,안인진리,,,산중턱,맑음,5,35,,입산자실화,부주의,라이터불/성냥불,20170221,115418,강릉소방서,옥계119안전센터,정동119지역대,20170221,115635,20170221,120721,1046,12,12,8,20170221,122844,115,20170221,125544,4823,17,0,0,0.03
305,20170222,90800,강원도,강릉시,강동면,안인진리,,,산중턱,흐림,4,42,,기타,부주의,불꽃/불티,20170222,90836,강릉소방서,옥계119안전센터,,20170222,90935,20170222,92304,1329,11,19,8,20170222,94509,105,20170222,95636,3332,13,0,0,0.01
306,20170303,204700,강원도,홍천군,서면,팔봉리,23,,산중턱,맑음,1,84,,기타,부주의,비화,20170303,204705,홍천소방서,양덕원119안전센터,서면119지역대,20170303,204840,20170303,211004,2124,34,40,8,20170303,115230,117,20170304,1123,30119,12,0,0,0.01
307,20170309,102800,강원도,강릉시,옥계면,산계리,산119,,산정상,맑음,7,24,건조주의보,담뱃불,부주의,불꽃/불티,20170309,102848,강릉소방서,옥계119안전센터,,20170309,102934,20170309,103616,642,30,4,0,20170309,112835,2456,20170310,103035,235419,73,0,165000,75
308,20170310,113500,강원도,춘천시,동면,만천리,,,산중턱,맑음,8,28,,담뱃불,부주의,담뱃불,20170310,113538,춘천소방서,후평119안전센터,,20170310,113554,20170310,114431,837,5,5,0,20170310,120609,73,20170310,121038,2607,13,0,3300,0.01
309,20170311,143700,강원도,양구군,남면,가오작리,1319,광치령로1436,산중턱,구름조금,13,17,,기타,기계적요인,불꽃/스파크/정전기,20170311,143715,춘천소방서,양구119안전센터,남면119지역대,20170311,143817,20170311,145143,1326,50,14,7,20170311,52323,171,20170311,182745,33602,7,1,0,0.3
310,20170311,162300,강원도,홍천군,서면,팔봉리,225,,산중턱,구름조금,16,19,,담뱃불,부주의,담뱃불,20170311,162300,홍천소방서,양덕원119안전센터,서면119지역대,20170311,162655,20170311,163356,701,33,39,7,20170311,54133,70,20170311,181323,13927,12,0,0,0.05
311,20170312,174400,강원도,춘천시,서면,안보리,,,산아래,비,13,35,,쓰레기소각장,부주의,쓰레기/논밭두렁,20170312,174408,춘천소방서,강촌119안전센터,,20170312,174440,20170312,175852,1412,26,13,0,20170312,65401,236,20170312,185401,5509,18,0,4400,0.3
312,20170313,154600,강원도,영월군,김삿갓면,와석리,726,김삿갓로648,산아래,구름조금,13,0,,기타,부주의,용접/절단/연마,20170313,154626,영월소방서,중동119안전센터,김삿갓119지역대,20170313,154626,20170313,155617,951,23,12,6,20170313,44617,65,20170313,170605,10948,5,0,0,0.3
313,20170314,122100,강원도,춘천시,서면,안보리,88,경춘로675-17,평지,구름조금,1,75,건조주의보,논/밭두렁,부주의,라이터불/성냥불,20170314,122138,춘천소방서,강촌119안전센터,,20170314,122231,20170314,123302,1031,23,10,0,20170314,10836,154,20170314,132536,5234,14,0,0,0.3
314,20170314,150400,강원도,홍천군,서면,모곡리,120-1,,산아래,구름조금,11,36,,쓰레기소각장,부주의,비화,20170314,150442,홍천소방서,양덕원119안전센터,서면119지역대,20170314,150524,20170314,151632,1108,43,29,11,20170314,44500,157,20170314,164500,12828,19,0,0,0.5
315,20170315,110100,강원도,춘천시,동산면,원창리,산5-1,,산중턱,흐림,8,30,건조주의보,담뱃불,부주의,담뱃불,20170315,110130,춘천소방서,소양119안전센터,,20170315,110241,20170315,111512,1231,17,11,0,20170315,113019,82,20170315,114519,3007,9,0,0,0.05
316,20170317,134200,강원도,철원군,동송읍,양지리,5,,산중턱,맑음,13,35,,논/밭두렁,부주의,쓰레기/논밭두렁,20170317,134217,철원소방서,동송119안전센터,,20170317,134312,20170317,135706,1354,13,15,0,20170317,15853,34,20170317,141347,1641,7,0,0,0.1
317,20170319,103700,강원도,평창군,용평면,도사리,산418-1,작은도사길19-6,산아래,맑음,13,30,,건물,기타,비화,20170319,103727,평창소방서,봉평119안전센터,용평119지역대,20170319,103749,20170319,104408,619,38,17,7,20170319,120946,202,20170319,123946,15538,12,0,0,0.3
318,20170319,105200,강원도,화천군,하남면,논미리,184,,산아래,맑음,13,34,건조주의보,논/밭두렁,부주의,쓰레기/논밭두렁,20170319,105231,춘천소방서,화천119안전센터,,20170319,105231,20170319,110649,1418,50,10,14,20170319,113849,278,20170319,150649,40000,16,0,0,1.5
319,20170319,142000,강원도,영월군,영월읍,영흥리,68,,산중턱,맑음,18,10,,논/밭두렁,부주의,쓰레기/논밭두렁,20170319,142027,영월소방서,영월119안전센터,,20170319,142052,20170319,143334,1242,6,6,0,20170319,31814,132,20170319,161107,13733,13,0,0,0.2
320,20170319,181400,강원도,춘천시,석사동,,,스무숲2길16-21,산아래,맑음,8,44,,쓰레기소각장,부주의,라이터불/성냥불,20170319,181419,춘천소방서,대룡119안전센터,,20170319,181451,20170319,182637,1146,7,6,0,20170319,64000,114,20170319,185226,2549,6,0,0,0.05
321,20170322,163800,강원도,인제군,인제읍,남북리,140-2,,산아래,맑음,13,17,,기타,부주의,담뱃불,20170322,163844,인제소방서,인제119안전센터,,20170322,163911,20170322,164322,411,3,3,0,20170322,50259,94,20170322,170959,2637,21,0,0,0.01
322,20170322,175000,강원도,화천군,사내면,사창리,66,,산정상,맑음,11,30,,미상,부주의,라이터불/성냥불,20170322,175000,춘천소방서,사내119안전센터,,20170322,175436,20170322,180838,1402,43,9,0,20170322,64006,136,20170322,194706,13828,4,0,0,0.15
323,20170323,133300,강원도,횡성군,갑천면,삼거리,80,,산아래,맑음,14,30,,기타,부주의,용접/절단/연마,20170323,133958,횡성소방서,횡성119안전센터,갑천119지역대,20170323,134201,20170323,134652,451,20,20,3,20170323,22700,158,20170323,145312,10620,13,0,1870,0.5
324,20170330,150300,강원도,홍천군,화촌면,성산리,72,,평지,구름조금,18,20,,논/밭두렁,부주의,쓰레기/논밭두렁,20170330,150357,홍천소방서,홍천119안전센터,화촌119지역대,20170330,150508,20170330,151229,721,11,11,4,20170330,41427,99,20170330,161427,10158,13,1,3900,0.4
325,20170330,151000,강원도,춘천시,서면,당림리,,,산아래,구름조금,18,23,,쓰레기소각장,부주의,라이터불/성냥불,20170330,151015,춘천소방서,강촌119안전센터,,20170330,151124,20170330,152732,1608,20,8,0,20170330,34500,172,20170330,154755,2023,6,0,0,0.01
326,20170404,193000,강원도,철원군,갈말읍,문혜리,140-4,,산정상,맑음,12,18,,담뱃불,부주의,담뱃불,20170404,193049,철원소방서,태봉119안전센터,,20170404,193144,20170404,193815,631,4,4,0,20170404,85252,74,20170404,205252,11437,6,0,0,0.1
327,20170408,132800,강원도,영월군,무릉도원면,운학리,466,손이골길79,산아래,맑음,24,33,,기타,부주의,모닥불/연탄/숯,20170408,132807,영월소방서,주천119안전센터,,20170408,132859,20170408,135810,2911,48,23,0,20170408,24759,176,20170408,145326,5516,17,0,0,0.3
328,20170410,112100,강원도,원주시,소초면,평장리,1048-1,,산아래,맑음,21,15,,기타,부주의,비화,20170410,112139,원주소방서,태장119안전센터,소초119지역대,20170410,112251,20170410,112821,530,13,12,2,20170410,120825,111,20170410,123845,11024,26,0,660,0.2
329,20170410,170000,강원도,철원군,서면,자등리,335-6,,산중턱,맑음,20,11,,담뱃불,부주의,담뱃불,20170410,170046,철원소방서,김화119안전센터,자등119지역대,20170410,170133,20170410,171755,1622,40,30,10,20170410,54856,41,20170410,174856,3101,10,0,0,0.01
330,20170412,82800,강원도,철원군,동송읍,상노리,61,,산아래,맑음,12,12,,논/밭두렁,부주의,라이터불/성냥불,20170412,82838,철원소방서,동송119안전센터,,20170412,83341,20170412,85350,2009,18,9,0,20170412,100502,56,20170412,100502,11112,12,0,0,0.01
331,20170413,111200,강원도,춘천시,서면,덕두원리,238,명월길44,평지,맑음,14,23,건조주의보,기타,부주의,담뱃불,20170413,111221,춘천소방서,강촌119안전센터,,20170413,111405,20170413,112928,1523,17,12,0,20170413,124828,101,20170413,124828,11900,13,0,0,0.35
332,20170413,153200,강원도,고성군,거진읍,화포리,산291,,산아래,맑음,15,42,,기타,전기적요인,전기적아크,20170413,153257,고성소방서,거진119안전센터,,20170413,153420,20170413,154116,656,11,4,0,20170413,35244,62,20170413,155917,1801,5,0,0,0.02
333,20170420,113000,강원도,고성군,죽왕면,오봉리,산121-1,,산중턱,맑음,15,51,,담뱃불,부주의,담뱃불,20170420,113021,고성소방서,동광119안전센터,,20170420,113132,20170420,114330,1158,10,6,0,20170420,120652,62,20170420,120800,2430,5,0,0,0.01
334,20170423,30800,강원도,횡성군,횡성읍,조곡리,,,산아래,맑음,5,45,,자동차,부주의,담뱃불,20170423,30820,횡성소방서,횡성119안전센터,,20170423,30909,20170423,31704,755,6,6,0,20170423,33855,28,20170423,35000,3256,10,0,223,0.06
335,20170423,130200,강원도,영월군,중동면,연상리,133,,산아래,맑음,21,22,,쓰레기소각장,부주의,쓰레기/논밭두렁,20170423,130201,영월소방서,중동119안전센터,,20170423,130412,20170423,132918,2506,22,22,0,20170423,21420,81,20170423,143032,10114,4,0,0,0.2
336,20170423,135700,강원도,양구군,양구읍,도사리,257,,산아래,맑음,19,20,,미상,미상,미상,20170423,135702,춘천소방서,양구119안전센터,,20170423,135702,20170423,140745,1043,51,9,0,20170423,32024,89,20170423,152024,11239,6,0,0,0.12
337,20170424,135500,강원도,강릉시,연곡면,동덕리,80,,산아래,구름조금,21,37,건조주의보,담뱃불,부주의,담뱃불,20170424,135504,강릉소방서,주문진119안전센터,,20170424,135525,20170424,140401,836,13,5,0,20170424,24542,239,20170424,144842,4441,20,0,1001,0.3
338,20170428,141500,강원도,홍천군,내면,광원리,197-1,,산정상,구름조금,17,32,,담뱃불,부주의,담뱃불,20170428,141535,홍천소방서,서석119안전센터,내면119지역대,20170428,142451,20170428,143844,1353,77,43,16,20170428,35928,103,20170428,161432,13548,12,0,0,0.1
339,20170429,51800,강원도,고성군,거진읍,송강리,산24-1,,산중턱,맑음,11,63,,담뱃불,부주의,담뱃불,20170429,51831,고성소방서,거진119안전센터,,20170429,52155,20170429,52752,557,14,6,0,20170429,63600,51,20170429,603600,10808,4,0,0,0.1
340,20170429,121600,강원도,춘천시,서면,방동리,산90,,산정상,맑음,24,25,,담뱃불,부주의,담뱃불,20170429,121630,춘천소방서,신북119안전센터,,20170429,121630,20170429,123441,1811,13,12,0,20170429,11924,42,20170429,131924,4443,9,0,0,0.02
341,20170429,160000,강원도,춘천시,동산면,원창리,산339,,산정상,맑음,23,12,,담뱃불,부주의,담뱃불,20170429,160026,춘천소방서,대룡119안전센터,,20170429,160150,20170429,162112,1922,16,10,0,20170429,42212,42,20170429,164312,2200,9,0,0,0.01
342,20170501,123500,강원도,인제군,남면,관대리,,,산중턱,맑음,24,14,,입산자실화,부주의,담뱃불,20170501,123500,인제소방서,인제119안전센터,남면119지역대,20170501,123600,20170501,124651,1051,8,8,17,20170501,23607,98,20170501,151007,22316,20,0,0,0.5
343,20170501,144000,강원도,고성군,간성읍,탑동리,산11-1,,산중턱,맑음,19,65,,입산자실화,부주의,기타,20170501,144051,고성소방서,간성119안전센터,,20170501,144351,20170501,144949,558,10,4,0,20170501,33442,89,20170501,154126,5137,7,0,0,0.05
344,20170502,122000,강원도,원주시,부론면,정산리,852,,평지,맑음,26,36,,논/밭두렁,부주의,쓰레기/논밭두렁,20170502,122030,원주소방서,문막119안전센터,,20170502,122030,20170502,123326,1256,33,28,7,20170502,11130,100,20170502,131130,3804,9,0,11000,0.1
345,20170502,130700,강원도,원주시,문막읍,비두리,201,,평지,맑음,26,29,,담뱃불,부주의,담뱃불,20170502,130752,원주소방서,문막119안전센터,,20170502,130752,20170502,132755,2003,31,10,0,20170502,20911,89,20170502,141601,4806,10,0,2200,0.05
346,20170502,150300,강원도,고성군,거진읍,화포리,산3,화진포길258-115,산아래,맑음,17,70,,기타,자연적인요인,햇볕,20170502,150312,고성소방서,거진119안전센터,,20170502,150432,20170502,151341,909,13,5,6,20170502,32500,164,20170502,153300,1919,6,0,0,0.05
347,20170503,111400,강원도,홍천군,북방면,성동리,180,,산정상,맑음,26,24,,담뱃불,부주의,담뱃불,20170503,111446,홍천소방서,홍천119안전센터,북방119지역대,20170503,111633,20170503,113112,1439,8,8,5,20170503,122833,101,20170503,122833,5721,14,0,0,0.3
348,20170503,143500,강원도,영월군,상동읍,내덕리,,,산중턱,맑음,26,29,,입산자실화,부주의,불꽃/불티,20170503,143525,영월소방서,중동119안전센터,상동119지역대,20170503,143630,20170503,144801,1131,40,16,6,20170503,45000,150,20170503,183659,34858,18,0,79,0.5
349,20170503,171700,강원도,영월군,영월읍,팔괴리,,,산중턱,맑음,28,17,,담뱃불,부주의,담뱃불,20170503,171728,영월소방서,영월119안전센터,,20170503,171842,20170503,173154,1312,8,8,0,20170503,62059,42,20170503,183647,10453,8,0,0,0.01
350,20170503,202700,강원도,영월군,상동읍,내덕리,,,산중턱,맑음,17,37,,담뱃불,부주의,담뱃불,20170503,202700,영월소방서,중동119안전센터,상동119지역대,20170503,202902,20170503,204051,1149,52,24,4,20170503,104229,234,20170503,224351,20300,16,0,75,0.1
351,20170505,145100,강원도,정선군,남면,낙동리,120-4,,산중턱,맑음,20,55,건조경보,담뱃불,부주의,담뱃불,20170505,145108,정선소방서,사북119안전센터,남면119지역대,20170505,145108,20170505,150759,1651,13,13,15,20170505,41248,125,20170505,164048,13249,16,0,0,0.1
352,20170505,150300,강원도,강릉시,왕산면,대기리,189,,산중턱,맑음,26,31,,담뱃불,부주의,담뱃불,20170505,150337,강릉소방서,내곡119안전센터,,20170505,150337,20170505,153406,3029,28,26,0,20170505,34500,138,20170505,155000,1554,13,0,0,0.05
353,20170506,114200,강원도,삼척시,도계읍,점리,83,,산중턱,맑음,21,24,건조주의보,담뱃불,부주의,담뱃불,20170506,114257,삼척소방서,도계119안전센터,,20170506,114357,20170506,115557,1200,38,11,0,20170507,102457,1140,20170509,112057,232500,43,4,2126645,270
354,20170506,135900,강원도,고성군,간성읍,신안리,산30,,산정상,맑음,23,14,,입산자실화,부주의,담뱃불/라이터불,20170506,135912,고성소방서,간성119안전센터,,20170506,135912,20170506,140612,700,1,8,0,20170506,22405,40,20170506,143655,3043,5,0,0,0.02
355,20170506,142600,강원도,홍천군,내촌면,도관리,126,,산중턱,구름많음,21,16,,건물,미상,미상,20170506,142600,홍천소방서,서석119안전센터,내촌119지역대,20170506,142917,20170506,143123,206,29,21,2,20170506,31500,78,20170506,153500,10337,11,0,0,0.01
356,20170506,152700,강원도,강릉시,성산면,어흘리,293-1,,산정상,맑음,22,12,,입산자실화,부주의,기타,20170506,152751,강릉소방서,내곡119안전센터,,20170506,152839,20170506,155557,2718,14,12,0,20170507,103600,2840,20170509,53000,133403,118,0,6693391,57
357,20170507,191400,강원도,춘천시,북산면,오항리,43,,산아래,맑음,21,22,,담뱃불,부주의,담뱃불,20170507,191422,춘천소방서,신북119안전센터,,20170507,191422,20170507,194044,2622,30,26,0,20170507,83814,178,20170507,211536,13452,9,0,7700,0.1
358,20170507,195200,강원도,춘천시,북산면,조교리,1-37,,산아래,맑음,20,23,,담뱃불,부주의,담뱃불,20170507,195224,춘천소방서,대룡119안전센터,,20170507,195329,20170507,201614,2245,63,68,0,20170507,93700,93,20170507,214000,12346,13,0,770,0.01
359,20170508,150500,강원도,홍천군,홍천읍,상오안리,2,,산중턱,맑음,24,32,,담뱃불,부주의,담뱃불,20170508,150513,홍천소방서,홍천119안전센터,,20170508,150744,20170508,151647,903,11,11,0,20170508,41230,94,20170508,163029,11342,14,0,0,0.05
360,20170519,134400,강원도,강릉시,왕산면,대기리,697,,산아래,맑음,25,35,건조주의보,담뱃불,부주의,담뱃불,20170519,134449,강릉소방서,내곡119안전센터,,20170519,134554,20170519,141823,3229,31,29,0,20170519,22139,123,20170519,142139,316,17,0,0,0.06
