,화재발생일자,화재발생시간,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,발화지점,날씨,온도,습도,특보내용,발화원인,발화요인대분류명,발화요인소분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
361,20170520,110000,강원도,양구군,동면,월운리,,,산중턱,맑음,28,33,,담뱃불,부주의,담뱃불,20170520,110018,춘천소방서,양구119안전센터,동면119지역대,20170520,110208,20170520,110510,302,57,16,2,20170520,121355,78,20170520,123455,12945,7,0,0,0.1
362,20170520,123900,강원도,정선군,임계면,덕암리,산50-1,,산정상,맑음,28,30,,담뱃불,부주의,담뱃불,20170520,123900,정선소방서,임계119안전센터,,20170520,123900,20170520,130444,2544,29,22,14,20170520,14000,123,20170520,135955,5511,19,0,0,0.04
363,20170520,151800,강원도,화천군,사내면,삼일리,196,화악산로225,산중턱,맑음,29,28,,담뱃불,부주의,담뱃불,20170520,151800,춘천소방서,사내119안전센터,,20170520,151900,20170520,153722,1822,45,9,0,20170520,35848,17,20170520,162707,4945,1,0,0,0.06
364,20170521,120600,강원도,인제군,상남면,상남리,385-1,,산정상,맑음,25,30,,입산자실화,부주의,담뱃불,20170521,120646,인제소방서,기린119안전센터,상남119지역대,20170521,120646,20170521,153651,3005,37,20,5,20170521,44213,95,20170521,164213,10522,10,0,0,0.1
365,20170525,101200,강원도,춘천시,서면,방동리,93,당산길44-13,산정상,맑음,29,38,,담뱃불,부주의,담뱃불,20170525,101255,춘천소방서,신북119안전센터,,20170525,101255,20170525,105507,4212,22,21,0,20170525,125230,73,20170525,125235,15728,8,0,22,0.05
366,20170526,113700,강원도,춘천시,서면,당림리,,,산아래,구름조금,20,32,,쓰레기소각장,부주의,모닥불/연탄/숯,20170526,113756,춘천소방서,강촌119안전센터,,20170526,113938,20170526,115639,1701,17,9,0,20170526,123506,89,20170526,123506,3827,10,0,2750,0.01
367,20170527,110200,강원도,평창군,용평면,노동리,308,운두령로527-62,산아래,맑음,18,50,,쓰레기소각장,부주의,쓰레기/논밭두렁,20170527,110259,평창소방서,봉평119안전센터,용평119지역대,20170527,110259,20170527,112152,1853,50,28,18,20170527,120603,61,20170527,122249,10057,8,0,0,0.01
368,20170601,23000,강원도,원주시,문막읍,포진리,,,산아래,구름조금,20,20,,담뱃불,부주의,담뱃불,20170601,23510,원주소방서,문막119안전센터,,20170601,2558,20170601,3457,859,24,3,0,20170601,22851,66,20170601,30349,22852,8,0,0,0.3
369,20170602,144900,강원도,강릉시,옥계면,북동리,202,,산중턱,구름조금,19,57,,담뱃불,부주의,담뱃불,20170602,144945,강릉소방서,옥계119안전센터,,20170602,145103,20170602,151820,2717,30,9,0,20170602,33445,146,20170602,160126,4306,17,0,0,0.06
370,20170604,105500,강원도,인제군,인제읍,고사리,314,고사리길204,산아래,맑음,22,27,,기타,부주의,쓰레기/논밭두렁,20170604,105553,인제소방서,인제119안전센터,,20170604,105653,20170604,111913,2220,10,10,0,20170604,125644,88,20170604,141223,25310,10,0,0,0.3
371,20170604,121900,강원도,철원군,근남면,잠곡리,133-1,하오재로818,산아래,맑음,24,19,,담뱃불,부주의,담뱃불,20170604,121951,철원소방서,김화119안전센터,자등119지역대,20170604,122035,20170604,123257,1222,17,17,8,20170604,14123,70,20170604,141623,14326,11,0,492,0.01
372,20170619,120100,강원도,강릉시,왕산면,대기리,311,,산아래,구름조금,29,35,,담뱃불,부주의,담뱃불,20170619,120104,강릉소방서,내곡119안전센터,,20170619,120137,20170619,123142,3005,46,44,0,20170619,123841,73,20170619,124202,1020,15,0,0,0.01
373,20170619,210000,강원도,홍천군,서석면,수하리,257,,산아래,구름조금,20,72,,논/밭두렁,부주의,쓰레기/논밭두렁,20170619,210016,홍천소방서,서석119안전센터,,20170619,210127,20170619,210908,741,36,7,0,20170619,95847,108,20170619,230710,15802,11,0,0,0.05
374,20170621,143500,강원도,철원군,갈말읍,문혜리,,,산정상,맑음,29,33,,담뱃불,부주의,담뱃불,20170621,143552,철원소방서,태봉119안전센터,,20170621,143552,20170621,144246,654,3,3,0,20170621,41944,68,20170621,161944,13658,7,0,0,0.01
375,20170623,145000,강원도,횡성군,갑천면,병지방리,1,,산정상,구름조금,32,34,,입산자실화,부주의,미상,20170623,145015,횡성소방서,횡성119안전센터,갑천119지역대,20170623,145038,20170623,151713,2635,25,25,21,20170623,35929,57,20170623,163630,11917,7,0,0,0.01
376,20171116,130300,강원도,평창군,평창읍,대하리,산86,,산정상,맑음,5,18,,미상,미상,미상,20171116,130316,평창소방서,평창119안전센터,,20171116,130339,20171116,135247,4908,17,17,0,20171116,21614,91,20171116,143014,3727,11,0,0,0.09
377,20171116,150400,강원도,홍천군,내촌면,물걸리,275-1,,산중턱,맑음,6,32,,미상,부주의,담뱃불,20171116,150413,홍천소방서,서석119안전센터,내촌119지역대,20171116,150730,20171116,152707,1937,35,11,14,20171116,41200,113,20171116,163240,10533,16,0,3850,0.5
378,20171119,133600,강원도,정선군,여량면,유천리,267,,산아래,맑음,1,15,풍랑주의보,담뱃불,부주의,담뱃불,20171119,133627,정선소방서,임계119안전센터,여량면119지역대,20171119,134253,20171119,135240,947,25,24,8,20171119,21254,63,20171119,143054,3814,15,0,0,0.05
379,20171120,115100,강원도,영월군,남면,조전리,19,,산아래,맑음,4,26,풍랑주의보,쓰레기소각장,부주의,쓰레기/논밭두렁,20171120,115156,영월소방서,영월119안전센터,,20171120,115259,20171120,130453,1154,19,19,17,20171120,14000,130,20171120,134000,3507,12,0,0,0.3
380,20171130,105700,강원도,홍천군,홍천읍,장전평리,82,,산아래,구름조금,1,26,,쓰레기소각장,부주의,쓰레기/논밭두렁,20171130,105743,홍천소방서,홍천119안전센터,,20171130,105905,20171130,111007,1102,8,8,0,20171130,115116,85,20171130,115729,4722,13,1,0,0.05
381,20171202,210400,강원도,원주시,부론면,손곡리,184,,산아래,맑음,2,56,,기타,기계적요인,기기전도/복사열/기기발열,20171202,210417,원주소방서,문막119안전센터,부론119지역대,20171202,210521,20171202,211912,1351,25,8,8,20171202,102451,95,20171202,222451,10539,11,0,302,0.2
382,20171222,164800,강원도,양양군,서면,논화리,,,산아래,맑음,7,54,,미상,미상,미상,20171222,164829,양양소방서,양양119안전센터,,20171222,164951,20171222,170140,1149,7,7,0,20171222,60714,315,20171222,181828,11648,16,0,247,0.3
383,20180102,201400,강원도,원주시,소초면,교항리,128-1,,산정상,구름많음,-5,43,,모닥불,부주의,모닥불/연탄/숯,20180102,201400,원주소방서,태장119안전센터,소초119지역대,20180102,201601,20180102,201957,356,15,12,3,20180102,93359,74,20180102,213420,11423,6,0,0,0.01
384,20180114,195300,강원도,양양군,양양읍,화일리,818,되넘이길159번길224,미상,구름조금,6,53,,미상,미상,미상,20180114,195350,양양소방서,양양119안전센터,,20180114,195719,20180114,203525,3806,10,10,0,20180115,35013,1229,20180115,113000,145435,17,0,280012,1.2
385,20180201,134900,강원도,홍천군,서석면,검산리,131,,산중턱,맑음,-1,40,,담뱃불,부주의,담뱃불,20180201,134903,홍천소방서,서석119안전센터,,20180201,135034,20180201,142929,3855,39,5,0,20180201,32256,100,20180201,152256,5327,11,0,0,0.02
386,20180209,61200,강원도,춘천시,동산면,조양리,,,산아래,맑음,-10,72,,쓰레기소각장,부주의,모닥불/연탄/숯,20180209,61256,춘천소방서,대룡119안전센터,,20180209,61441,20180209,63417,1936,26,21,0,20180209,72615,69,20180209,73251,5834,10,0,0,0.01
387,20180211,212300,강원도,삼척시,도계읍,황조리,106,,산아래,구름조금,-11,57,풍랑경보,미상,미상,미상,20180211,212354,삼척소방서,도계119안전센터,,20180211,212438,20180211,213717,1239,38,6,0,20180213,10000,0,20180213,130000,152243,0,14,317680,50
388,20180212,122000,강원도,횡성군,공근면,가곡리,82,,산아래,맑음,-3,37,풍랑주의보,기타,부주의,모닥불/연탄/숯,20180212,122019,횡성소방서,횡성119안전센터,,20180212,122111,20180212,123006,855,15,0,7,20180212,11041,103,20180212,135910,12904,10,0,0,0.1
389,20180216,141100,강원도,평창군,평창읍,유동리,22,,산정상,맑음,5,20,,담뱃불,부주의,담뱃불,20180216,141133,평창소방서,평창119안전센터,,20180216,141216,20180216,142059,843,5,5,0,20180216,32042,168,20180216,153542,11443,15,0,0,0.5
390,20180219,145800,강원도,원주시,부론면,노림리,,,산아래,맑음,6,28,건조주의보,축사/비닐하우스,화학적요인,화학반응열,20180219,145831,원주소방서,문막119안전센터,부론119지역대,20180219,145940,20180219,151127,1147,28,7,7,20180219,34733,133,20180219,154733,3606,15,0,4207,0.5
391,20180220,155600,강원도,정선군,신동읍,운치리,879,,산아래,맑음,6,24,,논/밭두렁,부주의,쓰레기/논밭두렁,20180220,155609,정선소방서,신동119안전센터,,20180220,155707,20180220,162253,2546,47,17,28,20180220,45903,159,20180220,171509,5216,17,0,0,0.1
392,20180314,143300,강원도,춘천시,온의동,,산35,,산아래,맑음,20,42,,논/밭두렁,부주의,라이터불/성냥불,20180314,143300,춘천소방서,효자119안전센터,,20180314,143354,20180314,144028,634,6,2,0,20180314,24800,89,20180314,145000,932,10,0,0,0.2
393,20180325,194800,강원도,원주시,태장동,,573-2,,산아래,구름조금,8,62,,담뱃불,부주의,담뱃불,20180325,194853,원주소방서,태장119안전센터,,20180325,194936,20180325,195500,524,7,2,4,20180325,90501,147,20180325,211552,12052,7,0,0,0.3
394,20180328,61400,강원도,고성군,간성읍,탑동리,산19,,평지,구름조금,18,35,,기타,전기적요인,전기적아크,20180328,61417,고성소방서,동광119안전센터,,20180328,61456,20180328,62804,1308,3,8,0,20180329,50000,7174,20180329,170000,103156,281,1,4815212,40
395,20180401,130300,강원도,철원군,동송읍,상노리,산75,,산중턱,맑음,20,57,,담뱃불,부주의,담뱃불,20180401,130326,철원소방서,동송119안전센터,,20180401,130426,20180401,133036,2610,18,13,0,20180401,21015,57,20180401,144028,10952,6,0,0,0.1
396,20180409,143600,강원도,삼척시,원덕읍,노곡리,,,산중턱,구름조금,13,45,,자동차,기계적요인,기기전도/복사열/기기발열,20180409,143647,삼척소방서,원덕119안전센터,,20180409,143905,20180409,151043,3138,40,6,11,20180409,41536,198,20180409,171536,20453,30,0,19800,0.3
397,20180413,125100,강원도,춘천시,동면,품걸리,,,산아래,구름조금,18,17,,논/밭두렁,부주의,쓰레기/논밭두렁,20180413,125119,춘천소방서,후평119안전센터,,20180413,125300,20180413,132702,3402,37,15,0,20180413,23847,104,20180413,150547,13845,11,0,1,0.02
398,20180420,133800,강원도,평창군,대관령면,수하리,1,수하1길82,산중턱,맑음,26,16,,담뱃불,부주의,담뱃불,20180420,133810,평창소방서,대관령119안전센터,,20180420,133857,20180420,140701,2804,75,20,0,20180420,22210,100,20180420,144112,3411,25,0,0,0.08
399,20180421,104800,강원도,화천군,간동면,구만리,,파로호로425-25,산아래,맑음,22,28,,취사행위,부주의,비화,20180421,104828,춘천소방서,화천119안전센터,간동119지역대,20180421,104912,20180421,110236,1324,30,10,8,20180421,111846,55,20180421,113446,3210,13,0,0,0.15
400,20180421,113600,강원도,인제군,인제읍,합강리,,내린천로6629,산중턱,맑음,25,15,,미상,부주의,담뱃불,20180421,113653,인제소방서,인제119안전센터,,20180421,113722,20180421,115218,1456,9,9,0,20180421,65436,471,20180422,102348,223130,81,0,0,3
401,20180421,163500,강원도,춘천시,서면,덕두원리,산164-3,,산정상,구름조금,27,12,,담뱃불,부주의,담뱃불,20180421,163513,춘천소방서,강촌119안전센터,,20180421,163645,20180421,164951,1306,13,11,0,20180421,63921,163,20180422,130521,201530,28,0,0,0.5
402,20180601,143400,강원도,춘천시,사북면,발산리,,장본2길331,산정상,맑음,29,24,,담뱃불,부주의,담뱃불,20180601,143450,춘천소방서,신북119안전센터,,20180601,143802,20180601,150305,2503,10,5,0,20180601,44509,60,20180601,164809,14504,8,0,1,0.01
403,20180622,144100,강원도,양구군,남면,원리,산2-1,삼팔선로801,산정상,맑음,32,10,,담뱃불,부주의,담뱃불,20180622,144154,춘천소방서,양구119안전센터,남면119지역대,20180622,144936,20180622,151832,2856,60,20,10,20180623,13738,109,20180623,170138,14306,12,0,0,0.05
404,20180622,222100,강원도,인제군,남면,관대리,1,,산정상,구름조금,21,61,,입산자실화,부주의,담뱃불/라이터불,20180622,222133,인제소방서,인제119안전센터,,20180622,222338,20180623,706,4328,23,0,25,20180623,120819,42,20180623,1000,254,12,0,0,0.01
405,20180623,141900,강원도,춘천시,북산면,추곡리,산261,,산중턱,맑음,29,41,,담뱃불,부주의,담뱃불,20180623,141933,춘천소방서,신북119안전센터,,20180623,141933,20180623,144938,3005,27,23,11,20180623,43050,61,20180623,173050,24112,11,0,64,0.01
406,20180624,163800,강원도,홍천군,북방면,화동리,47,,산정상,맑음,33,30,,담뱃불,부주의,담뱃불,20180624,163834,홍천소방서,홍천119안전센터,북방119지역대,20180624,164433,20180624,164551,118,8,8,3,20180624,70249,138,20180624,201620,33029,17,0,0,1
407,20180624,181800,강원도,홍천군,내촌면,화상대리,,,산정상,맑음,31,35,,미상,미상,미상,20180624,181843,홍천소방서,서석119안전센터,내촌119지역대,20180624,185310,20180624,191626,2316,26,29,8,20180624,81728,79,20180624,201728,10102,12,0,0,0.25
408,20180729,134800,강원도,춘천시,남면,가정리,산88,,산중턱,맑음,34,45,,입산자실화,미상,미상,20180729,134858,춘천소방서,강촌119안전센터,,20180729,135025,20180729,142056,3031,34,14,0,20180729,32921,65,20180729,194021,51925,13,0,64,0.01
409,20180801,85100,강원도,춘천시,동면,품걸리,,,산정상,맑음,35,66,,담뱃불,부주의,불꽃/불티,20180801,85134,춘천소방서,후평119안전센터,,20180801,85333,20180801,93715,4342,36,15,0,20180801,35212,94,20180801,155212,61457,7,0,1,0.1
410,20180803,102800,강원도,횡성군,우천면,정금리,131,,산중턱,맑음,37,59,,담뱃불,부주의,담뱃불,20180803,102849,횡성소방서,우천119안전센터,,20180803,103018,20180803,105819,2801,18,12,13,20180803,112215,107,20180803,152214,42355,20,0,0,0.3
411,20180805,163400,강원도,홍천군,동면,월운리,,,산아래,맑음,35,48,,담뱃불,부주의,담뱃불,20180805,163414,홍천소방서,홍천119안전센터,동면119지역대,20180805,163447,20180805,164804,1317,10,10,6,20180805,52512,59,20180805,172512,3708,10,0,0,0.03
412,20180815,114900,강원도,횡성군,안흥면,상안리,201,,산정상,맑음,32,79,,입산자실화,부주의,담뱃불/라이터불,20180815,114938,횡성소방서,우천119안전센터,,20180815,115328,20180815,115800,432,26,13,5,20180815,30000,106,20180815,160529,40729,14,0,0,0.25
413,20180817,134600,강원도,춘천시,동면,월곡리,산33,,산중턱,맑음,29,34,,입산자실화,부주의,미상,20180817,134648,춘천소방서,후평119안전센터,,20180817,135027,20180817,140257,1230,10,6,0,20180817,62012,232,20180817,203412,63115,22,1,64,0.5
414,20181004,133400,강원도,인제군,남면,남전리,226-1,자작나무숲길132-2,산정상,구름조금,22,51,,담뱃불,부주의,담뱃불,20181004,133418,인제소방서,인제119안전센터,남면119지역대,20181004,133551,20181004,140000,2409,15,15,15,20181004,30758,115,20181004,161058,21058,12,0,0,0.01
415,20181122,142400,강원도,철원군,서면,자등리,산487,송동길30-21,산중턱,맑음,4,0,풍랑주의보,담뱃불,부주의,담뱃불,20181122,142454,철원소방서,김화119안전센터,,20181122,142649,20181122,143401,712,17,6,0,20181122,25254,91,20181122,151813,4412,9,0,0,0.1
416,20181123,95200,강원도,삼척시,근덕면,초곡리,1,,평지,맑음,5,19,건조주의보,기타,부주의,쓰레기/논밭두렁,20181123,95235,삼척소방서,근덕119안전센터,,20181123,95314,20181123,100730,1416,23,16,11,20181123,103852,152,20181123,105124,4354,15,0,0,0.1
417,20181126,63000,강원도,삼척시,근덕면,초곡리,,,산정상,맑음,3,70,,미상,미상,미상,20181126,63050,삼척소방서,근덕119안전센터,,20181126,63155,20181126,65031,1836,22,12,10,20181126,71433,70,20181126,71930,2859,15,0,0,0.03
418,20190122,115800,강원도,태백시,백산동,,54,백산길332-87,산중턱,구름조금,3,31,,기타,부주의,화염전도/복사열,20190122,115838,태백소방서,철암119안전센터,,20190122,120029,20190122,121413,1344,13,9,0,20190122,162521,146,20190122,52520,51107,24,0,3162,0.1
419,20190124,34800,강원도,인제군,서화면,천도리,178,,산중턱,맑음,3,20,,미상,미상,미상,20190124,34838,인제소방서,원통119안전센터,서화119지역대,20190124,35007,20190124,41755,2748,24,16,2,20190124,173200,221,20190124,10000,204205,23,0,9428,1
420,20190126,20900,강원도,평창군,방림면,운교리,238,,산아래,맑음,1,16,풍랑경보,쓰레기소각장,부주의,화염전도/복사열,20190126,20944,평창소방서,대화119안전센터,방림119지역대,20190126,21039,20190126,22225,1146,21,21,6,20190126,151921,90,20190126,33404,11139,10,0,0,0.05
421,20190127,25500,강원도,원주시,신림면,성남리,33,,산아래,맑음,-13,20,풍랑주의보,미상,미상,미상,20190127,25541,원주소방서,신림119안전센터,,20190127,25800,20190127,30401,601,22,5,0,20190127,33634,79,20190127,34108,3707,14,0,0,0.1
422,20190127,65600,강원도,원주시,신림면,신림리,14,,산아래,맑음,-2,65,,미상,미상,미상,20190127,65612,원주소방서,신림119안전센터,,20190127,65714,20190127,70351,637,21,3,0,20190127,202119,155,20190127,82119,11728,15,0,0,0.2
423,20190129,125800,강원도,횡성군,청일면,춘당리,582,춘당로65-14,평지,구름조금,4,23,,논/밭두렁,부주의,쓰레기/논밭두렁,20190129,125820,횡성소방서,둔내119안전센터,,20190129,125924,20190129,10621,657,26,16,4,20190129,134315,101,20190129,14540,3919,11,0,0,0.4
424,20190130,51800,강원도,홍천군,화촌면,송정리,36,,산아래,맑음,6,38,,미상,부주의,미상,20190130,51845,홍천소방서,홍천119안전센터,화촌119지역대,20190130,51911,20190130,52649,738,7,7,7,20190130,174640,100,20190130,55259,2610,16,0,0,0.05
425,20190227,113300,강원도,평창군,용평면,장평리,217-1,,산아래,맑음,8,50,,쓰레기소각장,부주의,비화,20190227,113328,평창소방서,봉평119안전센터,용평119지역대,20190227,113410,20190227,115242,1832,30,9,5,20190227,3005,86,20190227,123605,4323,11,0,0,0.1
426,20190227,21100,강원도,춘천시,서면,서상리,838,툇골길413-73,산아래,구름조금,13,34,,논/밭두렁,부주의,라이터불/성냥불,20190227,21126,춘천소방서,신북119안전센터,,20190227,21305,20190227,22931,1626,15,10,0,20190227,151025,87,20190227,35326,12355,14,0,0,1
427,20190304,124400,강원도,홍천군,동면,노천리,10-51,,산아래,맑음,15,24,,쓰레기소각장,부주의,비화,20190304,124431,홍천소방서,홍천119안전센터,동면119지역대,20190304,124510,20190304,11037,2527,19,19,16,20190304,144006,196,20190304,24053,13016,19,0,432,0.6
428,20190304,13400,강원도,횡성군,우천면,용둔리,211,추용로113,산아래,맑음,16,28,,모닥불,부주의,라이터불/성냥불,20190304,13430,횡성소방서,우천119안전센터,,20190304,13514,20190304,14442,928,8,7,16,20190304,142005,95,20190304,23005,4523,11,0,0,0.1
429,20190308,51100,강원도,홍천군,서석면,검산리,,검산길327,산아래,맑음,11,28,,기타,부주의,불꽃/불티,20190308,51148,홍천소방서,서석119안전센터,,20190308,51255,20190308,52208,913,39,6,26,20190308,174100,84,20190308,55358,3150,11,0,309,0.02
430,20190309,74500,강원도,강릉시,성산면,관음리,616,,산아래,맑음,8,15,,기타,부주의,불꽃/불티,20190309,74519,강릉소방서,유천119안전센터,,20190309,75041,20190309,80011,930,9,10,0,20190309,81924,46,20190309,82120,2109,10,0,127,0.1
431,20190313,104700,강원도,강릉시,연곡면,삼산리,810-2,,산중턱,구름조금,6,28,풍랑경보,기타,부주의,굴뚝아궁이,20190313,104729,강릉소방서,주문진119안전센터,,20190313,104845,20190313,111824,2939,30,18,0,20190313,114556,116,20190313,114556,2732,23,0,0,0.01
432,20190401,64100,강원도,홍천군,서면,길곡리,43,,산아래,맑음,7,36,,논/밭두렁,부주의,비화,20190401,64128,홍천소방서,양덕원119안전센터,서면119지역대,20190401,64215,20190401,65959,1744,52,36,16,20190401,194252,83,20190401,74252,4253,11,0,0,0.02
433,20190403,22200,강원도,횡성군,갑천면,포동리,632,,평지,맑음,12,24,,미상,부주의,모닥불/연탄/숯,20190403,22210,횡성소방서,횡성119안전센터,,20190403,22239,20190403,22940,701,17,17,5,20190403,151135,146,20190404,40048,13108,16,0,0,0.7
434,20190404,11600,강원도,횡성군,횡성읍,모평리,,,산아래,맑음,16,29,건조주의보,기타,부주의,쓰레기/논밭두렁,20190404,11630,횡성소방서,횡성119안전센터,,20190404,11801,20190404,12933,1132,6,6,12,20190404,135214,71,20190404,20002,3029,11,0,0,0.05
435,20190404,24500,강원도,인제군,남면,남전리,484,,산아래,맑음,15,26,강풍주의보,미상,부주의,비화,20190404,24506,인제소방서,인제119안전센터,남면119지역대,20190404,24532,20190404,25300,728,6,6,9,20190405,142231,3559,20190405,120000,210700,4659,0,116829,345
436,20190404,114600,강원도,강릉시,옥계면,남양리,958,,산중턱,맑음,15,17,강풍경보,건물,미상,미상,20190404,114602,강릉소방서,옥계119안전센터,,20190404,114719,20190404,115533,814,32,5,0,20190406,154717,6657,20190406,34717,155144,440,2,74260991,1260
437,20190407,103700,강원도,영월군,김삿갓면,와석리,62,,산아래,맑음,16,44,건조주의보,쓰레기소각장,부주의,쓰레기/논밭두렁,20190407,103724,영월소방서,중동119안전센터,김삿갓119지역대,20190407,103816,20190407,105203,1347,31,31,15,20190407,114400,96,20190407,114400,5157,20,0,11000,0.3
438,20190408,24900,강원도,인제군,남면,관대리,,,산정상,맑음,11,11,,미상,미상,미상,20190408,24942,인제소방서,인제119안전센터,남면119지역대,20190408,25313,20190408,41000,1647,20,20,17,20190408,162100,157,20190408,60000,15000,34,0,0,0.5
439,20190416,41400,강원도,홍천군,서면,반곡리,63,,산아래,구름조금,22,11,,기타,부주의,용접/절단/연마,20190416,41422,홍천소방서,양덕원119안전센터,서면119지역대,20190416,41511,20190416,42043,532,36,23,3,20190416,164350,73,20190416,50244,4201,9,0,0,0.08
440,20190417,15000,강원도,영월군,영월읍,삼옥리,849,,산아래,맑음,24,11,,기타,부주의,담뱃불,20190417,15047,영월소방서,영월119안전센터,,20190417,15155,20190417,20918,1723,12,12,0,20190418,143414,128,20190418,24146,3228,19,0,2508,0.2
441,20190420,122700,강원도,춘천시,사북면,고성리,102-13,사여골길294,산중턱,맑음,18,48,,담뱃불,부주의,담뱃불,20190420,122722,춘천소방서,신북119안전센터,,20190420,122845,20190420,124731,1846,20,17,0,20190420,132527,68,20190420,12527,3756,17,0,0,0.03
442,20190502,22100,강원도,춘천시,남산면,강촌리,287-5,,산중턱,맑음,24,20,건조주의보,담뱃불,부주의,담뱃불,20190502,22111,춘천소방서,강촌119안전센터,,20190502,22214,20190502,23820,1606,19,4,0,20190502,152559,120,20190502,33359,5539,15,0,0,0.2
443,20190503,24400,강원도,춘천시,석사동,,,세실로114,산아래,맑음,28,18,,담뱃불,부주의,담뱃불,20190503,24418,춘천소방서,후평119안전센터,,20190503,24418,20190503,25249,831,4,4,0,20190503,151135,78,20190503,32035,2746,16,0,0,0.05
444,20190505,32000,강원도,춘천시,석사동,,,세실로114,산정상,구름조금,13,78,건조주의보,담뱃불,부주의,담뱃불,20190505,32041,춘천소방서,대룡119안전센터,,20190505,32200,20190505,32657,457,7,6,0,20190505,44516,78,20190505,44516,11819,17,0,0,0.05
445,20190506,20800,강원도,홍천군,화촌면,군업리,317-1,구룡령로572-49,산정상,맑음,20,10,풍랑주의보,담뱃불,부주의,담뱃불,20190506,20819,홍천소방서,홍천119안전센터,화촌119지역대,20190506,20955,20190506,22824,1829,15,15,5,20190506,145800,70,20190506,42800,15936,14,0,0,0.02
446,20190506,54600,강원도,원주시,소초면,흥양리,187-1,,산아래,맑음,15,34,,담뱃불,부주의,담뱃불,20190506,54640,원주소방서,태장119안전센터,,20190506,54802,20190506,55953,1151,9,8,9,20190506,182509,56,20190506,71443,11450,11,0,6600,0.1
447,20190510,93400,강원도,고성군,죽왕면,구성리,130-10,,미상,맑음,25,29,,미상,미상,미상,20190510,93419,고성소방서,간성119안전센터,,20190510,93452,20190510,95201,1709,11,13,0,20190510,104508,329,20190510,112308,13107,13,0,0,0.54
448,20190511,23600,강원도,정선군,신동읍,방제리,산82,,산중턱,맑음,23,21,건조경보,입산자실화,미상,미상,20190511,23654,정선소방서,신동119안전센터,,20190511,23753,20190511,30417,2624,36,12,0,20190511,151343,102,20190511,41725,11308,68,0,0,0.1
449,20190512,115900,강원도,정선군,신동읍,가사리,산127,,산정상,맑음,24,28,건조주의보,담뱃불,부주의,담뱃불,20190512,115919,정선소방서,신동119안전센터,,20190512,120103,20190512,123250,3147,34,13,0,20190512,4014,162,20190512,13014,5724,139,0,0,0.1
450,20190516,35500,강원도,평창군,대관령면,유천리,1,,산중턱,맑음,23,46,,담뱃불,부주의,담뱃불,20190516,35559,평창소방서,대관령119안전센터,,20190516,35711,20190516,42131,2420,56,7,0,20190516,171510,56,20190516,503500,11329,9,0,0,0.02
451,20190519,21700,강원도,강릉시,강동면,하시동리,192,,산아래,맑음,22,63,,담뱃불,부주의,담뱃불,20190519,21712,강릉소방서,옥계119안전센터,,20190519,21712,20190519,22655,943,13,11,0,20190519,144947,46,20190519,250210,2515,12,0,330,0.01
452,20190523,123000,강원도,정선군,임계면,문래리,250,,산정상,맑음,26,20,,담뱃불,부주의,담뱃불,20190523,123020,정선소방서,임계119안전센터,,20190523,123109,20190523,125126,2017,34,15,0,20190523,132029,123,20190523,15029,5903,138,0,0,0.1
453,20190524,125900,강원도,영월군,영월읍,정양리,268,,산정상,맑음,31,28,,담뱃불,부주의,담뱃불,20190524,125957,영월소방서,영월119안전센터,,20190524,10038,20190524,10836,758,6,6,0,20190524,134119,50,20190524,24247,13411,9,0,0,0.1
454,20190604,21400,강원도,정선군,화암면,화암리,408,,산중턱,맑음,29,21,,담뱃불,미상,미상,20190604,21415,정선소방서,조양119안전센터,화암119지역대,20190604,21510,20190604,21924,414,19,19,1,20190604,152609,171,20190604,42148,20224,15,0,2307,0.2
455,20190707,40400,강원도,횡성군,청일면,갑천리,1095-6,,산아래,맑음,27,41,,미상,미상,미상,20190707,40410,횡성소방서,둔내119안전센터,,20190707,40535,20190707,42734,2159,28,15,7,20190707,171725,67,20190707,51725,4951,9,0,132,0.07
456,20190709,14900,강원도,원주시,귀래면,용암리,,,산중턱,맑음,19,62,,담뱃불,부주의,담뱃불,20190709,14953,원주소방서,흥업119안전센터,귀래119지역대,20190709,15411,20190709,21503,2052,28,0,11,20190709,144926,38,20190709,25500,3957,6,0,0,0.01
457,20190709,63900,강원도,영월군,남면,창원리,48,,산아래,맑음,23,52,,기타,부주의,라이터불/성냥불,20190709,63907,영월소방서,영월119안전센터,남면119지역대,20190709,64018,20190709,64618,600,10,10,4,20190709,185525,84,20190709,80725,12107,12,0,1969,0.6
458,20191204,112900,강원도,양구군,양구읍,군량리,86,,산아래,맑음,6,24,,쓰레기소각장,부주의,굴뚝아궁이,20191204,112916,양구소방서,양구119안전센터,,20191204,113027,20191204,114257,1230,11,11,12,20191204,1048,73,20191204,121748,3451,10,0,0,0.1
459,20191211,42600,강원도,인제군,인제읍,덕산리,22,,산중턱,맑음,7,45,,군경사격장,부주의,불꽃/불티,20191211,42642,인제소방서,인제119안전센터,,20191211,42827,20191211,43636,809,6,6,0,20191211,193703,411,20191211,73703,30027,13,0,0,0.05
