화재발생일시,화재발생_연,화재발생_월,화재발생_일,주말여부,화재발생시간대,시군구명,읍면동명,발화지점,날씨,온도,습도,특보내용,발화원인종합,소방서명,서센터명,소방지역대명,출동소요시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,전체인력수합계,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
2014-05-09 16:03:00,2014,5,9,0,15~18,삼척시,노곡면,산중턱,맑음,12,25,,인간의 부주의,삼척소방서,근덕119안전센터,,2500,35,25,34.0,136,11800,14,0,900,0.3
2014-05-10 15:00:00,2014,5,10,1,15~18,영월군,북면,산정상,맑음,27,21,,인간의 부주의,영월소방서,영월119안전센터,북면119지역대,3243,22,22,10.0,128,22421,13,0,462,0.1
2014-05-11 16:36:00,2014,5,11,1,15~18,인제군,남면,산정상,흐림,17,72,,인간의 부주의,인제소방서,인제119안전센터,남면119지역대,1701,15,15,6.0,53,5916,9,0,0,0.03
2014-05-14 18:22:00,2014,5,14,0,18~21,정선군,임계면,산중턱,맑음,23,30,,인간의 부주의,정선소방서,임계119안전센터,,2000,55,14,30.0,133,5600,16,0,0,0.1
2014-05-26 11:58:00,2014,5,26,0,9~12,삼척시,근덕면,산정상,맑음,32,34,,인간의 부주의,삼척소방서,근덕119안전센터,,2527,20,20,0.0,95,5500,12,0,5755,0.3
2014-05-31 17:01:00,2014,5,31,1,15~18,평창군,미탄면,산정상,맑음,33,22,,인간의 부주의,평창소방서,평창119안전센터,,733,19,19,6.0,105,25610,12,0,41250,0.5
2014-06-10 16:52:00,2014,6,10,0,15~18,원주시,흥업면,산정상,맑음,23,68,,인간의 부주의,원주소방서,혁신119안전센터,명륜119지역대,1200,8,8,0.0,52,4514,5,0,110,0.01
2014-06-15 14:10:00,2014,6,15,1,12~15,인제군,인제읍,산아래,맑음,28,20,,인간의 부주의,인제소방서,인제119안전센터,,1727,18,18,0.0,124,15000,15,0,102,0.05
2014-06-19 15:03:00,2014,6,19,0,15~18,인제군,남면,평지,비,23,72,,인간의 부주의,인제소방서,인제119안전센터,남면119지역대,1000,20,20,10.0,84,10600,7,0,7920,0.04
2014-09-20 13:34:00,2014,9,20,1,12~15,화천군,화천읍,산중턱,맑음,25,0,,인간의 부주의,춘천소방서,화천119안전센터,,3900,48,16,26.0,122,40800,115,0,0,0.25
2014-10-28 11:52:00,2014,10,28,0,9~12,홍천군,두촌면,산중턱,맑음,14,0,,인간의 부주의,홍천소방서,홍천119안전센터,두촌119지역대,755,25,25,11.0,41,22811,10,0,0,0.02
2014-10-29 13:33:00,2014,10,29,0,12~15,인제군,기린면,산중턱,맑음,17,46,,인간의 부주의,인제소방서,기린119안전센터,,3513,47,18,0.0,56,23701,8,0,0,0.7
2014-10-30 14:41:00,2014,10,30,0,12~15,평창군,대화면,산중턱,맑음,19,33,,인간의 부주의,평창소방서,평창119안전센터,,2143,20,20,0.0,109,30959,10,0,372,0.5
2014-11-09 13:17:00,2014,11,9,1,12~15,홍천군,내촌면,산아래,맑음,14,0,,기계/전기/화학 요인,홍천소방서,서석119안전센터,내촌119지역대,1749,36,22,9.0,50,11805,16,0,0,0.01
2014-11-11 11:30:00,2014,11,11,0,9~12,양구군,양구읍,평지,구름조금,9,56,,인간의 부주의,춘천소방서,양구119안전센터,,500,40,4,19.0,63,5400,4,0,2541,0.05
2014-11-23 08:28:00,2014,11,23,1,6~9,양양군,서면,산중턱,맑음,12,61,,미상,양양소방서,양양119안전센터,,755,27,11,0.0,164,21324,24,0,800,1.0
2015-02-01 16:08:00,2015,2,1,1,15~18,춘천시,북산면,산아래,맑음,3,34,,인간의 부주의,춘천소방서,신북119안전센터,,3318,68,71,12.0,88,10433,15,0,5701,0.1
2015-02-08 13:25:00,2015,2,8,1,12~15,삼척시,가곡면,산아래,맑음,-10,26,풍랑주의보,인간의 부주의,삼척소방서,원덕119안전센터,가곡119지역대,1334,45,12,9.0,3743,32008,160,0,44174,18.0
2015-02-26 14:15:00,2015,2,26,0,12~15,원주시,태장동,산아래,맑음,6,30,풍랑주의보,인간의 부주의,원주소방서,태장119안전센터,,642,8,6,0.0,96,11703,11,0,0,0.2
2015-03-02 16:17:00,2015,3,2,0,15~18,인제군,북면,산정상,맑음,8,54,,인간의 부주의,인제소방서,원통119안전센터,,414,14,4,0.0,124,5700,9,0,0,0.01
2015-03-08 10:43:00,2015,3,8,1,9~12,횡성군,청일면,산아래,구름조금,9,39,,인간의 부주의,횡성소방서,둔내119안전센터,청일지역대,452,30,13,4.0,67,3144,12,0,0,0.1
2015-03-08 11:01:00,2015,3,8,1,9~12,고성군,죽왕면,산아래,구름조금,8,61,,인간의 부주의,고성소방서,동광119안전센터,,1515,22,14,0.0,529,21111,33,0,534,0.9
2015-03-08 13:58:00,2015,3,8,1,12~15,강릉시,성산면,산중턱,맑음,12,51,,인간의 부주의,강릉소방서,내곡119안전센터,,932,6,7,0.0,100,5144,22,0,1375,0.1
2015-03-09 14:21:00,2015,3,9,0,12~15,춘천시,신북읍,산아래,맑음,8,21,,인간의 부주의,춘천소방서,신북119안전센터,,916,10,7,0.0,59,4900,7,0,0,0.01
2015-03-09 14:40:00,2015,3,9,0,12~15,춘천시,동면,산아래,맑음,8,23,한파주의보,인간의 부주의,춘천소방서,후평119안전센터,,1853,6,6,0.0,261,14604,18,0,649,0.4
2015-03-11 17:15:00,2015,3,11,0,15~18,강릉시,연곡면,산아래,구름조금,5,42,풍랑주의보,인간의 부주의,강릉소방서,주문진119안전센터,,1903,21,8,0.0,71,3334,13,0,385,0.1
2015-03-11 18:59:00,2015,3,11,0,18~21,홍천군,동면,산중턱,맑음,4,17,풍랑주의보,인간의 부주의,홍천소방서,홍천119안전센터,동면119지역대,1713,16,16,12.0,76,4110,8,0,0,0.03
2015-03-14 13:19:00,2015,3,14,1,12~15,양구군,동면,산아래,맑음,7,29,,인간의 부주의,춘천소방서,양구119안전센터,,355,59,15,4.0,60,1513,4,0,0,0.07
2015-03-14 14:53:00,2015,3,14,1,12~15,홍천군,남면,산아래,맑음,10,15,,인간의 부주의,홍천소방서,양덕원119안전센터,,421,16,3,0.0,137,5634,15,0,162,0.8
2015-03-15 14:32:00,2015,3,15,1,12~15,동해시,쇄운동,산아래,맑음,12,56,건조경보,인간의 부주의,동해소방서,북삼119안전센터,삼화119지역대,1225,10,6,6.0,263,23011,6,0,0,0.3
2015-03-17 16:05:00,2015,3,17,0,15~18,삼척시,원덕읍,산아래,맑음,17,30,,인간의 부주의,삼척소방서,원덕119안전센터,,1337,45,19,0.0,227,22000,18,1,0,0.5
2015-03-19 15:03:00,2015,3,19,0,15~18,화천군,사내면,산아래,맑음,20,30,,인간의 부주의,춘천소방서,사내119안전센터,,929,55,10,0.0,54,5700,4,0,0,0.02
2015-03-22 13:40:00,2015,3,22,1,12~15,영월군,주천면,평지,맑음,7,30,,인간의 부주의,영월소방서,주천119안전센터,,1252,35,8,0.0,117,12100,21,0,0,0.1
2015-03-22 13:58:00,2015,3,22,1,12~15,화천군,간동면,산중턱,맑음,12,14,,인간의 부주의,춘천소방서,화천119안전센터,,419,25,19,3.0,445,202300,15,1,15037,11.0
2015-03-22 14:14:00,2015,3,22,1,12~15,횡성군,청일면,평지,맑음,15,7,,인간의 부주의,횡성소방서,둔내119안전센터,청일지역대,1040,29,17,9.0,337,34628,22,0,0,0.3
2015-03-22 16:08:00,2015,3,22,1,15~18,홍천군,두촌면,산아래,맑음,11,12,,인간의 부주의,홍천소방서,홍천119안전센터,두촌119지역대,1051,24,24,8.0,319,41300,12,1,1516,2.0
2015-03-23 09:43:00,2015,3,23,0,6~9,철원군,갈말읍,산아래,맑음,4,12,풍랑주의보,인간의 부주의,철원소방서,태봉119안전센터,,1200,11,11,0.0,71,2900,8,0,0,0.1
2015-03-23 12:42:00,2015,3,23,0,9~12,인제군,인제읍,산중턱,맑음,8,14,건조주의보,인간의 부주의,인제소방서,인제119안전센터,,2020,20,20,0.0,732,22600,21,0,0,3.0
2015-03-24 16:32:00,2015,3,24,0,15~18,홍천군,내촌면,산정상,맑음,13,0,,인간의 부주의,홍천소방서,서석119안전센터,내촌119지역대,1343,32,21,8.0,216,21106,13,0,0,0.2
2015-03-25 13:21:00,2015,3,25,0,12~15,홍천군,서석면,산아래,맑음,12,19,,인간의 부주의,홍천소방서,서석119안전센터,,1528,46,13,0.0,229,14801,11,0,0,0.1
2015-03-25 15:55:00,2015,3,25,0,15~18,삼척시,도계읍,산아래,맑음,7,57,,인간의 부주의,삼척소방서,도계119안전센터,,1357,35,16,0.0,178,20000,11,1,0,0.2
2015-03-25 16:53:00,2015,3,25,0,15~18,평창군,미탄면,산정상,맑음,13,9,,인간의 부주의,평창소방서,평창119안전센터,미탄119지역대,829,20,7,0.0,113,10308,9,0,9900,0.2
2015-03-25 18:49:00,2015,3,25,0,18~21,홍천군,내촌면,산정상,맑음,11,19,,인간의 부주의,홍천소방서,서석119안전센터,내촌119지역대,1522,38,22,9.0,291,135323,14,0,0,2.9
2015-03-25 20:01:00,2015,3,25,0,18~21,춘천시,남산면,산아래,맑음,5,41,,인간의 부주의,춘천소방서,강촌119안전센터,,2850,31,19,0.0,86,3615,12,0,1584,0.05
2015-03-26 12:40:00,2015,3,26,0,9~12,삼척시,도경동,산중턱,맑음,14,32,,인간의 부주의,삼척소방서,봉황119안전센터,,1000,10,10,0.0,783,25600,21,0,0,0.3
2015-03-26 13:29:00,2015,3,26,0,12~15,원주시,신림면,산아래,맑음,13,20,,인간의 부주의,원주소방서,신림119안전센터,,1411,35,11,0.0,157,23519,13,0,0,1.5
2015-03-28 14:41:00,2015,3,28,1,12~15,평창군,미탄면,산아래,구름조금,17,5,,미상,평창소방서,평창119안전센터,미탄119지역대,1546,20,0,6.0,520,43021,23,0,72224,2.5
2015-03-29 13:04:00,2015,3,29,1,12~15,원주시,태장동,산아래,구름조금,16,39,,인간의 부주의,원주소방서,학성119안전센터,,458,6,4,0.0,55,1653,5,0,0,0.05
2015-03-29 14:25:00,2015,3,29,1,12~15,춘천시,남산면,산아래,구름조금,18,29,,인간의 부주의,춘천소방서,강촌119안전센터,,2029,30,17,0.0,58,1919,10,0,0,0.03
2015-03-30 12:52:00,2015,3,30,0,9~12,춘천시,남산면,산중턱,구름조금,19,28,,인간의 부주의,춘천소방서,강촌119안전센터,,1054,21,6,0.0,111,22837,7,0,0,0.1
2015-04-03 14:35:00,2015,4,3,0,12~15,인제군,북면,산정상,맑음,18,48,,인간의 부주의,인제소방서,원통119안전센터,,200,11,3,0.0,70,3200,6,0,0,0.01
2015-04-12 16:13:00,2015,4,12,1,15~18,철원군,김화읍,산아래,맑음,13,55,,인간의 부주의,철원소방서,김화119안전센터,,456,12,3,16.0,213,14542,12,0,0,0.2
2015-04-13 10:41:00,2015,4,13,0,9~12,화천군,상서면,산중턱,맑음,12,0,풍랑주의보,미상,춘천소방서,화천119안전센터,상서119지역대,200,46,11,8.0,258,5100,3,0,0,0.3
2015-04-23 12:14:00,2015,4,23,0,9~12,고성군,간성읍,산아래,구름조금,24,17,,기계/전기/화학 요인,고성소방서,간성119안전센터,,1459,33,11,0.0,515,12721,17,0,0,0.5
2015-04-23 15:14:00,2015,4,23,0,15~18,인제군,인제읍,미상,구름조금,21,17,,미상,인제소방서,인제119안전센터,,2707,35,35,0.0,225,21800,20,0,0,1.0
2015-04-24 13:33:00,2015,4,24,0,12~15,정선군,여량면,산아래,맑음,21,18,,인간의 부주의,정선소방서,임계119안전센터,여량면119지역대,1255,27,27,12.0,160,10917,13,0,1166,0.3
2015-04-26 12:37:00,2015,4,26,1,9~12,화천군,상서면,산정상,맑음,23,0,,인간의 부주의,춘천소방서,화천119안전센터,상서119지역대,3320,46,17,20.0,80,5843,8,0,0,0.2
2015-04-26 19:26:00,2015,4,26,1,18~21,강릉시,옥계면,산아래,맑음,22,36,,기계/전기/화학 요인,강릉소방서,옥계119안전센터,,909,36,6,0.0,314,50610,18,0,0,0.2
2015-04-28 13:57:00,2015,4,28,0,12~15,홍천군,화촌면,산아래,맑음,26,12,,인간의 부주의,홍천소방서,홍천119안전센터,화촌119지역대,1511,26,10,16.0,328,35052,29,0,0,2.0
2015-05-02 12:44:00,2015,5,2,1,9~12,영월군,남면,산정상,맑음,29,35,,인간의 부주의,영월소방서,영월119안전센터,남면119지역대,2533,19,19,12.0,128,24936,10,0,4,0.03
2015-05-02 17:17:00,2015,5,2,1,15~18,강릉시,주문진읍,산정상,맑음,22,59,,미상,강릉소방서,주문진119안전센터,,1226,26,11,0.0,70,10820,14,0,0,0.02
2015-05-05 07:10:00,2015,5,5,0,6~9,강릉시,사천면,산중턱,맑음,14,32,,인간의 부주의,강릉소방서,경포119안전센터,,1725,15,13,0.0,76,10900,13,0,0,0.01
2015-05-05 10:53:00,2015,5,5,0,9~12,강릉시,왕산면,산중턱,맑음,15,46,,인간의 부주의,강릉소방서,내곡119안전센터,,3037,32,30,0.0,229,14523,23,0,0,0.2
2015-05-05 11:07:00,2015,5,5,0,9~12,평창군,봉평면,산정상,맑음,17,29,,인간의 부주의,평창소방서,봉평119안전센터,,1215,36,6,0.0,44,10622,6,0,0,0.1
2015-05-05 16:28:00,2015,5,5,0,15~18,횡성군,횡성읍,산정상,맑음,21,28,,인간의 부주의,횡성소방서,횡성119안전센터,,1021,5,5,0.0,41,12428,9,0,2541,0.01
2015-05-07 13:30:00,2015,5,7,0,12~15,춘천시,서면,산아래,맑음,23,33,,인간의 부주의,춘천소방서,신북119안전센터,,1727,12,10,0.0,102,1224,13,0,0,0.01
2015-05-07 14:45:00,2015,5,7,0,12~15,춘천시,동산면,평지,맑음,24,33,,인간의 부주의,춘천소방서,석사119안전센터,,1941,16,12,0.0,80,2328,15,1,907,0.01
2015-05-08 13:49:00,2015,5,8,0,12~15,강릉시,왕산면,산중턱,맑음,19,0,,인간의 부주의,강릉소방서,내곡119안전센터,,5353,0,0,0.0,107,11409,16,0,0,0.1
2015-05-11 13:26:00,2015,5,11,0,12~15,정선군,임계면,산중턱,맑음,21,41,,인간의 부주의,정선소방서,임계119안전센터,,1322,40,13,15.0,105,25000,17,0,0,0.1
2015-05-17 17:10:00,2015,5,17,1,15~18,홍천군,내면,산아래,구름조금,21,22,,인간의 부주의,홍천소방서,서석119안전센터,내면119지역대,2400,53,41,14.0,131,21501,13,0,0,0.2
2015-05-21 14:55:00,2015,5,21,0,12~15,삼척시,노곡면,산중턱,맑음,19,57,,인간의 부주의,삼척소방서,근덕119안전센터,노곡119지역대,814,28,20,7.0,335,74600,22,1,0,1.2
2015-05-21 15:37:00,2015,5,21,0,15~18,홍천군,홍천읍,산아래,맑음,28,20,,방화 및 방화의심,홍천소방서,홍천119안전센터,,253,3,3,0.0,145,13111,14,0,333,1.0
2015-05-21 15:44:00,2015,5,21,0,15~18,영월군,북면,산아래,맑음,27,26,,인간의 부주의,영월소방서,영월119안전센터,북면119지역대,453,5,31,10.0,120,20424,9,0,0,0.04
2015-05-21 19:22:00,2015,5,21,0,18~21,강릉시,왕산면,산정상,구름조금,20,34,건조주의보,인간의 부주의,강릉소방서,내곡119안전센터,,5012,34,32,0.0,252,23842,23,0,0,0.7
2015-05-25 01:21:00,2015,5,25,0,0~3,횡성군,갑천면,산정상,맑음,11,98,,인간의 부주의,횡성소방서,횡성119안전센터,갑천119지역대,3346,21,21,17.0,139,121217,9,0,0,0.5
2015-05-28 17:55:00,2015,5,28,0,15~18,평창군,미탄면,산중턱,구름조금,29,17,,미상,평창소방서,평창119안전센터,미탄119지역대,753,17,0,6.0,141,12809,10,0,0,0.3
2015-05-29 15:01:00,2015,5,29,0,15~18,삼척시,가곡면,산중턱,맑음,27,37,,인간의 부주의,삼척소방서,원덕119안전센터,가곡119지역대,2222,62,39,18.0,188,33900,16,0,0,0.25
2015-05-31 10:52:00,2015,5,31,1,9~12,삼척시,하장면,산아래,구름조금,21,55,,인간의 부주의,삼척소방서,도계119안전센터,하장119지역대,1302,42,37,8.0,211,15100,21,0,18816,0.5
2015-05-31 13:25:00,2015,5,31,1,12~15,화천군,상서면,산중턱,맑음,27,0,,인간의 부주의,춘천소방서,화천119안전센터,상서119지역대,355,68,31,6.0,88,15643,5,0,0,0.03
2015-05-31 14:18:00,2015,5,31,1,12~15,화천군,사내면,산중턱,맑음,28,21,,인간의 부주의,춘천소방서,사내119안전센터,,1100,55,6,0.0,195,32820,9,0,0,0.06
2015-05-31 19:01:00,2015,5,31,1,18~21,횡성군,우천면,산정상,맑음,25,48,,인간의 부주의,횡성소방서,우천119안전센터,,1330,14,6,0.0,61,42933,7,0,0,0.15
2015-06-02 15:24:00,2015,6,2,0,15~18,춘천시,남산면,산중턱,맑음,22,49,,인간의 부주의,춘천소방서,강촌119안전센터,,2646,24,10,0.0,79,3700,6,0,0,0.09
2015-06-03 14:00:00,2015,6,3,0,12~15,춘천시,남면,산아래,맑음,26,24,,인간의 부주의,춘천소방서,강촌119안전센터,,1632,40,15,0.0,237,44100,38,0,35930,1.0
2015-06-04 13:28:00,2015,6,4,0,12~15,철원군,갈말읍,산아래,맑음,29,11,,인간의 부주의,철원소방서,태봉119안전센터,,535,7,14,7.0,124,31917,19,0,3850,1.0
2015-06-04 23:56:00,2015,6,4,0,21~24,고성군,간성읍,산중턱,맑음,18,65,건조주의보,미상,고성소방서,간성119안전센터,,1603,7,7,0.0,89,2650,10,0,0,0.06
2015-06-07 12:29:00,2015,6,7,1,9~12,화천군,화천읍,산정상,구름조금,24,0,,인간의 부주의,춘천소방서,화천119안전센터,,939,41,7,0.0,82,5000,3,0,0,0.01
2015-06-09 17:03:00,2015,6,9,0,15~18,인제군,북면,산아래,구름조금,29,0,,인간의 부주의,인제소방서,원통119안전센터,,623,26,11,0.0,66,3800,5,0,0,0.01
2015-06-10 12:37:00,2015,6,10,0,9~12,횡성군,서원면,산정상,맑음,32,31,,인간의 부주의,횡성소방서,횡성119안전센터,서원119지역대,4053,27,27,35.0,144,34015,10,0,0,1.0
2015-06-10 16:00:00,2015,6,10,0,15~18,정선군,북평면,산아래,맑음,33,16,,인간의 부주의,정선소방서,조양119안전센터,,1006,12,12,7.0,113,11900,13,0,1522,0.4
2015-06-11 13:20:00,2015,6,11,0,12~15,홍천군,화촌면,산중턱,구름조금,32,19,,인간의 부주의,홍천소방서,홍천119안전센터,화촌119지역대,5758,25,25,13.0,95,13159,9,0,0,0.5
2015-06-12 13:40:00,2015,6,12,0,12~15,인제군,남면,산중턱,구름조금,26,49,,인간의 부주의,인제소방서,인제119안전센터,,1714,10,10,6.0,74,11100,6,0,0,0.01
2015-06-16 13:44:00,2015,6,16,0,12~15,화천군,간동면,산정상,구름조금,30,0,,인간의 부주의,춘천소방서,화천119안전센터,간동119지역대,728,25,14,6.0,115,13000,3,0,0,0.02
2015-06-17 15:43:00,2015,6,17,0,15~18,춘천시,북산면,산중턱,맑음,30,43,,인간의 부주의,춘천소방서,신북119안전센터,,4422,43,43,0.0,51,13700,5,0,0,0.05
2015-06-22 14:30:00,2015,6,22,0,12~15,홍천군,화촌면,산정상,맑음,31,30,,인간의 부주의,홍천소방서,홍천119안전센터,화촌119지역대,2340,13,13,11.0,55,4400,6,0,0,0.1
2015-09-25 14:18:00,2015,9,25,0,12~15,횡성군,강림면,산중턱,구름조금,22,61,,인간의 부주의,횡성소방서,우천119안전센터,강림지역대,458,28,18,4.0,99,11833,13,0,0,0.03
2015-09-27 11:28:00,2015,9,27,1,9~12,춘천시,사북면,산중턱,맑음,22,50,,인간의 부주의,춘천소방서,신북119안전센터,,4508,25,23,0.0,55,4819,7,0,0,0.01
2015-09-29 13:46:00,2015,9,29,0,12~15,원주시,문막읍,산중턱,구름조금,28,39,,인간의 부주의,원주소방서,문막119안전센터,,2454,25,15,0.0,26,13302,5,0,0,0.05
2015-10-06 15:09:00,2015,10,6,0,15~18,철원군,갈말읍,산중턱,맑음,25,29,,방화 및 방화의심,철원소방서,태봉119안전센터,,219,1,1,0.0,114,11800,12,0,0,0.1
2015-10-16 15:35:00,2015,10,16,0,15~18,정선군,정선읍,산중턱,구름조금,23,22,,인간의 부주의,정선소방서,조양119안전센터,,419,1,1,12.0,71,2932,13,0,0,0.05
2015-10-17 09:30:00,2015,10,17,1,6~9,강릉시,연곡면,산중턱,맑음,19,15,,미상,강릉소방서,주문진119안전센터,,218,45,32,0.0,172,42844,23,0,2560,0.8
2015-10-17 15:32:00,2015,10,17,1,15~18,철원군,갈말읍,산정상,맑음,25,21,,자연적 요인,철원소방서,태봉119안전센터,군탄119지역대,1840,15,10,0.0,11,20627,4,0,0,0.05
2015-10-24 11:57:00,2015,10,24,1,9~12,강릉시,왕산면,산아래,구름조금,18,29,,기계/전기/화학 요인,강릉소방서,내곡119안전센터,,3653,36,35,0.0,241,34428,21,0,0,0.5
2015-11-01 16:07:00,2015,11,1,1,15~18,홍천군,내면,산정상,맑음,10,34,,미상,홍천소방서,서석119안전센터,내면119지역대,1358,65,31,0.0,101,13707,5,0,0,0.1
2015-11-02 13:45:00,2015,11,2,0,12~15,강릉시,연곡면,산아래,맑음,16,27,,인간의 부주의,강릉소방서,주문진119안전센터,,1143,14,2,0.0,91,2200,15,0,0,0.03
2015-11-04 10:42:00,2015,11,4,0,9~12,인제군,상남면,산아래,맑음,8,45,,인간의 부주의,인제소방서,기린119안전센터,상남119지역대,1352,44,8,8.0,126,5246,11,0,0,0.2
2015-12-12 13:26:00,2015,12,12,1,12~15,횡성군,횡성읍,산아래,맑음,9,41,풍랑주의보,인간의 부주의,횡성소방서,횡성119안전센터,,417,3,3,0.0,71,4414,12,0,297,0.03
2015-12-16 13:42:00,2015,12,16,0,12~15,양양군,현남면,산정상,맑음,0,0,,미상,양양소방서,하조대119안전센터,,2112,40,12,0.0,143,13700,20,0,330,0.1
2015-12-22 13:52:00,2015,12,22,0,12~15,강릉시,학동,산아래,맑음,10,49,,인간의 부주의,강릉소방서,포남119안전센터,,445,4,4,0.0,41,941,10,0,0,0.01
2016-01-06 15:09:00,2016,1,6,0,15~18,고성군,거진읍,산아래,맑음,20,22,,인간의 부주의,고성소방서,거진119안전센터,,422,10,1,10.0,73,3919,12,0,0,0.06
2016-01-12 14:24:00,2016,1,12,0,12~15,양구군,남면,평지,맑음,0,26,,인간의 부주의,춘천소방서,양구119안전센터,,446,43,10,7.0,84,3824,3,0,628,0.05
2016-01-13 11:24:00,2016,1,13,0,9~12,원주시,호저면,산아래,맑음,-3,0,,인간의 부주의,원주소방서,우산119안전센터,,1749,17,11,0.0,46,2151,9,0,0,0.03
2016-01-19 18:35:00,2016,1,19,0,18~21,강릉시,구정면,산아래,맑음,-7,25,건조주의보,인간의 부주의,강릉소방서,내곡119안전센터,,1123,9,9,0.0,490,31900,52,0,1125,3.0
2016-01-22 16:30:00,2016,1,22,0,15~18,춘천시,신동면,산아래,맑음,-3,29,한파경보,인간의 부주의,춘천소방서,강촌119안전센터,,911,11,7,0.0,37,1511,12,0,0,0.01
2016-01-25 17:02:00,2016,1,25,0,15~18,춘천시,남면,산아래,맑음,-5,25,,인간의 부주의,춘천소방서,강촌119안전센터,,1012,30,7,0.0,182,10931,17,0,0,0.3
2016-01-29 01:22:00,2016,1,29,0,0~3,홍천군,내촌면,산중턱,맑음,0,0,,인간의 부주의,홍천소방서,서석119안전센터,,1456,30,19,6.0,49,14544,4,0,1279,0.05
2016-01-29 11:49:00,2016,1,29,0,9~12,홍천군,북방면,산중턱,맑음,3,38,풍랑주의보,인간의 부주의,홍천소방서,홍천119안전센터,북방119지역대,2359,9,9,3.0,59,1834,8,0,0,0.03
2016-02-04 11:19:00,2016,2,4,0,9~12,원주시,문막읍,산아래,맑음,2,30,,인간의 부주의,원주소방서,문막119안전센터,,1519,26,8,0.0,75,4702,10,0,0,0.05
2016-02-04 13:35:00,2016,2,4,0,12~15,춘천시,동면,산아래,구름조금,5,29,,인간의 부주의,춘천소방서,후평119안전센터,,507,3,7,0.0,103,10411,9,0,0,1.0
2016-02-05 15:53:00,2016,2,5,0,15~18,횡성군,우천면,산아래,구름조금,3,26,,인간의 부주의,횡성소방서,우천119안전센터,,1652,31,11,0.0,185,13907,13,0,586,0.8
2016-02-08 13:19:00,2016,2,8,0,12~15,횡성군,횡성읍,평지,맑음,0,60,대설주의보,인간의 부주의,횡성소방서,횡성119안전센터,,1409,14,14,0.0,222,21135,10,0,0,3.0
2016-02-10 13:26:00,2016,2,10,0,12~15,춘천시,북산면,산중턱,맑음,6,28,,인간의 부주의,춘천소방서,신북119안전센터,,2958,30,25,0.0,110,2216,15,0,910,0.02
2016-02-18 23:20:00,2016,2,18,0,21~24,동해시,발한동,산중턱,맑음,8,41,,인간의 부주의,동해소방서,묵호119안전센터,,1150,7,3,0.0,504,25100,21,0,617,0.26
2016-02-21 09:06:00,2016,2,21,1,6~9,정선군,신동읍,산아래,맑음,-1,30,,기계/전기/화학 요인,정선소방서,신동119안전센터,,639,39,6,30.0,155,21100,16,0,0,0.3
2016-02-21 15:15:00,2016,2,21,1,15~18,정선군,남면,산아래,맑음,-4,63,,인간의 부주의,정선소방서,사북119안전센터,남면119지역대,1540,27,10,11.0,112,14800,12,0,0,0.3
2016-02-23 13:33:00,2016,2,23,0,12~15,인제군,북면,산중턱,구름조금,3,27,,미상,인제소방서,원통119안전센터,,2834,29,20,0.0,103,10906,10,0,0,1.0
2016-02-23 13:51:00,2016,2,23,0,12~15,양구군,양구읍,산아래,흐림,5,28,건조주의보,인간의 부주의,춘천소방서,양구119안전센터,,937,57,7,10.0,122,10201,6,0,0,0.5
2016-02-23 17:41:00,2016,2,23,0,15~18,화천군,사내면,산중턱,흐림,-4,65,,인간의 부주의,춘천소방서,사내119안전센터,,4513,49,9,0.0,35,4800,7,0,0,0.03
2016-02-26 14:30:00,2016,2,26,0,12~15,춘천시,동내면,평지,맑음,7,22,,인간의 부주의,춘천소방서,소양119안전센터,,705,10,4,0.0,60,2105,8,0,550,0.01
2016-02-26 15:36:00,2016,2,26,0,15~18,영월군,상동읍,산아래,구름조금,6,0,,인간의 부주의,영월소방서,중동119안전센터,상동119지역대,1618,32,10,12.0,90,5518,8,0,0,0.05
2016-03-02 17:58:00,2016,3,2,0,15~18,강릉시,성산면,산아래,맑음,6,49,,인간의 부주의,강릉소방서,내곡119안전센터,,848,11,9,0.0,158,3740,21,0,0,0.1
2016-03-04 17:19:00,2016,3,4,0,15~18,철원군,갈말읍,산중턱,맑음,18,26,,자연적 요인,철원소방서,태봉119안전센터,,5840,22,18,0.0,53,10106,6,0,0,0.1
2016-03-06 15:28:00,2016,3,6,1,15~18,정선군,남면,산아래,구름조금,13,24,,인간의 부주의,정선소방서,사북119안전센터,남면119지역대,1011,15,15,6.0,113,5737,13,0,0,0.1
2016-03-16 11:25:00,2016,3,16,0,9~12,영월군,북면,산중턱,맑음,10,26,,인간의 부주의,영월소방서,영월119안전센터,북면119지역대,1243,4,4,11.0,92,5623,12,0,0,0.02
2016-03-17 12:15:00,2016,3,17,0,9~12,강릉시,성산면,산아래,맑음,18,21,건조주의보,인간의 부주의,강릉소방서,내곡119안전센터,,845,8,6,0.0,260,3010,37,0,0,0.6
2016-03-27 11:35:00,2016,3,27,1,9~12,화천군,사내면,산아래,맑음,12,16,,인간의 부주의,춘천소방서,사내119안전센터,,1955,56,11,0.0,55,2912,6,0,0,0.3
2016-03-28 12:55:00,2016,3,28,0,9~12,철원군,김화읍,산중턱,맑음,16,23,,인간의 부주의,철원소방서,김화119안전센터,,905,8,8,0.0,299,53200,15,0,0,2.0
2016-03-28 18:21:00,2016,3,28,0,18~21,원주시,신림면,평지,맑음,13,0,,인간의 부주의,원주소방서,신림119안전센터,,751,22,4,0.0,68,2123,8,1,0,0.03
