화재발생일시,화재발생_연,화재발생_월,화재발생_일,주말여부,화재발생시간대,시군구명,읍면동명,발화지점,날씨,온도,습도,특보내용,발화원인종합,소방서명,서센터명,소방지역대명,출동소요시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,전체인력수합계,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
2016-03-31 12:43:00,2016,3,31,0,9~12,화천군,사내면,산아래,구름조금,17,12,,인간의 부주의,춘천소방서,사내119안전센터,,1300,46,6,0.0,442,21500,7,0,0,1.5
2016-04-01 11:14:00,2016,4,1,0,9~12,평창군,진부면,산아래,맑음,18,23,,인간의 부주의,평창소방서,진부119안전센터,,920,30,2,0.0,72,13125,6,0,44,0.2
2016-04-01 12:43:00,2016,4,1,0,9~12,양구군,남면,산정상,맑음,24,18,,미상,춘천소방서,양구119안전센터,남면119지역대,832,50,6,2.0,953,81923,18,0,0,6.0
2016-04-01 16:39:00,2016,4,1,0,15~18,횡성군,횡성읍,산아래,맑음,18,45,,인간의 부주의,횡성소방서,횡성119안전센터,,952,5,5,0.0,93,4218,7,0,1518,0.5
2016-04-02 14:00:00,2016,4,2,1,12~15,홍천군,서면,평지,맑음,23,20,,인간의 부주의,홍천소방서,양덕원119안전센터,서면119지역대,847,33,39,7.0,148,13549,17,0,13730,1.0
2016-04-02 15:24:00,2016,4,2,1,15~18,영월군,김삿갓면,산아래,맑음,24,15,,기계/전기/화학 요인,영월소방서,중동119안전센터,김삿갓119지역대,1025,12,12,7.0,193,12400,17,0,4400,0.5
2016-04-02 18:57:00,2016,4,2,1,18~21,평창군,방림면,산아래,구름조금,19,21,,인간의 부주의,평창소방서,평창119안전센터,방림119지역대,951,21,21,4.0,335,40324,14,0,0,2.0
2016-04-04 17:50:00,2016,4,4,0,15~18,화천군,하남면,산중턱,맑음,16,50,,인간의 부주의,춘천소방서,화천119안전센터,,1850,33,8,0.0,46,5100,9,0,220,0.01
2016-04-06 15:14:00,2016,4,6,0,15~18,원주시,부론면,산아래,맑음,18,20,,인간의 부주의,원주소방서,문막119안전센터,지정119지역대,1541,38,21,7.0,95,5706,6,0,0,0.05
2016-04-09 15:32:00,2016,4,9,1,15~18,고성군,죽왕면,산중턱,맑음,24,30,,인간의 부주의,고성소방서,동광119안전센터,,835,8,9,0.0,117,4337,22,0,0,0.08
2016-04-16 15:11:00,2016,4,16,1,15~18,삼척시,미로면,산중턱,구름조금,15,35,,인간의 부주의,삼척소방서,봉황119안전센터,,1345,15,15,8.0,248,11010,17,0,0,0.04
2016-04-24 09:53:00,2016,4,24,1,6~9,삼척시,원덕읍,산중턱,구름조금,15,40,,인간의 부주의,삼척소방서,원덕119안전센터,임원119지역대,1436,45,15,11.0,193,15500,15,0,0,0.05
2016-04-30 19:02:00,2016,4,30,1,18~21,강릉시,연곡면,산아래,맑음,22,39,강풍주의보,인간의 부주의,강릉소방서,주문진119안전센터,,1609,27,15,0.0,298,5523,20,0,0,0.03
2016-05-07 16:47:00,2016,5,7,1,15~18,삼척시,하장면,산중턱,맑음,20,30,,인간의 부주의,삼척소방서,도계119안전센터,,338,37,20,2.0,175,15201,4,0,2310,0.03
2016-05-12 17:24:00,2016,5,12,0,15~18,삼척시,근덕면,산정상,맑음,19,40,,인간의 부주의,삼척소방서,근덕119안전센터,,1952,25,15,0.0,207,4200,9,0,544,0.1
2016-05-14 12:39:00,2016,5,14,1,9~12,정선군,신동읍,평지,맑음,26,9,,인간의 부주의,정선소방서,신동119안전센터,,2945,29,11,24.0,71,10944,102,0,0,0.3
2016-05-14 15:20:00,2016,5,14,1,15~18,정선군,남면,산정상,맑음,27,14,,미상,정선소방서,사북119안전센터,남면119지역대,1946,34,14,13.0,107,14111,106,0,0,2.0
2016-05-15 13:11:00,2016,5,15,1,12~15,정선군,신동읍,산중턱,맑음,23,50,,인간의 부주의,정선소방서,신동119안전센터,,2729,33,9,19.0,109,21044,16,0,0,0.1
2016-05-18 13:03:00,2016,5,18,0,12~15,양양군,강현면,산아래,맑음,27,28,,인간의 부주의,양양소방서,양양119안전센터,,2614,8,8,0.0,132,20800,19,0,0,0.05
2016-05-20 15:07:00,2016,5,20,0,15~18,원주시,소초면,산아래,맑음,29,20,,인간의 부주의,원주소방서,태장119안전센터,소초119지역대,2353,12,9,7.0,32,2058,9,0,0,0.08
2016-05-30 13:48:00,2016,5,30,0,12~15,평창군,진부면,산중턱,맑음,27,33,,인간의 부주의,평창소방서,진부119안전센터,,1350,48,5,0.0,80,11403,12,0,2333,1.0
2016-06-03 11:25:00,2016,6,3,0,9~12,인제군,남면,산중턱,맑음,26,27,,인간의 부주의,인제소방서,인제119안전센터,남면119지역대,906,19,19,6.0,138,10624,11,0,0,0.1
2016-06-06 12:34:00,2016,6,6,0,9~12,강릉시,연곡면,산아래,맑음,21,67,,인간의 부주의,강릉소방서,주문진119안전센터,,3402,25,10,0.0,89,5642,15,0,0,0.1
2016-06-06 14:11:00,2016,6,6,0,12~15,인제군,남면,산중턱,구름많음,27,32,,인간의 부주의,인제소방서,인제119안전센터,남면119지역대,2655,10,10,4.0,51,22734,7,0,0,0.01
2016-06-10 12:53:00,2016,6,10,0,9~12,홍천군,내촌면,산아래,맑음,32,12,,인간의 부주의,홍천소방서,서석119안전센터,내촌119지역대,619,30,24,3.0,72,10509,9,0,0,0.1
2016-06-10 13:07:00,2016,6,10,0,12~15,정선군,신동읍,평지,맑음,30,29,,인간의 부주의,정선소방서,신동119안전센터,,2853,32,14,25.0,38,4327,6,0,0,0.2
2016-06-17 13:02:00,2016,6,17,0,12~15,춘천시,서면,산중턱,맑음,28,49,,인간의 부주의,춘천소방서,강촌119안전센터,,1059,16,10,0.0,59,4336,15,0,0,0.01
2016-06-20 15:27:00,2016,6,20,0,15~18,원주시,흥업면,산정상,맑음,29,36,,인간의 부주의,원주소방서,혁신119안전센터,명륜119지역대,712,10,10,0.0,58,12213,4,0,0,0.05
2016-06-29 15:14:00,2016,6,29,0,15~18,횡성군,서원면,산중턱,맑음,30,52,,인간의 부주의,횡성소방서,횡성119안전센터,,932,36,9,0.0,55,3357,7,0,4332,0.3
2016-08-18 15:55:00,2016,8,18,0,15~18,횡성군,서원면,산중턱,맑음,24,25,,인간의 부주의,횡성소방서,횡성119안전센터,서원119지역대,5003,24,24,12.0,76,20428,14,0,136,0.04
2016-09-20 14:02:00,2016,9,20,0,12~15,춘천시,사북면,산중턱,구름조금,23,35,,인간의 부주의,춘천소방서,신북119안전센터,,2400,25,18,0.0,52,20143,4,0,0,0.01
2016-11-14 12:33:00,2016,11,14,0,9~12,삼척시,하장면,평지,맑음,18,10,,인간의 부주의,삼척소방서,도계119안전센터,하장119지역대,114,34,25,0.0,110,1400,14,0,990,0.01
2016-11-21 04:26:00,2016,11,21,0,3~6,강릉시,구정면,산아래,맑음,7,60,,방화 및 방화의심,강릉소방서,내곡119안전센터,,1225,10,7,0.0,46,2214,13,0,0,0.01
2016-11-25 17:35:00,2016,11,25,0,15~18,횡성군,횡성읍,산중턱,맑음,4,25,,인간의 부주의,횡성소방서,횡성119안전센터,,1159,4,4,0.0,97,14144,8,0,275,0.03
2017-01-11 14:22:00,2017,1,11,0,12~15,춘천시,서면,평지,맑음,1,23,,인간의 부주의,춘천소방서,신북119안전센터,,1015,11,9,0.0,64,3101,9,0,0,0.05
2017-01-12 16:19:00,2017,1,12,0,15~18,강릉시,사천면,산아래,맑음,4,19,건조경보,인간의 부주의,강릉소방서,경포119안전센터,,513,12,10,0.0,129,1911,13,0,0,0.03
2017-01-14 21:44:00,2017,1,14,1,21~24,양양군,현북면,산정상,구름조금,-4,37,건조경보,인간의 부주의,양양소방서,하조대119안전센터,,741,14,5,0.0,133,80217,6,0,0,0.04
2017-01-16 13:39:00,2017,1,16,0,12~15,양양군,서면,산아래,맑음,5,37,건조경보,인간의 부주의,양양소방서,양양119안전센터,,1502,19,34,0.0,121,703,5,0,0,0.02
2017-02-21 11:54:00,2017,2,21,0,9~12,강릉시,강동면,산중턱,맑음,5,35,,인간의 부주의,강릉소방서,옥계119안전센터,정동119지역대,1046,12,12,8.0,115,4823,17,0,0,0.03
2017-02-22 09:08:00,2017,2,22,0,6~9,강릉시,강동면,산중턱,흐림,4,42,,인간의 부주의,강릉소방서,옥계119안전센터,,1329,11,19,8.0,105,3332,13,0,0,0.01
2017-03-03 20:47:00,2017,3,3,0,18~21,홍천군,서면,산중턱,맑음,1,84,,인간의 부주의,홍천소방서,양덕원119안전센터,서면119지역대,2124,34,40,8.0,117,30119,12,0,0,0.01
2017-03-09 10:28:00,2017,3,9,0,9~12,강릉시,옥계면,산정상,맑음,7,24,건조주의보,인간의 부주의,강릉소방서,옥계119안전센터,,642,30,4,0.0,2456,235419,73,0,165000,75.0
2017-03-10 11:35:00,2017,3,10,0,9~12,춘천시,동면,산중턱,맑음,8,28,,인간의 부주의,춘천소방서,후평119안전센터,,837,5,5,0.0,73,2607,13,0,3300,0.01
2017-03-11 14:37:00,2017,3,11,1,12~15,양구군,남면,산중턱,구름조금,13,17,,기계/전기/화학 요인,춘천소방서,양구119안전센터,남면119지역대,1326,50,14,7.0,171,33602,7,1,0,0.3
2017-03-11 16:23:00,2017,3,11,1,15~18,홍천군,서면,산중턱,구름조금,16,19,,인간의 부주의,홍천소방서,양덕원119안전센터,서면119지역대,701,33,39,7.0,70,13927,12,0,0,0.05
2017-03-12 17:44:00,2017,3,12,1,15~18,춘천시,서면,산아래,비,13,35,,인간의 부주의,춘천소방서,강촌119안전센터,,1412,26,13,0.0,236,5509,18,0,4400,0.3
2017-03-13 15:46:00,2017,3,13,0,15~18,영월군,김삿갓면,산아래,구름조금,13,0,,인간의 부주의,영월소방서,중동119안전센터,김삿갓119지역대,951,23,12,6.0,65,10948,5,0,0,0.3
2017-03-14 12:21:00,2017,3,14,0,9~12,춘천시,서면,평지,구름조금,1,75,건조주의보,인간의 부주의,춘천소방서,강촌119안전센터,,1031,23,10,0.0,154,5234,14,0,0,0.3
2017-03-14 15:04:00,2017,3,14,0,15~18,홍천군,서면,산아래,구름조금,11,36,,인간의 부주의,홍천소방서,양덕원119안전센터,서면119지역대,1108,43,29,11.0,157,12828,19,0,0,0.5
2017-03-15 11:01:00,2017,3,15,0,9~12,춘천시,동산면,산중턱,흐림,8,30,건조주의보,인간의 부주의,춘천소방서,소양119안전센터,,1231,17,11,0.0,82,3007,9,0,0,0.05
2017-03-17 13:42:00,2017,3,17,0,12~15,철원군,동송읍,산중턱,맑음,13,35,,인간의 부주의,철원소방서,동송119안전센터,,1354,13,15,0.0,34,1641,7,0,0,0.1
2017-03-19 10:37:00,2017,3,19,1,9~12,평창군,용평면,산아래,맑음,13,30,,미상,평창소방서,봉평119안전센터,용평119지역대,619,38,17,7.0,202,15538,12,0,0,0.3
2017-03-19 10:52:00,2017,3,19,1,9~12,화천군,하남면,산아래,맑음,13,34,건조주의보,인간의 부주의,춘천소방서,화천119안전센터,,1418,50,10,14.0,278,40000,16,0,0,1.5
2017-03-19 14:20:00,2017,3,19,1,12~15,영월군,영월읍,산중턱,맑음,18,10,,인간의 부주의,영월소방서,영월119안전센터,,1242,6,6,0.0,132,13733,13,0,0,0.2
2017-03-19 18:14:00,2017,3,19,1,18~21,춘천시,석사동,산아래,맑음,8,44,,인간의 부주의,춘천소방서,대룡119안전센터,,1146,7,6,0.0,114,2549,6,0,0,0.05
2017-03-22 16:38:00,2017,3,22,0,15~18,인제군,인제읍,산아래,맑음,13,17,,인간의 부주의,인제소방서,인제119안전센터,,411,3,3,0.0,94,2637,21,0,0,0.01
2017-03-22 17:50:00,2017,3,22,0,15~18,화천군,사내면,산정상,맑음,11,30,,인간의 부주의,춘천소방서,사내119안전센터,,1402,43,9,0.0,136,13828,4,0,0,0.15
2017-03-23 13:33:00,2017,3,23,0,12~15,횡성군,갑천면,산아래,맑음,14,30,,인간의 부주의,횡성소방서,횡성119안전센터,갑천119지역대,451,20,20,3.0,158,10620,13,0,1870,0.5
2017-03-30 15:03:00,2017,3,30,0,15~18,홍천군,화촌면,평지,구름조금,18,20,,인간의 부주의,홍천소방서,홍천119안전센터,화촌119지역대,721,11,11,4.0,99,10158,13,1,3900,0.4
2017-03-30 15:10:00,2017,3,30,0,15~18,춘천시,서면,산아래,구름조금,18,23,,인간의 부주의,춘천소방서,강촌119안전센터,,1608,20,8,0.0,172,2023,6,0,0,0.01
2017-04-04 19:30:00,2017,4,4,0,18~21,철원군,갈말읍,산정상,맑음,12,18,,인간의 부주의,철원소방서,태봉119안전센터,,631,4,4,0.0,74,11437,6,0,0,0.1
2017-04-08 13:28:00,2017,4,8,1,12~15,영월군,무릉도원면,산아래,맑음,24,33,,인간의 부주의,영월소방서,주천119안전센터,,2911,48,23,0.0,176,5516,17,0,0,0.3
2017-04-10 11:21:00,2017,4,10,0,9~12,원주시,소초면,산아래,맑음,21,15,,인간의 부주의,원주소방서,태장119안전센터,소초119지역대,530,13,12,2.0,111,11024,26,0,660,0.2
2017-04-10 17:00:00,2017,4,10,0,15~18,철원군,서면,산중턱,맑음,20,11,,인간의 부주의,철원소방서,김화119안전센터,자등119지역대,1622,40,30,10.0,41,3101,10,0,0,0.01
2017-04-12 08:28:00,2017,4,12,0,6~9,철원군,동송읍,산아래,맑음,12,12,,인간의 부주의,철원소방서,동송119안전센터,,2009,18,9,0.0,56,11112,12,0,0,0.01
2017-04-13 11:12:00,2017,4,13,0,9~12,춘천시,서면,평지,맑음,14,23,건조주의보,인간의 부주의,춘천소방서,강촌119안전센터,,1523,17,12,0.0,101,11900,13,0,0,0.35
2017-04-13 15:32:00,2017,4,13,0,15~18,고성군,거진읍,산아래,맑음,15,42,,기계/전기/화학 요인,고성소방서,거진119안전센터,,656,11,4,0.0,62,1801,5,0,0,0.02
2017-04-20 11:30:00,2017,4,20,0,9~12,고성군,죽왕면,산중턱,맑음,15,51,,인간의 부주의,고성소방서,동광119안전센터,,1158,10,6,0.0,62,2430,5,0,0,0.01
2017-04-23 03:08:00,2017,4,23,1,0~3,횡성군,횡성읍,산아래,맑음,5,45,,인간의 부주의,횡성소방서,횡성119안전센터,,755,6,6,0.0,28,3256,10,0,223,0.06
2017-04-23 13:02:00,2017,4,23,1,12~15,영월군,중동면,산아래,맑음,21,22,,인간의 부주의,영월소방서,중동119안전센터,,2506,22,22,0.0,81,10114,4,0,0,0.2
2017-04-23 13:57:00,2017,4,23,1,12~15,양구군,양구읍,산아래,맑음,19,20,,미상,춘천소방서,양구119안전센터,,1043,51,9,0.0,89,11239,6,0,0,0.12
2017-04-24 13:55:00,2017,4,24,0,12~15,강릉시,연곡면,산아래,구름조금,21,37,건조주의보,인간의 부주의,강릉소방서,주문진119안전센터,,836,13,5,0.0,239,4441,20,0,1001,0.3
2017-04-28 14:15:00,2017,4,28,0,12~15,홍천군,내면,산정상,구름조금,17,32,,인간의 부주의,홍천소방서,서석119안전센터,내면119지역대,1353,77,43,16.0,103,13548,12,0,0,0.1
2017-04-29 05:18:00,2017,4,29,1,3~6,고성군,거진읍,산중턱,맑음,11,63,,인간의 부주의,고성소방서,거진119안전센터,,557,14,6,0.0,51,10808,4,0,0,0.1
2017-04-29 12:16:00,2017,4,29,1,9~12,춘천시,서면,산정상,맑음,24,25,,인간의 부주의,춘천소방서,신북119안전센터,,1811,13,12,0.0,42,4443,9,0,0,0.02
2017-04-29 16:00:00,2017,4,29,1,15~18,춘천시,동산면,산정상,맑음,23,12,,인간의 부주의,춘천소방서,대룡119안전센터,,1922,16,10,0.0,42,2200,9,0,0,0.01
2017-05-01 12:35:00,2017,5,1,0,9~12,인제군,남면,산중턱,맑음,24,14,,인간의 부주의,인제소방서,인제119안전센터,남면119지역대,1051,8,8,17.0,98,22316,20,0,0,0.5
2017-05-01 14:40:00,2017,5,1,0,12~15,고성군,간성읍,산중턱,맑음,19,65,,인간의 부주의,고성소방서,간성119안전센터,,558,10,4,0.0,89,5137,7,0,0,0.05
2017-05-02 12:20:00,2017,5,2,0,9~12,원주시,부론면,평지,맑음,26,36,,인간의 부주의,원주소방서,문막119안전센터,,1256,33,28,7.0,100,3804,9,0,11000,0.1
2017-05-02 13:07:00,2017,5,2,0,12~15,원주시,문막읍,평지,맑음,26,29,,인간의 부주의,원주소방서,문막119안전센터,,2003,31,10,0.0,89,4806,10,0,2200,0.05
2017-05-02 15:03:00,2017,5,2,0,15~18,고성군,거진읍,산아래,맑음,17,70,,자연적 요인,고성소방서,거진119안전센터,,909,13,5,6.0,164,1919,6,0,0,0.05
2017-05-03 11:14:00,2017,5,3,0,9~12,홍천군,북방면,산정상,맑음,26,24,,인간의 부주의,홍천소방서,홍천119안전센터,북방119지역대,1439,8,8,5.0,101,5721,14,0,0,0.3
2017-05-03 14:35:00,2017,5,3,0,12~15,영월군,상동읍,산중턱,맑음,26,29,,인간의 부주의,영월소방서,중동119안전센터,상동119지역대,1131,40,16,6.0,150,34858,18,0,79,0.5
2017-05-03 17:17:00,2017,5,3,0,15~18,영월군,영월읍,산중턱,맑음,28,17,,인간의 부주의,영월소방서,영월119안전센터,,1312,8,8,0.0,42,10453,8,0,0,0.01
2017-05-03 20:27:00,2017,5,3,0,18~21,영월군,상동읍,산중턱,맑음,17,37,,인간의 부주의,영월소방서,중동119안전센터,상동119지역대,1149,52,24,4.0,234,20300,16,0,75,0.1
2017-05-05 14:51:00,2017,5,5,0,12~15,정선군,남면,산중턱,맑음,20,55,건조경보,인간의 부주의,정선소방서,사북119안전센터,남면119지역대,1651,13,13,15.0,125,13249,16,0,0,0.1
2017-05-05 15:03:00,2017,5,5,0,15~18,강릉시,왕산면,산중턱,맑음,26,31,,인간의 부주의,강릉소방서,내곡119안전센터,,3029,28,26,0.0,138,1554,13,0,0,0.05
2017-05-06 11:42:00,2017,5,6,1,9~12,삼척시,도계읍,산중턱,맑음,21,24,건조주의보,인간의 부주의,삼척소방서,도계119안전센터,,1200,38,11,0.0,1140,232500,43,4,2126645,270.0
2017-05-06 13:59:00,2017,5,6,1,12~15,고성군,간성읍,산정상,맑음,23,14,,인간의 부주의,고성소방서,간성119안전센터,,700,1,8,0.0,40,3043,5,0,0,0.02
2017-05-06 14:26:00,2017,5,6,1,12~15,홍천군,내촌면,산중턱,구름많음,21,16,,미상,홍천소방서,서석119안전센터,내촌119지역대,206,29,21,2.0,78,10337,11,0,0,0.01
2017-05-06 15:27:00,2017,5,6,1,15~18,강릉시,성산면,산정상,맑음,22,12,,인간의 부주의,강릉소방서,내곡119안전센터,,2718,14,12,0.0,2840,133403,118,0,6693391,57.0
2017-05-07 19:14:00,2017,5,7,1,18~21,춘천시,북산면,산아래,맑음,21,22,,인간의 부주의,춘천소방서,신북119안전센터,,2622,30,26,0.0,178,13452,9,0,7700,0.1
2017-05-07 19:52:00,2017,5,7,1,18~21,춘천시,북산면,산아래,맑음,20,23,,인간의 부주의,춘천소방서,대룡119안전센터,,2245,63,68,0.0,93,12346,13,0,770,0.01
2017-05-08 15:05:00,2017,5,8,0,15~18,홍천군,홍천읍,산중턱,맑음,24,32,,인간의 부주의,홍천소방서,홍천119안전센터,,903,11,11,0.0,94,11342,14,0,0,0.05
2017-05-19 13:44:00,2017,5,19,0,12~15,강릉시,왕산면,산아래,맑음,25,35,건조주의보,인간의 부주의,강릉소방서,내곡119안전센터,,3229,31,29,0.0,123,316,17,0,0,0.06
2017-05-20 11:00:00,2017,5,20,1,9~12,양구군,동면,산중턱,맑음,28,33,,인간의 부주의,춘천소방서,양구119안전센터,동면119지역대,302,57,16,2.0,78,12945,7,0,0,0.1
2017-05-20 12:39:00,2017,5,20,1,9~12,정선군,임계면,산정상,맑음,28,30,,인간의 부주의,정선소방서,임계119안전센터,,2544,29,22,14.0,123,5511,19,0,0,0.04
2017-05-20 15:18:00,2017,5,20,1,15~18,화천군,사내면,산중턱,맑음,29,28,,인간의 부주의,춘천소방서,사내119안전센터,,1822,45,9,0.0,17,4945,1,0,0,0.06
2017-05-21 12:06:00,2017,5,21,1,9~12,인제군,상남면,산정상,맑음,25,30,,인간의 부주의,인제소방서,기린119안전센터,상남119지역대,3005,37,20,5.0,95,10522,10,0,0,0.1
2017-05-25 10:12:00,2017,5,25,0,9~12,춘천시,서면,산정상,맑음,29,38,,인간의 부주의,춘천소방서,신북119안전센터,,4212,22,21,0.0,73,15728,8,0,22,0.05
2017-05-26 11:37:00,2017,5,26,0,9~12,춘천시,서면,산아래,구름조금,20,32,,인간의 부주의,춘천소방서,강촌119안전센터,,1701,17,9,0.0,89,3827,10,0,2750,0.01
2017-05-27 11:02:00,2017,5,27,1,9~12,평창군,용평면,산아래,맑음,18,50,,인간의 부주의,평창소방서,봉평119안전센터,용평119지역대,1853,50,28,18.0,61,10057,8,0,0,0.01
2017-06-01 02:30:00,2017,6,1,0,0~3,원주시,문막읍,산아래,구름조금,20,20,,인간의 부주의,원주소방서,문막119안전센터,,859,24,3,0.0,66,22852,8,0,0,0.3
2017-06-02 14:49:00,2017,6,2,0,12~15,강릉시,옥계면,산중턱,구름조금,19,57,,인간의 부주의,강릉소방서,옥계119안전센터,,2717,30,9,0.0,146,4306,17,0,0,0.06
2017-06-04 10:55:00,2017,6,4,1,9~12,인제군,인제읍,산아래,맑음,22,27,,인간의 부주의,인제소방서,인제119안전센터,,2220,10,10,0.0,88,25310,10,0,0,0.3
2017-06-04 12:19:00,2017,6,4,1,9~12,철원군,근남면,산아래,맑음,24,19,,인간의 부주의,철원소방서,김화119안전센터,자등119지역대,1222,17,17,8.0,70,14326,11,0,492,0.01
2017-06-19 12:01:00,2017,6,19,0,9~12,강릉시,왕산면,산아래,구름조금,29,35,,인간의 부주의,강릉소방서,내곡119안전센터,,3005,46,44,0.0,73,1020,15,0,0,0.01
2017-06-19 21:00:00,2017,6,19,0,21~24,홍천군,서석면,산아래,구름조금,20,72,,인간의 부주의,홍천소방서,서석119안전센터,,741,36,7,0.0,108,15802,11,0,0,0.05
2017-06-21 14:35:00,2017,6,21,0,12~15,철원군,갈말읍,산정상,맑음,29,33,,인간의 부주의,철원소방서,태봉119안전센터,,654,3,3,0.0,68,13658,7,0,0,0.01
2017-06-23 14:50:00,2017,6,23,0,12~15,횡성군,갑천면,산정상,구름조금,32,34,,인간의 부주의,횡성소방서,횡성119안전센터,갑천119지역대,2635,25,25,21.0,57,11917,7,0,0,0.01
2017-11-16 13:03:00,2017,11,16,0,12~15,평창군,평창읍,산정상,맑음,5,18,,미상,평창소방서,평창119안전센터,,4908,17,17,0.0,91,3727,11,0,0,0.09
2017-11-16 15:04:00,2017,11,16,0,15~18,홍천군,내촌면,산중턱,맑음,6,32,,인간의 부주의,홍천소방서,서석119안전센터,내촌119지역대,1937,35,11,14.0,113,10533,16,0,3850,0.5
2017-11-19 13:36:00,2017,11,19,1,12~15,정선군,여량면,산아래,맑음,1,15,풍랑주의보,인간의 부주의,정선소방서,임계119안전센터,여량면119지역대,947,25,24,8.0,63,3814,15,0,0,0.05
2017-11-20 11:51:00,2017,11,20,0,9~12,영월군,남면,산아래,맑음,4,26,풍랑주의보,인간의 부주의,영월소방서,영월119안전센터,,1154,19,19,17.0,130,3507,12,0,0,0.3
2017-11-30 10:57:00,2017,11,30,0,9~12,홍천군,홍천읍,산아래,구름조금,1,26,,인간의 부주의,홍천소방서,홍천119안전센터,,1102,8,8,0.0,85,4722,13,1,0,0.05
2017-12-02 21:04:00,2017,12,2,1,21~24,원주시,부론면,산아래,맑음,2,56,,기계/전기/화학 요인,원주소방서,문막119안전센터,부론119지역대,1351,25,8,8.0,95,10539,11,0,302,0.2
2017-12-22 16:48:00,2017,12,22,0,15~18,양양군,서면,산아래,맑음,7,54,,미상,양양소방서,양양119안전센터,,1149,7,7,0.0,315,11648,16,0,247,0.3
2018-01-02 20:14:00,2018,1,2,0,18~21,원주시,소초면,산정상,구름많음,-5,43,,인간의 부주의,원주소방서,태장119안전센터,소초119지역대,356,15,12,3.0,74,11423,6,0,0,0.01
2018-01-14 19:53:00,2018,1,14,1,18~21,양양군,양양읍,미상,구름조금,6,53,,미상,양양소방서,양양119안전센터,,3806,10,10,0.0,1229,145435,17,0,280012,1.2
2018-02-01 13:49:00,2018,2,1,0,12~15,홍천군,서석면,산중턱,맑음,-1,40,,인간의 부주의,홍천소방서,서석119안전센터,,3855,39,5,0.0,100,5327,11,0,0,0.02
2018-02-09 06:12:00,2018,2,9,0,3~6,춘천시,동산면,산아래,맑음,-10,72,,인간의 부주의,춘천소방서,대룡119안전센터,,1936,26,21,0.0,69,5834,10,0,0,0.01
2018-02-11 21:23:00,2018,2,11,1,21~24,삼척시,도계읍,산아래,구름조금,-11,57,풍랑경보,미상,삼척소방서,도계119안전센터,,1239,38,6,0.0,0,152243,0,14,317680,50.0
2018-02-12 12:20:00,2018,2,12,0,9~12,횡성군,공근면,산아래,맑음,-3,37,풍랑주의보,인간의 부주의,횡성소방서,횡성119안전센터,,855,15,0,7.0,103,12904,10,0,0,0.1
2018-02-16 14:11:00,2018,2,16,0,12~15,평창군,평창읍,산정상,맑음,5,20,,인간의 부주의,평창소방서,평창119안전센터,,843,5,5,0.0,168,11443,15,0,0,0.5
2018-02-19 14:58:00,2018,2,19,0,12~15,원주시,부론면,산아래,맑음,6,28,건조주의보,기계/전기/화학 요인,원주소방서,문막119안전센터,부론119지역대,1147,28,7,7.0,133,3606,15,0,4207,0.5
2018-02-20 15:56:00,2018,2,20,0,15~18,정선군,신동읍,산아래,맑음,6,24,,인간의 부주의,정선소방서,신동119안전센터,,2546,47,17,28.0,159,5216,17,0,0,0.1
2018-03-14 14:33:00,2018,3,14,0,12~15,춘천시,온의동,산아래,맑음,20,42,,인간의 부주의,춘천소방서,효자119안전센터,,634,6,2,0.0,89,932,10,0,0,0.2
2018-03-25 19:48:00,2018,3,25,1,18~21,원주시,태장동,산아래,구름조금,8,62,,인간의 부주의,원주소방서,태장119안전센터,,524,7,2,4.0,147,12052,7,0,0,0.3
2018-03-28 06:14:00,2018,3,28,0,3~6,고성군,간성읍,평지,구름조금,18,35,,기계/전기/화학 요인,고성소방서,동광119안전센터,,1308,3,8,0.0,7174,103156,281,1,4815212,40.0
2018-04-01 13:03:00,2018,4,1,1,12~15,철원군,동송읍,산중턱,맑음,20,57,,인간의 부주의,철원소방서,동송119안전센터,,2610,18,13,0.0,57,10952,6,0,0,0.1
2018-04-09 14:36:00,2018,4,9,0,12~15,삼척시,원덕읍,산중턱,구름조금,13,45,,기계/전기/화학 요인,삼척소방서,원덕119안전센터,,3138,40,6,11.0,198,20453,30,0,19800,0.3
2018-04-13 12:51:00,2018,4,13,0,9~12,춘천시,동면,산아래,구름조금,18,17,,인간의 부주의,춘천소방서,후평119안전센터,,3402,37,15,0.0,104,13845,11,0,1,0.02
2018-04-20 13:38:00,2018,4,20,0,12~15,평창군,대관령면,산중턱,맑음,26,16,,인간의 부주의,평창소방서,대관령119안전센터,,2804,75,20,0.0,100,3411,25,0,0,0.08
2018-04-21 10:48:00,2018,4,21,1,9~12,화천군,간동면,산아래,맑음,22,28,,인간의 부주의,춘천소방서,화천119안전센터,간동119지역대,1324,30,10,8.0,55,3210,13,0,0,0.15
2018-04-21 11:36:00,2018,4,21,1,9~12,인제군,인제읍,산중턱,맑음,25,15,,인간의 부주의,인제소방서,인제119안전센터,,1456,9,9,0.0,471,223130,81,0,0,3.0
2018-04-21 16:35:00,2018,4,21,1,15~18,춘천시,서면,산정상,구름조금,27,12,,인간의 부주의,춘천소방서,강촌119안전센터,,1306,13,11,0.0,163,201530,28,0,0,0.5
2018-06-01 14:34:00,2018,6,1,0,12~15,춘천시,사북면,산정상,맑음,29,24,,인간의 부주의,춘천소방서,신북119안전센터,,2503,10,5,0.0,60,14504,8,0,1,0.01
